ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,CBW,CBL,GBW,GBL,IWW,IWL,SBW,SBL
62,Lyon,Grand Prix de Lyon,08/10/01,International Gold,Indoor,Carpet,1st Round,3,Arazi H.,Schalken S.,29,23,2,6,7,5,6,3,,,,,2,1,Completed,2.25,1.57,2.05,1.6,1.9,1.6,2.25,1.571
62,Lyon,Grand Prix de Lyon,08/10/01,International Gold,Indoor,Carpet,1st Round,3,Benneteau J.,Pozzi G.,343,122,6,3,6,3,,,,,,,2,0,Completed,,,,,,,,
62,Lyon,Grand Prix de Lyon,08/10/01,International Gold,Indoor,Carpet,1st Round,3,Bjorkman J.,Vinck C.,53,149,6,2,6,3,,,,,,,2,0,Completed,,,,,,,,
62,Lyon,Grand Prix de Lyon,08/10/01,International Gold,Indoor,Carpet,1st Round,3,Clement A.,Llodra M.,13,116,4,6,6,3,6,1,,,,,2,1,Completed,1.2,4,1.15,4.1,1.15,3.8,1.2,4
62,Lyon,Grand Prix de Lyon,08/10/01,International Gold,Indoor,Carpet,1st Round,3,El Aynaoui Y.,Sanguinetti D.,40,85,6,3,6,2,,,,,,,2,0,Completed,1.35,2.9,1.35,2.7,1.3,2.7,1.5,2.5
62,Lyon,Grand Prix de Lyon,08/10/01,International Gold,Indoor,Carpet,1st Round,3,Ferrero J.C.,Gaudenzi A.,5,55,6,1,6,3,,,,,,,2,0,Completed,1.22,3.75,1.2,3.6,1.2,3.2,1.222,3.75
62,Lyon,Grand Prix de Lyon,08/10/01,International Gold,Indoor,Carpet,1st Round,3,Gaudio G.,Dupuis A.,56,61,6,4,7,6,,,,,,,2,0,Completed,2.1,1.65,2.15,1.55,1.9,1.6,,
62,Lyon,Grand Prix de Lyon,08/10/01,International Gold,Indoor,Carpet,1st Round,3,Grosjean S.,Boutter J.,9,68,6,2,6,4,,,,,,,2,0,Completed,1.4,2.7,1.35,2.7,1.3,2.7,1.364,2.875
62,Lyon,Grand Prix de Lyon,08/10/01,International Gold,Indoor,Carpet,1st Round,3,Kiefer N.,Blanco G.,38,58,7,5,6,3,,,,,,,2,0,Completed,1.18,4.25,1.1,4.9,1.1,4.5,1.143,5
62,Lyon,Grand Prix de Lyon,08/10/01,International Gold,Indoor,Carpet,1st Round,3,Lapentti N.,Mathieu P.H.,24,148,6,2,6,2,,,,,,,2,0,Completed,1.28,3.25,1.3,2.9,1.25,3,1.333,3
