ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,CBW,CBL,EXW,EXL,IWW,IWL,PSW,PSL
64,Lyon,Grand Prix de Lyon,24/10/05,International,Indoor,Carpet,1st Round,3,Gaudio G.,Clement A.,12,72,1730,528,6,3,4,6,6,3,,,,,2,1,Completed,1.8,1.9,1.88,1.88,1.87,1.87,1.75,1.85,1.962,1.943
64,Lyon,Grand Prix de Lyon,24/10/05,International,Indoor,Carpet,1st Round,3,Ancic M.,Blake J.,21,23,1360,1200,6,2,7,6, , ,,,,,2,0,Completed,2.62,1.44,2.4,1.55,2.85,1.4,2.5,1.4,2.82,1.495
64,Lyon,Grand Prix de Lyon,24/10/05,International,Indoor,Carpet,1st Round,3,Djokovic N.,Mello R.,88,105,468,398,7,6,6,4, , ,,,,,2,0,Completed,1.39,2.75,1.35,3.1,1.3,3.35,1.4,2.5,1.377,3.45
64,Lyon,Grand Prix de Lyon,25/10/05,International,Indoor,Carpet,1st Round,3,Enqvist T.,Carraz G.,157,155,249,264,6,2,6,4, , ,,,,,2,0,Completed,1.61,2.2,,,1.65,2.15,1.6,2,1.746,2.24
64,Lyon,Grand Prix de Lyon,25/10/05,International,Indoor,Carpet,1st Round,3,Rochus O.,Puerta M.,24,9,1160,1834,4,6,7,6,6,3,,,,,2,1,Completed,1.39,2.75,1.45,2.7,1.4,2.75,1.4,2.5,1.417,3.2
64,Lyon,Grand Prix de Lyon,25/10/05,International,Indoor,Carpet,1st Round,3,Gicquel M.,Ferrer D.,141,16,295,1500,6,4,6,0, , ,,,,,2,0,Completed,2.75,1.39,,,2.53,1.48,2.9,1.3,2.86,1.485
64,Lyon,Grand Prix de Lyon,25/10/05,International,Indoor,Carpet,1st Round,3,Grosjean S.,Hanescu V.,31,38,1035,853,4,6,6,3,6,4,,,,,2,1,Completed,1.28,3.25,1.33,3.2,1.35,3.1,1.3,2.9,1.35,3.66
64,Lyon,Grand Prix de Lyon,25/10/05,International,Indoor,Carpet,1st Round,3,Monfils G.,Hernych J.,36,75,889,515,6,4,5,7,6,3,,,,,2,1,Completed,1.33,3,1.4,2.85,1.4,2.85,1.3,2.9,1.38,3.43
64,Lyon,Grand Prix de Lyon,25/10/05,International,Indoor,Carpet,1st Round,3,Roddick A.,Ascione T.,3,94,3120,434,7,5,6,3, , ,,,,,2,0,Completed,1.05,8,1.05,9,1.07,7.19,1.05,6,1.072,12.82
64,Lyon,Grand Prix de Lyon,25/10/05,International,Indoor,Carpet,1st Round,3,Sanguinetti D.,Lopez F.,44,33,788,1000,6,7,6,4,6,4,,,,,2,1,Completed,2.5,1.5,2.35,1.57,2.35,1.55,2.2,1.5,2.59,1.592
64,Lyon,Grand Prix de Lyon,25/10/05,International,Indoor,Carpet,1st Round,3,Llodra M.,Malisse X.,108,46,393,769,7,6,6,3, , ,,,,,2,0,Completed,2.62,1.44,2.7,1.45,2.45,1.5,2.2,1.5,2.94,1.467
64,Lyon,Grand Prix de Lyon,25/10/05,International,Indoor,Carpet,1st Round,3,Robredo T.,Lapentti N.,20,82,1370,493,2,6,7,5,6,4,,,,,2,1,Completed,1.28,3.25,1.28,3.55,1.35,3.1,1.2,3.6,1.321,3.82
64,Lyon,Grand Prix de Lyon,26/10/05,International,Indoor,Carpet,1st Round,3,Spadea V.,Ljubicic I.,66,11,555,1765,7,6,7,5, , ,,,,,2,0,Completed,4,1.19,3.85,1.25,3.46,1.28,3.2,1.25,4.08,1.296
64,Lyon,Grand Prix de Lyon,26/10/05,International,Indoor,Carpet,1st Round,3,Santoro F.,Dent T.,78,34,500,995,6,3,7,5, , ,,,,,2,0,Completed,2.1,1.66,2.1,1.7,2.05,1.75,2,1.6,2.1,1.833
64,Lyon,Grand Prix de Lyon,26/10/05,International,Indoor,Carpet,1st Round,3,Mahut N.,Benneteau J.,154,145,268,287,6,4,7,5, , ,,,,,2,0,Completed,1.8,1.9,,,1.95,1.8,1.7,1.9,1.847,2.08
64,Lyon,Grand Prix de Lyon,26/10/05,International,Indoor,Carpet,1st Round,3,Mathieu P.H.,Ginepri R.,57,18,663,1460,5,2, , , , ,,,,,0,0,Retired,2.75,1.39,2.85,1.4,2.53,1.48,3.2,1.25,3.15,1.426
64,Lyon,Grand Prix de Lyon,26/10/05,International,Indoor,Carpet,2nd Round,3,Rochus O.,Djokovic N.,24,88,1160,468,7,6,7,5, , ,,,,,2,0,Completed,1.36,3,1.4,2.85,1.45,2.6,1.4,2.5,1.521,2.78
64,Lyon,Grand Prix de Lyon,26/10/05,International,Indoor,Carpet,2nd Round,3,Ancic M.,Enqvist T.,21,157,1360,249,6,7,7,6,6,4,,,,,2,1,Completed,1.36,3,1.37,3,1.35,3.1,1.4,2.5,1.358,3.59
64,Lyon,Grand Prix de Lyon,27/10/05,International,Indoor,Carpet,2nd Round,3,Gicquel M.,Sanguinetti D.,141,44,295,788,6,2,6,2, , ,,,,,2,0,Completed,2.5,1.5,2.45,1.53,2.45,1.5,2.2,1.5,2.56,1.602
64,Lyon,Grand Prix de Lyon,27/10/05,International,Indoor,Carpet,2nd Round,3,Monfils G.,Gaudio G.,36,12,889,1730,6,4,6,3, , ,,,,,2,0,Completed,1.57,2.25,1.67,2.15,1.65,2.15,1.6,2,1.685,2.36
64,Lyon,Grand Prix de Lyon,27/10/05,International,Indoor,Carpet,2nd Round,3,Grosjean S.,Robredo T.,31,20,1035,1370,7,5,6,3, , ,,,,,2,0,Completed,1.66,2.1,1.65,2.2,1.6,2.3,1.65,1.95,1.709,2.31
64,Lyon,Grand Prix de Lyon,27/10/05,International,Indoor,Carpet,2nd Round,3,Roddick A.,Mahut N.,3,154,3120,268,7,6,6,3, , ,,,,,2,0,Completed,1.06,8,1.04,10,1.05,8.5,1.05,6,1.075,11.82
64,Lyon,Grand Prix de Lyon,27/10/05,International,Indoor,Carpet,2nd Round,3,Santoro F.,Mathieu P.H.,78,57,500,663,6,1,6,4, , ,,,,,2,0,Completed,1.72,2,1.7,2.1,1.8,1.95,1.8,1.8,1.794,2.16
64,Lyon,Grand Prix de Lyon,27/10/05,International,Indoor,Carpet,2nd Round,3,Spadea V.,Llodra M.,66,108,555,393,6,4,6,3, , ,,,,,2,0,Completed,1.57,2.25,1.67,2.15,1.65,2.15,1.5,2.2,1.775,2.19
64,Lyon,Grand Prix de Lyon,28/10/05,International,Indoor,Carpet,Quarterfinals,3,Monfils G.,Gicquel M.,36,141,889,295,6,4,6,1, , ,,,,,2,0,Completed,1.3,3.39,1.37,3,1.3,3.35,1.35,2.7,1.37,3.5
64,Lyon,Grand Prix de Lyon,28/10/05,International,Indoor,Carpet,Quarterfinals,3,Grosjean S.,Rochus O.,31,24,1035,1160,6,3,7,6, , ,,,,,2,0,Completed,1.5,2.5,1.53,2.45,1.53,2.4,1.5,2.2,1.575,2.64
64,Lyon,Grand Prix de Lyon,28/10/05,International,Indoor,Carpet,Quarterfinals,3,Santoro F.,Spadea V.,78,66,500,555,6,2,6,2, , ,,,,,2,0,Completed,1.66,2.1,1.7,2.1,1.75,2,1.7,1.9,1.806,2.14
64,Lyon,Grand Prix de Lyon,28/10/05,International,Indoor,Carpet,Quarterfinals,3,Roddick A.,Ancic M.,3,21,3120,1360,6,4,6,4, , ,,,,,2,0,Completed,1.36,3,1.37,3,1.35,3.1,1.35,2.7,1.446,3.04
64,Lyon,Grand Prix de Lyon,29/10/05,International,Indoor,Carpet,Semifinals,3,Monfils G.,Grosjean S.,36,31,889,1035,6,4,7,5, , ,,,,,2,0,Completed,2.37,1.53,2.3,1.6,2.23,1.61,2,1.6,2.47,1.637
64,Lyon,Grand Prix de Lyon,29/10/05,International,Indoor,Carpet,Semifinals,3,Roddick A.,Santoro F.,3,78,3120,500,6,4,7,6, , ,,,,,2,0,Completed,1.14,5,1.15,5.25,1.15,5.2,1.2,3.6,1.238,4.8
64,Lyon,Grand Prix de Lyon,30/10/05,International,Indoor,Carpet,The Final,3,Roddick A.,Monfils G.,3,36,3120,889,6,3,6,2, , ,,,,,2,0,Completed,1.28,3.5,1.28,3.65,1.25,3.6,1.3,2.9,1.302,4.01
