WTA,Location,Tournament,Date,Tier,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,Wsets,Lsets,Comment,B365W,B365L,EXW,EXL,LBW,LBL,PSW,PSL,UBW,UBL
30,Eastbourne,International Women's Open,16/06/08,2,Outdoor,Grass,1st Round,3,Stosur S.,O'Brien K.,157,106,207,321,6,4,6,3,,,2,0,Completed,1.28,3.5,1.25,3.75,1.3,3.4,1.333,3.7,1.38,2.95
30,Eastbourne,International Women's Open,16/06/08,2,Outdoor,Grass,1st Round,3,Mauresmo A.,Cornet A.,30,17,987,1248,6,1,4,6,7,5,2,1,Completed,1.57,2.25,1.55,2.35,1.667,2.1,1.714,2.3,1.6,2.28
30,Eastbourne,International Women's Open,16/06/08,2,Outdoor,Grass,1st Round,3,Li N.,Dellacqua C.,48,41,565,643,6,2,6,4,,,2,0,Completed,1.53,2.37,,,,,1.658,2.42,1.6,2.28
30,Eastbourne,International Women's Open,16/06/08,2,Outdoor,Grass,1st Round,3,Petrova N.,Peer S.,22,25,1146,1077,6,2,6,2,,,2,0,Completed,1.28,3.5,1.35,3.1,1.333,3.25,1.351,3.65,1.33,3.2
30,Eastbourne,International Women's Open,16/06/08,2,Outdoor,Grass,1st Round,3,Dulko G.,Garbin T.,42,79,642,428,3,6,6,4,6,2,2,1,Completed,1.33,3.25,,,1.364,3,1.435,3.1,1.33,3.2
30,Eastbourne,International Women's Open,16/06/08,2,Outdoor,Grass,1st Round,3,Rezai A.,Azarenka V.,61,16,506,1386,6,2,,,,,1,0,Retired,6,1.11,5.5,1.13,5,1.143,5.93,1.184,6.75,1.1
30,Eastbourne,International Women's Open,17/06/08,2,Outdoor,Grass,1st Round,3,Wozniacki C.,Pironkova T.,32,40,863,682,6,3,6,2,,,2,0,Completed,1.5,2.5,1.45,2.6,1.444,2.625,1.588,2.6,1.5,2.52
30,Eastbourne,International Women's Open,17/06/08,2,Outdoor,Grass,1st Round,3,Kleybanova A.,South M.,47,139,577,244,6,4,6,4,,,2,0,Completed,1.3,3.4,1.4,2.85,1.4,2.75,1.377,3.45,1.37,3
30,Eastbourne,International Women's Open,17/06/08,2,Outdoor,Grass,1st Round,3,Bammer S.,Kudryavtseva A.,27,162,1012,190,7,6,1,6,7,5,2,1,Completed,1.9,1.8,1.87,1.87,1.833,1.833,1.98,1.926,1.9,1.86
30,Eastbourne,International Women's Open,17/06/08,2,Outdoor,Grass,1st Round,3,Govortsova O.,Vaidisova N.,36,18,779,1222,6,2,6,4,,,2,0,Completed,3.25,1.33,2.92,1.37,2.75,1.4,3.55,1.364,2.85,1.4
30,Eastbourne,International Women's Open,17/06/08,2,Outdoor,Grass,1st Round,3,Razzano V.,Kanepi K.,28,35,1000,781,6,3,6,4,,,2,0,Completed,,,,,,,,,5,1.16
30,Eastbourne,International Women's Open,17/06/08,2,Outdoor,Grass,1st Round,3,Makarova E.,Dushevina V.,62,60,493,506,6,3,6,0,,,2,0,Completed,1.57,2.25,1.6,2.3,1.667,2.1,1.633,2.48,1.57,2.34
30,Eastbourne,International Women's Open,17/06/08,2,Outdoor,Grass,2nd Round,3,Petrova N.,Li N.,22,48,1146,565,6,2,6,7,6,3,2,1,Completed,1.53,2.37,,,1.571,2.25,1.699,2.33,1.6,2.28
30,Eastbourne,International Women's Open,18/06/08,2,Outdoor,Grass,2nd Round,3,Bartoli M.,Bammer S.,11,27,2030,1012,6,3,6,0,,,2,0,Completed,1.5,2.5,1.53,2.4,1.533,2.375,1.538,2.76,1.52,2.45
30,Eastbourne,International Women's Open,18/06/08,2,Outdoor,Grass,2nd Round,3,Wozniacki C.,Kuznetsova S.,32,4,863,3565,6,2,6,2,,,2,0,Completed,4,1.22,3.89,1.23,3.5,1.286,4.06,1.298,4.1,1.22
30,Eastbourne,International Women's Open,18/06/08,2,Outdoor,Grass,2nd Round,3,Kleybanova A.,Rezai A.,47,61,577,506,6,3,5,7,6,3,2,1,Completed,1.44,2.62,,,1.444,2.625,1.455,3,1.57,2.34
30,Eastbourne,International Women's Open,18/06/08,2,Outdoor,Grass,2nd Round,3,Stosur S.,Mauresmo A.,157,30,207,987,1,2,,,,,0,0,Retired,2.75,1.4,2.75,1.42,2.75,1.4,3.35,1.392,3,1.37
30,Eastbourne,International Women's Open,18/06/08,2,Outdoor,Grass,2nd Round,3,Makarova E.,Zvonareva V.,62,13,493,1912,6,3,6,3,,,2,0,Completed,4.5,1.16,4.67,1.17,4,1.222,4.96,1.229,4.6,1.18
30,Eastbourne,International Women's Open,18/06/08,2,Outdoor,Grass,2nd Round,3,Dulko G.,Govortsova O.,42,36,642,779,6,1,6,7,6,2,2,1,Completed,1.9,1.8,,,1.833,1.833,1.833,2.1,2.06,1.73
30,Eastbourne,International Women's Open,19/06/08,2,Outdoor,Grass,2nd Round,3,Radwanska A.,Razzano V.,14,28,1776,1000,3,6,6,3,6,4,2,1,Completed,1.2,4.33,1.25,3.75,1.222,4,1.236,4.83,1.24,3.9
30,Eastbourne,International Women's Open,19/06/08,2,Outdoor,Grass,Quarterfinals,3,Stosur S.,Wozniacki C.,157,32,207,863,7,6,6,4,,,2,0,Completed,5,1.14,4.67,1.17,4.333,1.2,5.75,1.19,5.2,1.15
30,Eastbourne,International Women's Open,19/06/08,2,Outdoor,Grass,Quarterfinals,3,Petrova N.,Makarova E.,22,62,1146,493,6,4,6,3,,,2,0,Completed,1.5,2.5,1.5,2.45,1.444,2.625,1.585,2.61,1.47,2.6
30,Eastbourne,International Women's Open,19/06/08,2,Outdoor,Grass,Quarterfinals,3,Bartoli M.,Kleybanova A.,11,47,2030,577,6,3,6,3,,,2,0,Completed,1.57,2.25,1.6,2.25,1.571,2.25,1.654,2.43,1.7,2.1
30,Eastbourne,International Women's Open,19/06/08,2,Outdoor,Grass,Quarterfinals,3,Radwanska A.,Dulko G.,14,42,1776,642,7,5,7,5,,,2,0,Completed,1.33,3.25,,,1.364,3,1.455,3,,
30,Eastbourne,International Women's Open,20/06/08,2,Outdoor,Grass,Semifinals,3,Petrova N.,Stosur S.,22,157,1146,207,6,3,6,3,,,2,0,Completed,1.3,3.4,1.3,3.35,1.286,3.5,1.364,3.55,1.28,3.55
30,Eastbourne,International Women's Open,20/06/08,2,Outdoor,Grass,Semifinals,3,Radwanska A.,Bartoli M.,14,11,1776,2030,7,5,6,3,,,2,0,Completed,1.61,2.2,1.7,2.1,1.727,2,1.87,2.05,1.73,2.06
30,Eastbourne,International Women's Open,21/06/08,2,Outdoor,Grass,The Final,3,Radwanska A.,Petrova N.,14,22,1776,1146,6,4,6,7,6,4,2,1,Completed,1.66,2.2,1.7,2.1,1.667,2.1,1.769,2.2,1.67,2.15
