ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,EXW,EXL,LBW,LBL,PSW,PSL,SJW,SJL,MaxW,MaxL,AvgW,AvgL
55,Beijing,China Open,29/09/14,ATP500,Outdoor,Hard,1st Round,3,Cilic M.,Bai Y.,9,464,3845,82,6,3,6,4,,,,,,,2,0,Completed,1.03,15,1.02,12,1.02,11,1.02,20.52,1.02,12,1.03,23,1.02,14.44
55,Beijing,China Open,29/09/14,ATP500,Outdoor,Hard,1st Round,3,Troicki V.,Youzhny M.,152,33,361,1135,6,3,6,4,,,,,,,2,0,Completed,1.66,2.1,1.7,2.1,1.67,2.1,1.78,2.14,1.67,2.1,1.8,2.2,1.7,2.11
55,Beijing,China Open,29/09/14,ATP500,Outdoor,Hard,1st Round,3,Pospisil V.,Rosol L.,41,26,965,1290,6,4,6,3,,,,,,,2,0,Completed,1.44,2.62,1.55,2.4,1.53,2.38,1.57,2.55,1.5,2.6,1.57,2.62,1.52,2.47
55,Beijing,China Open,29/09/14,ATP500,Outdoor,Hard,1st Round,3,Sousa J.,Gabashvili T.,52,55,862,837,1,6,7,6,6,4,,,,,2,1,Completed,2,1.72,1.9,1.85,1.8,1.91,2.1,1.81,,,2.1,1.91,1.96,1.81
55,Beijing,China Open,29/09/14,ATP500,Outdoor,Hard,1st Round,3,Dimitrov G.,Verdasco F.,10,32,3710,1135,6,1,3,6,6,3,,,,,2,1,Completed,1.33,3.25,1.33,3.2,1.33,3.25,1.35,3.46,1.33,3.2,1.39,3.5,1.34,3.21
55,Beijing,China Open,30/09/14,ATP500,Outdoor,Hard,1st Round,3,Berdych T.,Lopez F.,6,20,4115,1770,6,1,6,2,,,,,,,2,0,Completed,1.36,3,1.38,3,1.4,2.75,1.42,3.09,1.44,2.8,1.45,3.25,1.38,2.97
55,Beijing,China Open,30/09/14,ATP500,Outdoor,Hard,1st Round,3,Gojowczyk P.,Karlovic I.,122,30,458,1195,6,4,2,6,7,5,,,,,2,1,Completed,2,1.72,2.05,1.75,2.1,1.67,2.06,1.83,2.1,1.67,2.2,1.83,2.04,1.75
55,Beijing,China Open,30/09/14,ATP500,Outdoor,Hard,1st Round,3,Isner J.,Giraldo S.,15,28,1925,1225,6,1,6,3,,,,,,,2,0,Completed,1.3,3.4,1.3,3.4,1.3,3.4,1.33,3.6,1.25,3.6,1.34,3.75,1.3,3.41
55,Beijing,China Open,30/09/14,ATP500,Outdoor,Hard,1st Round,3,Djokovic N.,Garcia-Lopez G.,1,38,12150,1040,6,2,6,1,,,,,,,2,0,Completed,1.04,13,1.03,11,1.03,10,1.03,17.57,1.04,10,1.05,17.57,1.03,11.69
55,Beijing,China Open,30/09/14,ATP500,Outdoor,Hard,1st Round,3,Robredo T.,Seppi A.,21,48,1750,880,3,6,7,6,6,2,,,,,2,1,Completed,1.53,2.37,1.5,2.5,1.53,2.38,1.44,2.99,1.53,2.4,1.6,2.99,1.53,2.47
55,Beijing,China Open,30/09/14,ATP500,Outdoor,Hard,1st Round,3,Andujar P.,Benneteau J.,43,29,946,1205,6,4,6,1,,,,,,,2,0,Completed,2.75,1.4,2.6,1.48,2.75,1.4,2.76,1.5,2.63,1.44,2.95,1.52,2.66,1.45
55,Beijing,China Open,30/09/14,ATP500,Outdoor,Hard,1st Round,3,Nadal R.,Gasquet R.,2,22,8665,1745,6,4,6,0,,,,,,,2,0,Completed,1.22,4.33,1.22,4,1.22,4,1.28,4.06,1.2,4.33,1.28,4.6,1.22,4.1
55,Beijing,China Open,30/09/14,ATP500,Outdoor,Hard,1st Round,3,Cuevas P.,Kukushkin M.,35,89,1084,632,7,6,3,6,6,4,,,,,2,1,Completed,2.1,1.66,2.1,1.7,2.1,1.67,2.24,1.71,2.1,1.67,2.24,1.75,2.11,1.7
55,Beijing,China Open,30/09/14,ATP500,Outdoor,Hard,1st Round,3,Klizan M.,Mayer L.,56,25,822,1339,7,6,6,7,6,4,,,,,2,1,Completed,2.1,1.66,2.05,1.75,2,1.73,2.21,1.74,2.1,1.67,2.25,1.8,2.06,1.73
