WTA,Location,Tournament,Date,Tier,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,Wsets,Lsets,Comment,B365W,B365L,PSW,PSL,MaxW,MaxL,AvgW,AvgL
6,Melbourne,Phillip Island Trophy,13/02/2021,WTA250,Outdoor,Hard,1st Round,3,Doi M.,Garcia C.,87,43,896,1520,7,5,6,3,,,2,0,Completed,4,1.22,4.21,1.23,4.75,1.29,4.05,1.23
6,Melbourne,Phillip Island Trophy,13/02/2021,WTA250,Outdoor,Hard,1st Round,3,Gadecki O.,Aiava D.,N/A,203,N/A,329,6,4,6,4,,,2,0,Completed,2.75,1.4,2.64,1.5,3,1.51,2.74,1.44
6,Melbourne,Phillip Island Trophy,13/02/2021,WTA250,Outdoor,Hard,1st Round,3,Sasnovich A.,Davis L.,92,80,838,967,6,3,6,2,,,2,0,Completed,1.44,2.62,1.47,2.71,1.51,2.88,1.46,2.67
6,Melbourne,Phillip Island Trophy,13/02/2021,WTA250,Outdoor,Hard,1st Round,3,Gracheva V.,Stephens S.,97,41,816,1573,6,2,6,2,,,2,0,Completed,1.72,2,1.78,2.06,1.96,2.13,1.76,2.04
6,Melbourne,Phillip Island Trophy,13/02/2021,WTA250,Outdoor,Hard,1st Round,3,Blinkova A.,Petkovic A.,63,103,1114,760,4,6,7,6,6,4,2,1,Completed,1.83,1.83,2.06,1.78,2.06,2.05,1.89,1.89
6,Melbourne,Phillip Island Trophy,13/02/2021,WTA250,Outdoor,Hard,1st Round,3,Bogdan A.,Sevastova A.,96,53,820,1317,4,6,6,3,6,3,2,1,Completed,2.1,1.66,1.86,1.96,2.2,1.96,2.02,1.78
6,Melbourne,Phillip Island Trophy,13/02/2021,WTA250,Outdoor,Hard,1st Round,3,Sorribes Tormo S.,Samsonova L.,64,130,1110,593,6,7,6,1,7,6,2,1,Completed,1.8,1.9,1.81,2.02,1.87,2.1,1.79,2
6,Melbourne,Phillip Island Trophy,13/02/2021,WTA250,Outdoor,Hard,1st Round,3,Bouzkova M.,Kovinic D.,50,82,1344,952,3,6,5,0,,,0,1,Retired,1.18,4.5,1.23,4.6,1.25,5.5,1.19,4.57
6,Melbourne,Phillip Island Trophy,13/02/2021,WTA250,Outdoor,Hard,1st Round,3,Kasatkina D.,Boulter K.,75,315,1010,186,6,4,6,2,,,2,0,Completed,1.44,2.75,1.49,2.8,1.55,3.16,1.45,2.76
6,Melbourne,Phillip Island Trophy,13/02/2021,WTA250,Outdoor,Hard,1st Round,3,Minnen G.,Babos T.,110,114,696,660,6,2,6,2,,,2,0,Completed,1.83,1.83,1.85,2.02,2,2.02,1.88,1.9
6,Melbourne,Phillip Island Trophy,13/02/2021,WTA250,Outdoor,Hard,1st Round,3,Brengle M.,Wang Y.,85,98,906,795,6,3,6,4,,,2,0,Completed,2.2,1.61,2.19,1.74,2.3,1.74,2.2,1.66
