ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,CBW,CBL,GBW,GBL,IWW,IWL,SBW,SBL
15,Acapulco,Abierto Mexicano,26/02/01,International Gold,Outdoor,Clay,1st Round,3,Arazi H.,Alami K.,43,74,6,2,6,3,,,,,,,2,0,Completed,1.9,1.8,1.6,1.95,1.6,1.9,1.91,1.8
15,Acapulco,Abierto Mexicano,26/02/01,International Gold,Outdoor,Clay,1st Round,3,Blanco G.,Squillari F.,116,18,3,6,6,1,7,6,,,,,2,1,Completed,2.4,1.5,2.4,1.4,2.5,1.35,,
15,Acapulco,Abierto Mexicano,26/02/01,International Gold,Outdoor,Clay,1st Round,3,Bruguera S.,Portas A.,79,51,6,3,6,3,,,,,,,2,0,Completed,2.1,1.65,2,1.6,2,1.55,2.2,1.62
15,Acapulco,Abierto Mexicano,26/02/01,International Gold,Outdoor,Clay,1st Round,3,Canas G.,Sanchez D.,207,83,6,4,6,4,,,,,,,2,0,Completed,1.7,2,1.8,1.75,1.75,1.75,1.53,2.38
15,Acapulco,Abierto Mexicano,26/02/01,International Gold,Outdoor,Clay,1st Round,3,Costa A.,Calatrava A.,33,44,6,4,7,5,,,,,,,2,0,Completed,1.65,2.1,1.4,2.4,1.4,2.3,1.62,2.2
15,Acapulco,Abierto Mexicano,26/02/01,International Gold,Outdoor,Clay,1st Round,3,di Pasquale A.,Vicente F.,61,35,7,6,6,1,,,,,,,2,0,Completed,2.75,1.38,3,1.35,2.2,1.45,2.88,1.36
15,Acapulco,Abierto Mexicano,26/02/01,International Gold,Outdoor,Clay,1st Round,3,El Aynaoui Y.,Horna L.,50,136,6,4,6,4,,,,,,,2,0,Completed,1.6,2.2,1.3,2.8,1.35,2.5,1.53,2.38
15,Acapulco,Abierto Mexicano,26/02/01,International Gold,Outdoor,Clay,1st Round,3,Gaudio G.,Rodriguez M.,29,150,7,5,7,6,,,,,,,2,0,Completed,1.25,3.5,1.4,2.4,1.3,2.7,1.25,3.5
15,Acapulco,Abierto Mexicano,26/02/01,International Gold,Outdoor,Clay,1st Round,3,Kuerten G.,Mantilla F.,1,112,6,4,6,1,,,,,,,2,0,Completed,1.2,4,1.15,3.8,1.2,3.2,1.25,3.5
15,Acapulco,Abierto Mexicano,26/02/01,International Gold,Outdoor,Clay,1st Round,3,Martin A.,Massu N.,75,69,6,3,6,3,,,,,,,2,0,Completed,1.7,2,1.6,1.95,1.5,2.1,1.57,2.25
