ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,CBW,CBL,GBW,GBL,IWW,IWL,SBW,SBL
14,Acapulco,Abierto Mexicano,25/02/02,International Gold,Outdoor,Clay,1st Round,3,Acasuso J.,Bruguera S.,94,107,6,3,6,3,,,,,,,2,0,Completed,,,1.33,3.05,1.33,2.8,1.35,2.5,,
14,Acapulco,Abierto Mexicano,25/02/02,International Gold,Outdoor,Clay,1st Round,3,Chela J.I.,Canas G.,46,16,6,4,6,4,,,,,,,2,0,Completed,,,1.9,1.8,1.9,1.71,1.8,1.7,,
14,Acapulco,Abierto Mexicano,25/02/02,International Gold,Outdoor,Clay,1st Round,3,Clavet F.,Savolt A.,59,85,6,1,6,4,,,,,,,2,0,Completed,,,1.48,2.45,1.35,2.7,1.35,2.5,,
14,Acapulco,Abierto Mexicano,25/02/02,International Gold,Outdoor,Clay,1st Round,3,Coutelot N.,Nalbandian D.,115,44,7,5,6,1,,,,,,,2,0,Completed,,,2.45,1.48,3,1.3,2.5,1.35,,
14,Acapulco,Abierto Mexicano,25/02/02,International Gold,Outdoor,Clay,1st Round,3,Diaz J.,Golmard J.,87,41,4,6,6,1,6,4,,,,,2,1,Completed,,,2.25,1.57,2.15,1.55,1.9,1.6,,
14,Acapulco,Abierto Mexicano,25/02/02,International Gold,Outdoor,Clay,1st Round,3,Haas T.,Saretta F.,6,99,7,6,6,2,,,,,,,2,0,Completed,,,1.5,2.4,1.55,2.15,1.55,2,,
14,Acapulco,Abierto Mexicano,25/02/02,International Gold,Outdoor,Clay,1st Round,3,Mantilla F.,Blanco G.,35,54,2,6,6,3,,,,,,,1,1,Retired,,,1.38,2.8,1.33,2.8,1.3,2.7,,
14,Acapulco,Abierto Mexicano,25/02/02,International Gold,Outdoor,Clay,1st Round,3,Massu N.,Gaudenzi A.,57,53,6,3,7,6,,,,,,,2,0,Completed,,,,,1.5,2.25,1.55,2,,
14,Acapulco,Abierto Mexicano,25/02/02,International Gold,Outdoor,Clay,1st Round,3,Meligeni F.,Spadea V.,71,121,6,2,7,5,,,,,,,2,0,Completed,,,1.5,2.4,1.4,2.55,1.4,2.3,,
14,Acapulco,Abierto Mexicano,25/02/02,International Gold,Outdoor,Clay,1st Round,3,Montanes A.,Armando H.,60,122,6,4,7,6,,,,,,,2,0,Completed,,,1.45,2.55,1.4,2.55,1.45,2.2,,
14,Acapulco,Abierto Mexicano,25/02/02,International Gold,Outdoor,Clay,1st Round,3,Moya C.,Hipfl M.,32,72,6,4,6,4,,,,,,,2,0,Completed,,,1.57,2.25,1.35,2.7,1.4,2.3,,
14,Acapulco,Abierto Mexicano,25/02/02,International Gold,Outdoor,Clay,1st Round,3,Norman M.,Hernandez A.,84,279,7,6,3,6,1,2,,,,,1,1,Retired,,,1.52,2.35,1.5,2.25,1.4,2.3,,
14,Acapulco,Abierto Mexicano,25/02/02,International Gold,Outdoor,Clay,1st Round,3,Portas A.,Horna L.,25,131,6,4,6,1,,,,,,,2,0,Completed,,,1.45,2.55,1.4,2.55,1.5,2.1,,
14,Acapulco,Abierto Mexicano,25/02/02,International Gold,Outdoor,Clay,1st Round,3,Sanchez D.,Russell M.,75,92,6,1,7,6,,,,,,,2,0,Completed,,,1.5,2.4,1.45,2.4,1.45,2.2,,
14,Acapulco,Abierto Mexicano,25/02/02,International Gold,Outdoor,Clay,1st Round,3,Vicente F.,Squillari F.,79,55,7,6,6,4,,,,,,,2,0,Completed,,,1.85,1.85,1.93,1.71,1.75,1.75,,
14,Acapulco,Abierto Mexicano,25/02/02,International Gold,Outdoor,Clay,1st Round,3,Zabaleta M.,Lapentti N.,67,19,4,6,7,6,3,0,,,,,1,1,Retired,,,2.15,1.62,2.15,1.55,2,1.55,,
14,Acapulco,Abierto Mexicano,25/02/02,International Gold,Outdoor,Clay,2nd Round,3,Chela J.I.,Massu N.,46,57,2,6,7,6,6,4,,,,,2,1,Completed,,,,,1.58,2.12,1.6,1.9,,
14,Acapulco,Abierto Mexicano,25/02/02,International Gold,Outdoor,Clay,2nd Round,3,Clavet F.,Diaz J.,59,87,4,0,,,,,,,,,0,0,Retired,,,1.62,2.15,1.5,2.3,1.5,2.1,,
14,Acapulco,Abierto Mexicano,25/02/02,International Gold,Outdoor,Clay,2nd Round,3,Meligeni F.,Coutelot N.,71,115,3,6,6,4,6,3,,,,,2,1,Completed,,,1.9,1.8,1.73,1.9,1.6,1.9,,
14,Acapulco,Abierto Mexicano,25/02/02,International Gold,Outdoor,Clay,2nd Round,3,Montanes A.,Mantilla F.,60,35,6,4,6,4,,,,,,,2,0,Completed,,,2.1,1.67,2.2,1.55,1.9,1.6,,
14,Acapulco,Abierto Mexicano,25/02/02,International Gold,Outdoor,Clay,2nd Round,3,Moya C.,Acasuso J.,32,94,6,4,6,4,,,,,,,2,0,Completed,,,1.68,2.05,1.55,2.2,1.55,2,,
14,Acapulco,Abierto Mexicano,25/02/02,International Gold,Outdoor,Clay,2nd Round,3,Sanchez D.,Portas A.,75,25,6,2,7,5,,,,,,,2,0,Completed,,,2.55,1.45,2.55,1.4,2.3,1.4,,
14,Acapulco,Abierto Mexicano,25/02/02,International Gold,Outdoor,Clay,2nd Round,3,Vicente F.,Haas T.,79,6,5,7,6,3,7,6,,,,,2,1,Completed,,,2.25,1.57,2.3,1.5,1.9,1.6,,
14,Acapulco,Abierto Mexicano,25/02/02,International Gold,Outdoor,Clay,2nd Round,3,Zabaleta M.,Norman M.,67,84,7,5,6,4,,,,,,,2,0,Completed,,,1.45,2.55,1.52,2.15,1.35,2.5,,
14,Acapulco,Abierto Mexicano,25/02/02,International Gold,Outdoor,Clay,Quarterfinals,3,Chela J.I.,Clavet F.,46,59,6,7,6,2,7,6,,,,,2,1,Completed,,,1.67,2.1,1.63,2.05,1.65,1.85,,
14,Acapulco,Abierto Mexicano,25/02/02,International Gold,Outdoor,Clay,Quarterfinals,3,Meligeni F.,Sanchez D.,71,75,6,3,7,6,,,,,,,2,0,Completed,,,1.9,1.8,1.88,1.75,1.8,1.7,,
14,Acapulco,Abierto Mexicano,25/02/02,International Gold,Outdoor,Clay,Quarterfinals,3,Montanes A.,Zabaleta M.,60,67,6,4,4,6,6,3,,,,,2,1,Completed,,,1.9,1.8,1.95,1.7,1.9,1.6,,
14,Acapulco,Abierto Mexicano,25/02/02,International Gold,Outdoor,Clay,Quarterfinals,3,Moya C.,Vicente F.,32,79,7,6,3,6,6,1,,,,,2,1,Completed,,,1.48,2.45,1.43,2.5,1.4,2.3,,
14,Acapulco,Abierto Mexicano,25/02/02,International Gold,Outdoor,Clay,Semifinals,3,Meligeni F.,Chela J.I.,71,46,6,2,6,4,,,,,,,2,0,Completed,,,2.2,1.6,2.02,1.65,1.9,1.6,,
14,Acapulco,Abierto Mexicano,25/02/02,International Gold,Outdoor,Clay,Semifinals,3,Moya C.,Montanes A.,32,60,7,6,6,4,,,,,,,2,0,Completed,,,1.57,2.25,1.48,2.35,1.45,2.2,,
14,Acapulco,Abierto Mexicano,25/02/02,International Gold,Outdoor,Clay,The Final,3,Moya C.,Meligeni F.,32,71,7,6,7,6,,,,,,,2,0,Completed,,,1.45,2.55,1.42,2.5,1.45,2.2,1.4,2.75
