ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,CBW,CBL,EXW,EXL,IWW,IWL,PSW,PSL
13,Costa Do Sauipe,Brasil Open,14/02/05,International,Outdoor,Clay,1st Round,3,Chela J.I.,Burgsmuller L.,23,91,,,6,4,6,0,,,,,,,2,0,Completed,1.12,5.5,1.1,6.5,1.1,6.25,1.15,3.8,1.129,6.9
13,Costa Do Sauipe,Brasil Open,14/02/05,International,Outdoor,Clay,1st Round,3,Costa A.,Hernandez O.,54,83,,,7,6,4,6,4,4,,,,,1,1,Retired,1.57,2.25,1.6,2.3,1.65,2.15,1.55,2,1.621,2.41
13,Costa Do Sauipe,Brasil Open,14/02/05,International,Outdoor,Clay,1st Round,3,Mathieu P.H.,Sanchez D.,101,95,,,6,4,6,0,,,,,,,2,0,Completed,1.83,1.83,1.93,1.83,1.95,1.8,1.65,1.85,1.935,1.885
13,Costa Do Sauipe,Brasil Open,14/02/05,International,Outdoor,Clay,1st Round,3,Ventura S.,Almagro N.,84,89,,,4,6,6,4,6,1,,,,,2,1,Completed,2.75,1.39,2.85,1.4,2.85,1.4,2.3,1.4,3.05,1.417
13,Costa Do Sauipe,Brasil Open,15/02/05,International,Outdoor,Clay,1st Round,3,Calleri A.,Starace P.,60,65,,,6,1,6,1,,,,,,,2,0,Completed,1.33,3,1.48,2.6,1.4,2.85,1.3,2.7,2.86,1.467
13,Costa Do Sauipe,Brasil Open,15/02/05,International,Outdoor,Clay,1st Round,3,Luczak P.,Gonzalez F.,155,17,,,3,6,6,3,7,5,,,,,2,1,Completed,5,1.14,5.2,1.15,5.2,1.15,3.8,1.15,5.32,1.185
13,Costa Do Sauipe,Brasil Open,15/02/05,International,Outdoor,Clay,1st Round,3,Martin A.,Volandri F.,61,41,,,7,5,1,0,,,,,,,1,0,Retired,2.25,1.57,2.3,1.6,2.35,1.55,2.1,1.5,2.33,1.654
13,Costa Do Sauipe,Brasil Open,15/02/05,International,Outdoor,Clay,1st Round,3,Corretja A.,Ferrer D.,126,47,,,0,6,7,5,,,,,,,1,1,Retired,3,1.33,3.2,1.33,2.92,1.37,2.7,1.3,3.55,1.333
13,Costa Do Sauipe,Brasil Open,15/02/05,International,Outdoor,Clay,1st Round,3,Sa A.,Silva J.,159,183,,,6,2,6,4,,,,,,,2,0,Completed,2.75,1.39,,,2.85,1.4,2.3,1.4,3.15,1.4
13,Costa Do Sauipe,Brasil Open,15/02/05,International,Outdoor,Clay,1st Round,3,Garcia-Lopez G.,Monaco J.,88,80,,,6,1,6,3,,,,,,,2,0,Completed,2.1,1.66,2.1,1.7,2.25,1.6,1.8,1.7,2.16,1.735
