ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,CBW,CBL,EXW,EXL,IWW,IWL,PSW,PSL
13,Costa Do Sauipe,Brasil Open,23/02/04,International,Outdoor,Clay,1st Round,3,Ramirez-Hidalgo R.,Levy H.,80,100,6,4,7,6,,,,,,,2,0,Completed,1.5,2.5,1.53,2.45,1.55,2.35,1.5,2.1,1.581,2.52
13,Costa Do Sauipe,Brasil Open,23/02/04,International,Outdoor,Clay,1st Round,3,Volandri F.,Mantilla F.,43,32,6,2,6,2,,,,,,,2,0,Completed,1.533,2.375,1.6,2.35,1.5,2.45,1.6,1.9,1.592,2.49
13,Costa Do Sauipe,Brasil Open,23/02/04,International,Outdoor,Clay,1st Round,3,Montanes A.,Zabaleta M.,117,26,6,4,6,1,,,,,,,2,0,Completed,4.5,1.167,5.25,1.16,5.2,1.15,3.3,1.2,5.01,1.21
13,Costa Do Sauipe,Brasil Open,24/02/04,International,Outdoor,Clay,1st Round,3,Gaudio G.,Mello R.,34,127,6,2,6,4,,,,,,,2,0,Completed,1.143,5,1.2,4.55,1.17,4.67,1.15,3.8,1.169,5.26
13,Costa Do Sauipe,Brasil Open,24/02/04,International,Outdoor,Clay,1st Round,3,Blanco G.,Sanchez D.,87,56,6,3,7,6,,,,,,,2,0,Completed,3.25,1.286,3.9,1.25,3.46,1.28,3,1.25,4.05,1.274
13,Costa Do Sauipe,Brasil Open,24/02/04,International,Outdoor,Clay,1st Round,3,Gasquet R.,Ferreiro F.,85,242,6,0,7,6,,,,,,,2,0,Completed,,,1.22,4.25,1.2,4.25,1.2,3.3,1.26,4.25
13,Costa Do Sauipe,Brasil Open,24/02/04,International,Outdoor,Clay,1st Round,3,Ferrer D.,Lapentti N.,67,63,6,4,5,2,,,,,,,1,0,Retired,1.615,2.2,1.67,2.2,1.7,2.1,1.65,1.85,1.645,2.37
13,Costa Do Sauipe,Brasil Open,24/02/04,International,Outdoor,Clay,1st Round,3,Monaco J.,Massu N.,184,13,6,4,6,2,,,,,,,2,0,Completed,,,3.15,1.35,2.85,1.4,3.3,1.2,3.45,1.333
13,Costa Do Sauipe,Brasil Open,24/02/04,International,Outdoor,Clay,1st Round,3,Horna L.,Braga P.,68,368,6,3,6,2,,,,,,,2,0,Completed,1.333,3,1.35,3.15,1.32,3.22,1.3,2.7,1.333,3.55
13,Costa Do Sauipe,Brasil Open,24/02/04,International,Outdoor,Clay,1st Round,3,Chela J.I.,Saretta F.,41,45,6,2,6,2,,,,,,,2,0,Completed,1.909,1.8,2,1.8,1.95,1.8,1.65,1.85,1.893,1.962
