ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,CBW,CBL,IWW,IWL,SBW,SBL,B&WW,B&WL
8,Marseille,Open 13,10/02/03,International,Indoor,Hard,1st Round,3,Gasquet R.,Lopez F.,139,49,6,7,6,4,6,4,,,,,2,1,Completed,2.2,1.615,,,1.85,1.65,,,1.98,1.57
8,Marseille,Open 13,11/02/03,International,Indoor,Hard,1st Round,3,Cadart R.,Labadze I.,275,116,6,4,6,3,,,,,,,2,0,Completed,,,,,,,,,,
8,Marseille,Open 13,11/02/03,International,Indoor,Hard,1st Round,3,Hrbaty D.,Arazi H.,56,111,6,1,6,3,,,,,,,2,0,Completed,,,,,1.4,2.3,,,1.37,2.45
8,Marseille,Open 13,11/02/03,International,Indoor,Hard,1st Round,3,Sluiter R.,Enqvist T.,78,43,7,6,7,6,,,,,,,2,0,Completed,,,,,2.2,1.45,,,2.85,1.3
8,Marseille,Open 13,12/02/03,International,Indoor,Hard,1st Round,3,Ancic M.,Dupuis A.,67,72,6,7,6,4,6,4,,,,,2,1,Completed,1.833,1.833,,,1.7,1.8,,,1.8,1.7
8,Marseille,Open 13,12/02/03,International,Indoor,Hard,1st Round,3,Bjorkman J.,El Aynaoui Y.,86,21,6,2,6,4,,,,,,,2,0,Completed,2.2,1.615,,,2,1.55,2.1,1.667,2.3,1.42
8,Marseille,Open 13,12/02/03,International,Indoor,Hard,1st Round,3,Escude N.,Novak J.,40,10,6,2,6,1,,,,,,,2,0,Completed,1.833,1.833,,,1.75,1.75,,,1.73,1.77
8,Marseille,Open 13,12/02/03,International,Indoor,Hard,1st Round,3,Federer R.,Ljubicic I.,6,52,7,6,,,,,,,,,1,0,Retired,1.364,2.875,,,1.45,2.2,1.444,2.625,1.32,2.75
8,Marseille,Open 13,12/02/03,International,Indoor,Hard,1st Round,3,Grosjean S.,Calatrava A.,12,162,6,2,6,1,,,,,,,2,0,Completed,1.1,6.5,,,1.1,4.5,1.083,6.5,1.07,5.4
8,Marseille,Open 13,12/02/03,International,Indoor,Hard,1st Round,3,Kucera K.,Kratochvil M.,62,82,3,6,6,4,4,1,,,,,1,1,Retired,1.615,2.2,,,1.55,2,1.571,2.25,1.64,1.91
8,Marseille,Open 13,12/02/03,International,Indoor,Hard,1st Round,3,Mirnyi M.,Robredo T.,45,32,6,7,6,1,7,6,,,,,2,1,Completed,1.833,1.833,,,1.75,1.75,1.833,1.833,1.78,1.72
8,Marseille,Open 13,12/02/03,International,Indoor,Hard,1st Round,3,Mutis O.,Schuettler R.,100,16,6,4,2,6,7,5,,,,,2,1,Completed,3.75,1.222,,,2.7,1.3,3.5,1.25,,
8,Marseille,Open 13,12/02/03,International,Indoor,Hard,1st Round,3,Nieminen J.,Stepanek R.,35,55,6,2,4,6,7,6,,,,,2,1,Completed,1.615,2.2,,,1.5,2.1,,,1.36,2.5
8,Marseille,Open 13,12/02/03,International,Indoor,Hard,1st Round,3,Rochus O.,Kafelnikov Y.,68,25,7,6,6,4,,,,,,,2,0,Completed,2.875,1.364,,,2.2,1.45,,,3.1,1.25
8,Marseille,Open 13,12/02/03,International,Indoor,Hard,1st Round,3,Saulnier C.,Santoro F.,171,31,2,6,6,4,6,1,,,,,2,1,Completed,2.75,1.4,,,2.7,1.3,2.875,1.364,3.1,1.25
8,Marseille,Open 13,12/02/03,International,Indoor,Hard,1st Round,3,Voinea A.,Arthurs W.,79,44,6,4,7,6,,,,,,,2,0,Completed,1.833,1.833,,,1.85,1.65,,,1.75,1.75
8,Marseille,Open 13,13/02/03,International,Indoor,Hard,2nd Round,3,Escude N.,Ancic M.,40,67,6,2,3,6,7,6,,,,,2,1,Completed,1.36,3,,,,,,,1.24,3.12
8,Marseille,Open 13,13/02/03,International,Indoor,Hard,2nd Round,3,Bjorkman J.,Voinea A.,86,79,7,6,6,7,6,3,,,,,2,1,Completed,1.5,2.5,,,,,1.444,2.625,1.37,2.45
8,Marseille,Open 13,13/02/03,International,Indoor,Hard,2nd Round,3,Cadart R.,Mirnyi M.,275,45,7,6,6,2,,,,,,,2,0,Completed,,,,,,,,,,
8,Marseille,Open 13,13/02/03,International,Indoor,Hard,2nd Round,3,Federer R.,Nieminen J.,6,35,6,3,6,3,,,,,,,2,0,Completed,1.286,3.5,,,1.3,2.7,1.333,3,1.24,3.15
8,Marseille,Open 13,13/02/03,International,Indoor,Hard,2nd Round,3,Hrbaty D.,Mutis O.,56,100,6,3,6,4,,,,,,,2,0,Completed,1.286,3.5,,,,,,,1.21,3.35
8,Marseille,Open 13,13/02/03,International,Indoor,Hard,2nd Round,3,Kucera K.,Grosjean S.,62,12,7,6,6,1,,,,,,,2,0,Completed,3.5,1.286,,,,,3,1.333,3.45,1.2
8,Marseille,Open 13,13/02/03,International,Indoor,Hard,2nd Round,3,Rochus O.,Gasquet R.,68,139,6,7,5,0,,,,,,,0,1,Retired,1.909,1.8,,,1.75,1.75,2,1.727,1.83,1.68
8,Marseille,Open 13,13/02/03,International,Indoor,Hard,2nd Round,3,Sluiter R.,Saulnier C.,78,171,7,5,6,7,6,2,,,,,2,1,Completed,1.667,2.1,,,,,1.667,2.1,1.65,1.9
8,Marseille,Open 13,14/02/03,International,Indoor,Hard,Quarterfinals,3,Bjorkman J.,Hrbaty D.,86,56,7,6,6,4,,,,,,,2,0,Completed,1.727,2,,,1.8,1.7,,,2,1.56
8,Marseille,Open 13,14/02/03,International,Indoor,Hard,Quarterfinals,3,Escude N.,Cadart R.,40,275,7,5,6,3,,,,,,,2,0,Completed,1.143,5,,,1.2,3.3,1.2,4,1.12,4.35
8,Marseille,Open 13,14/02/03,International,Indoor,Hard,Quarterfinals,3,Kucera K.,Rochus O.,62,68,6,3,6,3,,,,,,,2,0,Completed,1.5,2.5,,,1.45,2.2,,,1.37,2.45
8,Marseille,Open 13,14/02/03,International,Indoor,Hard,Quarterfinals,3,Federer R.,Sluiter R.,6,78,6,4,4,6,6,4,,,,,2,1,Completed,1.222,4,,,1.15,3.8,1.167,4.5,1.09,4.7
8,Marseille,Open 13,15/02/03,International,Indoor,Hard,Semifinals,3,Bjorkman J.,Escude N.,86,40,,,,,,,,,,,0,0,Walkover,2.2,1.615,,,2,1.55,2.1,1.667,1.95,1.6
8,Marseille,Open 13,15/02/03,International,Indoor,Hard,Semifinals,3,Federer R.,Kucera K.,6,62,7,6,6,3,,,,,,,2,0,Completed,1.444,2.625,,,1.5,2.1,1.533,2.375,1.37,2.5
8,Marseille,Open 13,16/02/03,International,Indoor,Hard,The Final,3,Federer R.,Bjorkman J.,6,86,6,2,7,6,,,,,,,2,0,Completed,1.4,2.75,,,1.35,2.5,1.364,2.875,1.33,2.7
