ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,CBW,CBL,EXW,EXL,IWW,IWL,PSW,PSL
14,Marseille,Open 13,23/02/04,International,Indoor,Hard,1st Round,3,Rochus O.,Beck K.,52,66,3,6,7,6,6,1,,,,,2,1,Completed,2.5,1.5,2.55,1.5,2.4,1.53,2.1,1.5,2.85,1.465
14,Marseille,Open 13,23/02/04,International,Indoor,Hard,1st Round,3,Bjorkman J.,Sluiter R.,37,78,7,5,6,3,,,,,,,2,0,Completed,1.833,1.833,2.05,1.75,2,1.75,1.85,1.65,2.08,1.806
14,Marseille,Open 13,24/02/04,International,Indoor,Hard,1st Round,3,Sargsian S.,Santoro F.,42,71,7,5,7,6,,,,,,,2,0,Completed,1.8,1.909,1.8,2,1.8,1.95,1.6,1.9,1.758,2.16
14,Marseille,Open 13,24/02/04,International,Indoor,Hard,1st Round,3,Martin A.,Srichaphan P.,61,12,1,6,6,3,6,2,,,,,2,1,Completed,4.5,1.167,5.2,1.16,5.2,1.15,4.5,1.1,6.5,1.138
14,Marseille,Open 13,24/02/04,International,Indoor,Hard,1st Round,3,Nieminen J.,Escude N.,35,77,4,6,6,4,7,6,,,,,2,1,Completed,2.2,1.615,2.35,1.6,2.45,1.5,2,1.55,2.48,1.602
14,Marseille,Open 13,24/02/04,International,Indoor,Hard,1st Round,3,Gonzalez F.,Kucera K.,24,51,4,6,7,6,,,,,,,1,1,Retired,1.833,1.833,1.95,1.85,1.85,1.85,1.85,1.65,1.877,1.962
14,Marseille,Open 13,24/02/04,International,Indoor,Hard,1st Round,3,Safin M.,Mayer F.,30,155,6,3,6,4,,,,,,,2,0,Completed,,,1.22,4.25,1.2,4.25,1.15,3.8,1.267,4.15
14,Marseille,Open 13,24/02/04,International,Indoor,Hard,1st Round,3,Clement A.,Ivanisevic G.,25,544,6,2,6,7,6,4,,,,,2,1,Completed,1.333,3,1.33,3.3,1.3,3.35,1.2,3.3,1.299,3.89
14,Marseille,Open 13,25/02/04,International,Indoor,Hard,1st Round,3,Rosset M.,Sanguinetti D.,122,111,6,1,7,6,,,,,,,2,0,Completed,1.833,1.833,1.9,1.9,1.8,1.95,1.75,1.75,1.893,1.962
14,Marseille,Open 13,25/02/04,International,Indoor,Hard,1st Round,3,Saulnier C.,Knowle J.,69,229,6,1,6,3,,,,,,,2,0,Completed,1.333,3,1.38,3,1.35,3.1,1.35,2.5,1.345,3.45
14,Marseille,Open 13,25/02/04,International,Indoor,Hard,1st Round,3,Soderling R.,Enqvist T.,57,64,7,6,7,6,,,,,,,2,0,Completed,2.375,1.533,2.25,1.65,2.35,1.55,2.1,1.5,2.35,1.662
14,Marseille,Open 13,25/02/04,International,Indoor,Hard,1st Round,3,Carraz G.,Ferrero J.C.,55,2,7,6,6,7,6,3,,,,,2,1,Completed,3.25,1.286,3,1.38,3.22,1.32,2.7,1.3,3.18,1.395
14,Marseille,Open 13,25/02/04,International,Indoor,Hard,1st Round,3,Mirnyi M.,Pavel A.,28,54,4,6,7,6,7,5,,,,,2,1,Completed,1.667,2.1,1.8,2,1.8,1.95,1.75,1.75,1.725,2.2
14,Marseille,Open 13,25/02/04,International,Indoor,Hard,1st Round,3,Hrbaty D.,Mahut N.,44,98,6,3,7,5,,,,,,,2,0,Completed,1.5,2.5,1.55,2.4,1.48,2.53,1.45,2.2,1.571,2.55
14,Marseille,Open 13,25/02/04,International,Indoor,Hard,1st Round,3,Costa A.,Arazi H.,23,38,7,6,7,6,,,,,,,2,0,Completed,1.909,1.8,1.9,1.9,1.95,1.8,1.7,1.8,1.893,1.962
14,Marseille,Open 13,25/02/04,International,Indoor,Hard,1st Round,3,Coria G.,Davydenko N.,4,53,7,6,6,3,,,,,,,2,0,Completed,1.333,3,1.45,2.75,1.42,2.75,1.4,2.3,1.448,2.98
14,Marseille,Open 13,26/02/04,International,Indoor,Hard,2nd Round,3,Mirnyi M.,Saulnier C.,28,69,6,4,6,4,,,,,,,2,0,Completed,1.667,2.1,1.67,2.2,1.75,2,1.6,1.9,1.752,2.17
14,Marseille,Open 13,26/02/04,International,Indoor,Hard,2nd Round,3,Soderling R.,Carraz G.,57,55,6,3,6,4,,,,,,,2,0,Completed,1.833,1.833,2.08,1.75,2,1.75,1.9,1.6,2.1,1.794
14,Marseille,Open 13,26/02/04,International,Indoor,Hard,2nd Round,3,Hrbaty D.,Costa A.,44,23,7,5,4,6,7,6,,,,,2,1,Completed,1.615,2.2,1.7,2.15,1.75,2,1.55,2,1.746,2.18
14,Marseille,Open 13,26/02/04,International,Indoor,Hard,2nd Round,3,Martin A.,Sargsian S.,61,42,6,3,6,3,,,,,,,2,0,Completed,2.5,1.5,2.65,1.48,2.75,1.42,2.3,1.4,2.9,1.465
14,Marseille,Open 13,26/02/04,International,Indoor,Hard,2nd Round,3,Rosset M.,Coria G.,122,4,7,6,6,1,,,,,,,2,0,Completed,4,1.222,3.65,1.28,3.22,1.32,3,1.25,3.65,1.317
14,Marseille,Open 13,26/02/04,International,Indoor,Hard,2nd Round,3,Gonzalez F.,Nieminen J.,24,35,6,2,6,3,,,,,,,2,0,Completed,2,1.727,2,1.8,2.1,1.7,1.75,1.75,2.1,1.794
14,Marseille,Open 13,26/02/04,International,Indoor,Hard,2nd Round,3,Bjorkman J.,Safin M.,37,30,7,6,7,5,,,,,,,2,0,Completed,2.75,1.4,2.75,1.45,2.6,1.46,2.5,1.35,2.8,1.488
14,Marseille,Open 13,26/02/04,International,Indoor,Hard,2nd Round,3,Clement A.,Rochus O.,25,52,7,6,7,6,,,,,,,2,0,Completed,1.286,3.5,1.28,3.65,1.25,3.75,1.25,3,1.308,3.7
14,Marseille,Open 13,27/02/04,International,Indoor,Hard,Quarterfinals,3,Hrbaty D.,Mirnyi M.,44,28,6,3,7,6,,,,,,,2,0,Completed,2.2,1.615,2.4,1.57,2.28,1.58,2.2,1.45,2.45,1.613
14,Marseille,Open 13,27/02/04,International,Indoor,Hard,Quarterfinals,3,Soderling R.,Gonzalez F.,57,24,7,6,6,3,,,,,,,2,0,Completed,2.2,1.615,2.2,1.67,2.03,1.73,2,1.55,2.26,1.704
14,Marseille,Open 13,27/02/04,International,Indoor,Hard,Quarterfinals,3,Clement A.,Martin A.,25,61,6,3,6,2,,,,,,,2,0,Completed,1.333,3.25,1.35,3.15,1.3,3.35,1.25,3,1.364,3.35
14,Marseille,Open 13,27/02/04,International,Indoor,Hard,Quarterfinals,3,Bjorkman J.,Rosset M.,37,122,7,5,6,3,,,,,,,2,0,Completed,1.533,2.375,1.57,2.4,1.53,2.4,1.5,2.1,1.617,2.44
14,Marseille,Open 13,28/02/04,International,Indoor,Hard,Semifinals,3,Soderling R.,Clement A.,57,25,6,3,6,3,,,,,,,2,0,Completed,2.2,1.615,2.2,1.67,2,1.75,2.1,1.55,2.32,1.676
14,Marseille,Open 13,28/02/04,International,Indoor,Hard,Semifinals,3,Hrbaty D.,Bjorkman J.,44,37,7,6,6,3,,,,,,,2,0,Completed,1.727,2,1.85,1.95,1.75,2,1.7,1.9,1.8,2.09
14,Marseille,Open 13,29/02/04,International,Indoor,Hard,The Final,3,Hrbaty D.,Soderling R.,44,57,4,6,6,4,6,4,,,,,2,1,Completed,1.833,1.833,1.81,2.05,1.75,2,1.65,1.95,1.833,2.02
