ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,CBW,CBL,EXW,EXL,PSW,PSL,UBW,UBL
11,Marseille,Open 13,13/02/06,International,Indoor,Hard,1st Round,3,Stepanek R.,Berdych T.,22,24,1355,1280,7,5,6,4,,,,,,,2,0,Completed,1.8,1.9,1.93,1.83,1.87,1.87,1.98,1.926,1.94,1.82
11,Marseille,Open 13,13/02/06,International,Indoor,Hard,1st Round,3,Simon G.,Nieminen J.,80,26,486,1230,4,6,6,3,6,2,,,,,2,1,Completed,3,1.33,2.85,1.4,3.22,1.32,2.98,1.459,3,1.36
11,Marseille,Open 13,14/02/06,International,Indoor,Hard,1st Round,3,Rusedski G.,Thomann N.,45,206,800,185,6,3,6,2,,,,,,,2,0,Completed,,,1.4,2.85,1.35,3.1,1.461,2.97,,
11,Marseille,Open 13,14/02/06,International,Indoor,Hard,1st Round,3,Korolev E.,Sidorenko A.,188,1291,206,3,2,6,6,4,6,1,,,,,2,1,Completed,,,,,,,1.433,3.11,,
11,Marseille,Open 13,14/02/06,International,Indoor,Hard,1st Round,3,Youzhny M.,de Chaunac S.,47,378,765,78,6,4,6,3,,,,,,,2,0,Completed,,,1.4,2.85,1.3,3.35,1.388,3.38,,
11,Marseille,Open 13,14/02/06,International,Indoor,Hard,1st Round,3,Davydenko N.,Rochus C.,6,48,2355,757,6,1,6,2,,,,,,,2,0,Completed,1.07,7,1.11,6.25,1.11,5.84,1.123,8.36,1.1,6.4
11,Marseille,Open 13,14/02/06,International,Indoor,Hard,1st Round,3,Nadal R.,Rochus O.,2,30,4615,930,4,6,6,2,7,5,,,,,2,1,Completed,1.25,3.5,1.37,3,1.3,3.35,1.402,3.29,1.34,3.1
11,Marseille,Open 13,14/02/06,International,Indoor,Hard,1st Round,3,Andreev I.,Dent T.,25,43,1255,810,2,6,6,3,7,6,,,,,2,1,Completed,1.83,1.83,2.1,1.7,2.05,1.75,2.2,1.769,2,1.76
11,Marseille,Open 13,15/02/06,International,Indoor,Hard,1st Round,3,Mathieu P.H.,Haehnel J.,35,142,858,301,5,7,6,3,6,4,,,,,2,1,Completed,1.44,2.62,1.53,2.45,1.44,2.67,1.524,2.78,1.45,2.65
11,Marseille,Open 13,15/02/06,International,Indoor,Hard,1st Round,3,Verdasco F.,Melzer J.,31,70,925,550,6,4,7,6,,,,,,,2,0,Completed,1.57,2.25,1.65,2.2,1.61,2.23,1.629,2.49,1.6,2.25
