ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,CBW,CBL,GBW,GBL,IWW,IWL,SBW,SBL
16,Dubai,Dubai Championships,26/02/01,International Gold,Outdoor,Hard,1st Round,3,Boutter J.,Eagle J.,56,NR,7,5,1,6,6,1,,,,,2,1,Completed,1.2,4,1.2,3.3,1.2,3.2,1.2,4
16,Dubai,Dubai Championships,26/02/01,International Gold,Outdoor,Hard,1st Round,3,Burgsmuller L.,Corretja A.,122,8,6,4,6,2,,,,,,,2,0,Completed,3,1.33,3,1.25,3,1.25,,
16,Dubai,Dubai Championships,26/02/01,International Gold,Outdoor,Hard,1st Round,3,Escude N.,Kucera K.,38,76,4,6,6,4,7,6,,,,,2,1,Completed,1.65,2.1,1.7,1.85,1.55,2,1.62,2.2
16,Dubai,Dubai Championships,26/02/01,International Gold,Outdoor,Hard,1st Round,3,Ferrero J.C.,Bjorkman J.,16,46,6,4,6,3,,,,,,,2,0,Completed,1.65,2.1,1.65,1.9,1.65,1.85,1.73,2
16,Dubai,Dubai Championships,26/02/01,International Gold,Outdoor,Hard,1st Round,3,Hrbaty D.,Behrend T.,15,157,6,4,6,7,7,6,,,,,2,1,Completed,1.22,3.75,1.22,3.2,1.2,3.2,,
16,Dubai,Dubai Championships,26/02/01,International Gold,Outdoor,Hard,1st Round,3,Johansson T.,Schuettler R.,31,53,6,2,6,1,,,,,,,2,0,Completed,1.8,1.9,1.65,1.9,1.5,2.1,,
16,Dubai,Dubai Championships,26/02/01,International Gold,Outdoor,Hard,1st Round,3,Kafelnikov Y.,Dosedel S.,7,85,7,6,6,2,,,,,,,2,0,Completed,1.22,3.75,1.2,3.3,1.15,4,1.17,4.5
16,Dubai,Dubai Championships,26/02/01,International Gold,Outdoor,Hard,1st Round,3,Medvedev A.,Nestor D.,57,154,6,3,7,6,,,,,,,2,0,Completed,1.68,2.05,1.55,2.05,1.55,2,1.73,2
16,Dubai,Dubai Championships,26/02/01,International Gold,Outdoor,Hard,1st Round,3,Mirnyi M.,Pioline C.,41,19,7,6,7,5,,,,,,,2,0,Completed,1.85,1.85,1.9,1.65,1.8,1.7,1.83,1.83
16,Dubai,Dubai Championships,26/02/01,International Gold,Outdoor,Hard,1st Round,3,Norman M.,Tarango J.,5,113,6,4,6,4,,,,,,,2,0,Completed,1.28,3.25,1.22,3.2,1.2,3.2,,
16,Dubai,Dubai Championships,26/02/01,International Gold,Outdoor,Hard,1st Round,3,Novak J.,Pozzi G.,60,45,6,4,6,1,,,,,,,2,0,Completed,1.95,1.75,1.95,1.6,1.9,1.6,2.1,1.67
16,Dubai,Dubai Championships,26/02/01,International Gold,Outdoor,Hard,1st Round,3,Pavel A.,Bahrouzyan O.,22,NR,6,1,6,2,,,,,,,2,0,Completed,,,,,,,,
16,Dubai,Dubai Championships,26/02/01,International Gold,Outdoor,Hard,1st Round,3,Rafter P.,Kiefer N.,11,47,6,2,6,4,,,,,,,2,0,Completed,1.8,1.9,1.5,2.15,1.55,2,1.8,1.91
16,Dubai,Dubai Championships,26/02/01,International Gold,Outdoor,Hard,1st Round,3,Safin M.,Prinosil D.,2,32,7,5,6,2,,,,,,,2,0,Completed,1.28,3.3,1.22,3.25,1.3,2.7,1.29,3.25
16,Dubai,Dubai Championships,26/02/01,International Gold,Outdoor,Hard,1st Round,3,Ulihrach B.,Golmard J.,54,67,6,3,,,,,,,,,1,0,Retired,1.55,2.25,1.55,2.05,1.5,2.1,1.53,2.38
16,Dubai,Dubai Championships,26/02/01,International Gold,Outdoor,Hard,1st Round,3,Voltchkov V.,Ilie A.,27,42,6,4,6,3,,,,,,,2,0,Completed,1.6,2.2,1.6,1.95,1.55,2,1.62,2.2
16,Dubai,Dubai Championships,26/02/01,International Gold,Outdoor,Hard,2nd Round,3,Burgsmuller L.,Escude N.,122,38,6,2,,,,,,,,,1,0,Retired,3,1.33,2.77,1.3,2.7,1.3,3,1.33
16,Dubai,Dubai Championships,26/02/01,International Gold,Outdoor,Hard,2nd Round,3,Ferrero J.C.,Novak J.,16,60,6,3,6,4,,,,,,,2,0,Completed,1.45,2.5,1.43,2.35,1.4,2.3,1.4,2.75
16,Dubai,Dubai Championships,26/02/01,International Gold,Outdoor,Hard,2nd Round,3,Hrbaty D.,Ulihrach B.,15,54,5,7,7,6,6,3,,,,,2,1,Completed,1.65,2.1,1.55,2.05,1.55,2,1.57,2.25
