ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,CBW,CBL,EXW,EXL,IWW,IWL,PSW,PSL
17,Dubai ,Dubai Duty Free Men's Open,21/02/05,International Gold,Outdoor,Hard,1st Round,3,Robredo T.,Rochus O.,13,41,7,6,7,6,,,,,,,2,0,Completed,2.37,1.53,2.4,1.55,2.35,1.55,1.85,1.65,2.52,1.581
17,Dubai ,Dubai Duty Free Men's Open,21/02/05,International Gold,Outdoor,Hard,1st Round,3,Hrbaty D.,Bahrouzyan O.,22,1015,6,0,6,4,,,,,,,2,0,Completed,,,,,,,1.02,6,1.019,35.75
17,Dubai ,Dubai Duty Free Men's Open,21/02/05,International Gold,Outdoor,Hard,1st Round,3,Ferrero J.C.,Mayer F.,98,44,6,3,6,4,,,,,,,2,0,Completed,1.36,2.87,1.33,3.2,1.34,3.12,1.35,2.5,1.326,3.62
17,Dubai ,Dubai Duty Free Men's Open,21/02/05,International Gold,Outdoor,Hard,1st Round,3,Verdasco F.,Voltchkov V.,37,175,6,2,6,2,,,,,,,2,0,Completed,1.44,2.62,1.65,2.2,1.65,2.15,,,1.585,2.51
17,Dubai ,Dubai Duty Free Men's Open,21/02/05,International Gold,Outdoor,Hard,1st Round,3,Agassi A.,Stepanek R.,10,26,6,4,7,5,,,,,,,2,0,Completed,1.28,3.25,1.4,2.85,1.45,2.6,1.3,2.7,1.377,3.25
17,Dubai ,Dubai Duty Free Men's Open,21/02/05,International Gold,Outdoor,Hard,1st Round,3,Berdych T.,Beck K.,45,43,6,4,7,6,,,,,,,2,0,Completed,2.1,1.66,2,1.77,2.1,1.7,1.85,1.65,2.29,1.671
17,Dubai ,Dubai Duty Free Men's Open,21/02/05,International Gold,Outdoor,Hard,1st Round,3,Schuettler R.,El Aynaoui Y.,40,785,6,0,6,1,,,,,,,2,0,Completed,1.16,4.5,,,1.15,5.2,1.25,3,1.2,5
17,Dubai ,Dubai Duty Free Men's Open,22/02/05,International Gold,Outdoor,Hard,1st Round,3,Lopez F.,Srichaphan P.,20,33,6,2,3,6,6,3,,,,,2,1,Completed,1.57,2.25,1.48,2.6,1.45,2.6,1.65,1.85,1.552,2.61
17,Dubai ,Dubai Duty Free Men's Open,22/02/05,International Gold,Outdoor,Hard,1st Round,3,Andreev I.,Chiudinelli M.,48,141,6,3,7,5,,,,,,,2,0,Completed,1.33,3,1.4,2.85,1.45,2.6,,,1.377,3.25
17,Dubai ,Dubai Duty Free Men's Open,22/02/05,International Gold,Outdoor,Hard,1st Round,3,Davydenko N.,Santoro F.,16,53,6,3,6,0,,,,,,,2,0,Completed,1.33,3,1.33,3.2,1.35,3.1,1.3,2.7,1.327,3.61
17,Dubai ,Dubai Duty Free Men's Open,22/02/05,International Gold,Outdoor,Hard,1st Round,3,Youzhny M.,Johansson T.,17,25,7,6,6,1,,,,,,,2,0,Completed,2.2,1.61,2.2,1.65,2.25,1.6,1.75,1.75,2.26,1.685
17,Dubai ,Dubai Duty Free Men's Open,22/02/05,International Gold,Outdoor,Hard,1st Round,3,Kiefer N.,Safin M.,30,4,7,6,6,4,,,,,,,2,0,Completed,4.5,1.16,4.1,1.22,4.25,1.2,3,1.25,5.3,1.182
17,Dubai ,Dubai Duty Free Men's Open,22/02/05,International Gold,Outdoor,Hard,1st Round,3,Henman T.,Rusedski G.,7,46,4,6,7,6,6,4,,,,,2,1,Completed,1.3,3.2,1.35,3.1,1.35,3.1,1.35,2.5,1.328,3.6
