ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,CBW,CBL,GBW,GBL,IWW,IWL,SBW,SBL
15,Dubai,Dubai Championships,25/02/02,International Gold,Outdoor,Hard,1st Round,3,Calatrava A.,Youzhny M.,104,69,6,3,6,4,,,,,,,2,0,Completed,,,2.2,1.6,2.12,1.58,2,1.55,2.2,1.615
15,Dubai,Dubai Championships,25/02/02,International Gold,Outdoor,Hard,1st Round,3,El Aynaoui Y.,Pavel A.,21,30,7,5,2,6,6,4,,,,,2,1,Completed,,,1.72,2,1.52,2.25,1.5,2.1,,
15,Dubai,Dubai Championships,25/02/02,International Gold,Outdoor,Hard,1st Round,3,Federer R.,Voinea A.,14,76,6,3,6,4,,,,,,,2,0,Completed,,,,,1.15,4.15,1.2,3.3,1.167,4.5
15,Dubai,Dubai Championships,25/02/02,International Gold,Outdoor,Hard,1st Round,3,Ferrero J.C.,Ulihrach B.,3,39,7,5,,,,,,,,,1,0,Retired,,,1.55,2.3,1.47,2.37,1.45,2.2,1.571,2.25
15,Dubai,Dubai Championships,25/02/02,International Gold,Outdoor,Hard,1st Round,3,Grosjean S.,Koubek S.,9,49,6,2,6,2,,,,,,,2,0,Completed,,,1.3,3.2,1.32,2.9,1.3,2.7,1.286,3.25
15,Dubai,Dubai Championships,25/02/02,International Gold,Outdoor,Hard,1st Round,3,Henman T.,Bahrouzyan O.,11,1018,6,1,6,0,,,,,,,2,0,Completed,,,,,,,,,,
15,Dubai,Dubai Championships,25/02/02,International Gold,Outdoor,Hard,1st Round,3,Johansson T.,Costa A.,10,29,6,3,6,0,,,,,,,2,0,Completed,,,1.4,2.75,1.08,6,1.3,2.7,1.4,2.75
15,Dubai,Dubai Championships,25/02/02,International Gold,Outdoor,Hard,1st Round,3,Kafelnikov Y.,Mazarakis V.,4,179,6,4,7,5,,,,,,,2,0,Completed,,,1.12,5.25,,,1.15,3.8,,
15,Dubai,Dubai Championships,25/02/02,International Gold,Outdoor,Hard,1st Round,3,Kiefer N.,Ivanisevic G.,47,15,6,3,6,4,,,,,,,2,0,Completed,,,2.75,1.38,2.75,1.35,2.7,1.3,2.75,1.4
15,Dubai,Dubai Championships,25/02/02,International Gold,Outdoor,Hard,1st Round,3,Ljubicic I.,Pioline C.,33,89,6,3,6,2,,,,,,,2,0,Completed,,,1.62,2.15,1.66,2,1.75,1.75,1.667,2.1
15,Dubai,Dubai Championships,25/02/02,International Gold,Outdoor,Hard,1st Round,3,Mirnyi M.,Furlan R.,38,180,7,6,6,2,,,,,,,2,0,Completed,,,,,1.25,3.25,1.25,3,1.167,4.5
15,Dubai,Dubai Championships,25/02/02,International Gold,Outdoor,Hard,1st Round,3,Novak J.,Hrbaty D.,17,50,6,2,6,1,,,,,,,2,0,Completed,,,1.65,2.1,1.6,2.1,1.65,1.85,1.667,2.1
15,Dubai,Dubai Championships,25/02/02,International Gold,Outdoor,Hard,1st Round,3,Pretzsch A.,Boutter J.,136,63,6,4,6,4,,,,,,,2,0,Completed,,,2.9,1.36,2.9,1.32,2.7,1.3,2.875,1.364
15,Dubai,Dubai Championships,25/02/02,International Gold,Outdoor,Hard,1st Round,3,Santoro F.,Kohlmann M.,26,120,7,6,3,6,6,4,,,,,2,1,Completed,,,1.4,2.7,1.4,2.55,1.3,2.7,,
15,Dubai,Dubai Championships,25/02/02,International Gold,Outdoor,Hard,1st Round,3,Schalken S.,Clement A.,28,42,6,3,7,6,,,,,,,2,0,Completed,,,2.15,1.62,2.06,1.6,2.3,1.4,2.25,1.571
15,Dubai,Dubai Championships,25/02/02,International Gold,Outdoor,Hard,1st Round,3,Schuettler R.,Robredo T.,40,34,6,3,6,2,,,,,,,2,0,Completed,,,1.8,1.9,1.95,1.7,1.6,1.9,,
15,Dubai,Dubai Championships,25/02/02,International Gold,Outdoor,Hard,2nd Round,3,El Aynaoui Y.,Ferrero J.C.,21,3,7,5,4,6,2,1,,,,,1,1,Retired,,,1.85,1.85,1.85,1.75,1.75,1.75,1.833,1.833
15,Dubai,Dubai Championships,25/02/02,International Gold,Outdoor,Hard,2nd Round,3,Henman T.,Mirnyi M.,11,38,6,4,6,4,,,,,,,2,0,Completed,,,1.4,2.7,1.42,2.5,1.4,2.3,,
15,Dubai,Dubai Championships,25/02/02,International Gold,Outdoor,Hard,2nd Round,3,Johansson T.,Calatrava A.,10,104,6,3,2,1,,,,,,,1,0,Retired,,,1.2,4,1.2,3.7,1.15,3.8,1.25,3.75
15,Dubai,Dubai Championships,25/02/02,International Gold,Outdoor,Hard,2nd Round,3,Kafelnikov Y.,Schalken S.,4,28,6,1,7,6,,,,,,,2,0,Completed,,,1.52,2.35,1.15,5,1.35,2.5,,
15,Dubai,Dubai Championships,25/02/02,International Gold,Outdoor,Hard,2nd Round,3,Ljubicic I.,Kiefer N.,33,47,6,4,6,2,,,,,,,2,0,Completed,,,1.45,2.55,1.42,2.5,1.4,2.3,,
15,Dubai,Dubai Championships,25/02/02,International Gold,Outdoor,Hard,2nd Round,3,Novak J.,Pretzsch A.,17,136,7,5,6,0,,,,,,,2,0,Completed,,,1.2,4,1.15,4.25,1.15,3.8,1.222,3.75
15,Dubai,Dubai Championships,25/02/02,International Gold,Outdoor,Hard,2nd Round,3,Santoro F.,Grosjean S.,26,9,6,2,7,5,,,,,,,2,0,Completed,,,2.6,1.42,2.55,1.4,2.2,1.45,,
15,Dubai,Dubai Championships,25/02/02,International Gold,Outdoor,Hard,2nd Round,3,Schuettler R.,Federer R.,40,14,6,3,6,1,,,,,,,2,0,Completed,,,3,1.35,2.65,1.38,2.7,1.3,2.75,1.4
15,Dubai,Dubai Championships,25/02/02,International Gold,Outdoor,Hard,Quarterfinals,3,El Aynaoui Y.,Schuettler R.,21,40,6,7,6,4,6,3,,,,,2,1,Completed,,,1.72,2,1.63,2.05,1.75,1.75,1.727,2
15,Dubai,Dubai Championships,25/02/02,International Gold,Outdoor,Hard,Quarterfinals,3,Johansson T.,Henman T.,10,11,6,4,6,3,,,,,,,2,0,Completed,,,1.95,1.75,1.93,1.7,1.8,1.7,2.1,1.667
15,Dubai,Dubai Championships,25/02/02,International Gold,Outdoor,Hard,Quarterfinals,3,Novak J.,Kafelnikov Y.,17,4,6,1,6,1,,,,,,,2,0,Completed,,,2.3,1.55,2.4,1.46,2.3,1.4,2.375,1.533
15,Dubai,Dubai Championships,25/02/02,International Gold,Outdoor,Hard,Quarterfinals,3,Santoro F.,Ljubicic I.,26,33,6,4,7,6,,,,,,,2,0,Completed,,,2.1,1.67,2.05,1.62,2.1,1.5,2.2,1.615
15,Dubai,Dubai Championships,25/02/02,International Gold,Outdoor,Hard,Semifinals,3,El Aynaoui Y.,Johansson T.,21,10,7,6,4,6,6,3,,,,,2,1,Completed,,,2.45,1.5,2.35,1.48,2.2,1.45,2.5,1.5
15,Dubai,Dubai Championships,25/02/02,International Gold,Outdoor,Hard,Semifinals,3,Santoro F.,Novak J.,26,17,5,7,6,3,7,6,,,,,2,1,Completed,,,2.55,1.45,2.42,1.45,2.3,1.4,2.375,1.533
15,Dubai,Dubai Championships,25/02/02,International Gold,Outdoor,Hard,The Final,3,Santoro F.,El Aynaoui Y.,26,21,6,4,3,6,6,3,,,,,2,1,Completed,,,2.25,1.57,2.15,1.52,2,1.55,2.25,1.571
