ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,CBW,CBL,IWW,IWL,SBW,SBL,B&WW,B&WL
63,Basel,Swiss Indoors,21/10/03,International,Indoor,Carpet,1st Round,3,Novak J.,Parmar A.,17,163,3,6,6,3,6,0,,,,,2,1,Completed,1.1,6.5,1.16,4.85,1.15,3.8,1.1,6,,
63,Basel,Swiss Indoors,21/10/03,International,Indoor,Carpet,1st Round,3,Behrend T.,Blake J.,93,39,1,6,6,3,6,4,,,,,2,1,Completed,2.875,1.364,3.05,1.35,3,1.25,2.87,1.36,,
63,Basel,Swiss Indoors,21/10/03,International,Indoor,Carpet,1st Round,3,Llodra M.,Ulihrach B.,198,303,6,3,6,4,,,,,,,2,0,Completed,1.833,1.833,1.65,2.15,1.6,1.9,1.833,1.833,,
63,Basel,Swiss Indoors,21/10/03,International,Indoor,Carpet,1st Round,3,Zib T.,Wawrinka S.,158,172,7,6,7,6,,,,,,,2,0,Completed,1.833,1.833,1.95,1.8,1.8,1.7,2.1,1.667,,
63,Basel,Swiss Indoors,21/10/03,International,Indoor,Carpet,1st Round,3,Clement A.,Mathieu P.H.,26,76,6,4,7,6,,,,,,,2,0,Completed,1.615,2.2,1.55,2.35,1.6,1.9,1.533,2.375,,
63,Basel,Swiss Indoors,21/10/03,International,Indoor,Carpet,1st Round,3,Federer R.,Rosset M.,3,117,6,1,6,3,,,,,,,2,0,Completed,1.1,6.5,1.12,5.7,1.1,4.5,1.063,7,,
63,Basel,Swiss Indoors,21/10/03,International,Indoor,Carpet,1st Round,3,Elseneer G.,Lee H.T.,139,53,6,2,6,0,,,,,,,2,0,Completed,2.625,1.444,2.4,1.53,2.2,1.45,2.25,1.57,,
63,Basel,Swiss Indoors,21/10/03,International,Indoor,Carpet,1st Round,3,Henman T.,Verkerk M.,32,16,6,2,6,3,,,,,,,2,0,Completed,1.364,2.875,1.36,3,1.3,2.7,1.333,3,,
63,Basel,Swiss Indoors,21/10/03,International,Indoor,Carpet,1st Round,3,Lapentti N.,Heuberger I.,61,165,6,3,4,6,7,5,,,,,2,1,Completed,,,,,,,,,,
63,Basel,Swiss Indoors,22/10/03,International,Indoor,Carpet,1st Round,3,Lopez F.,Nadal R.,30,48,3,6,6,3,7,6,,,,,2,1,Completed,1.364,2.875,1.4,2.8,1.4,2.3,1.4,2.75,,
63,Basel,Swiss Indoors,22/10/03,International,Indoor,Carpet,1st Round,3,Robredo T.,Kratochvil M.,19,125,6,4,6,4,,,,,,,2,0,Completed,1.5,2.5,1.58,2.3,1.45,2.2,1.571,2.25,,
63,Basel,Swiss Indoors,22/10/03,International,Indoor,Carpet,1st Round,3,Ljubicic I.,Volandri F.,47,49,6,3,3,6,6,2,,,,,2,1,Completed,1.222,3.75,1.2,4.25,1.15,3.8,1.182,4.333,,
63,Basel,Swiss Indoors,22/10/03,International,Indoor,Carpet,1st Round,3,Nalbandian D.,Ramirez-Hidalgo R.,9,78,6,4,6,0,,,,,,,2,0,Completed,,,1.12,5.75,1.15,3.8,1.1,6,,
63,Basel,Swiss Indoors,22/10/03,International,Indoor,Carpet,1st Round,3,Rochus O.,Mantilla F.,50,18,6,7,6,2,7,6,,,,,2,1,Completed,1.833,1.833,1.9,1.85,1.85,1.65,1.833,1.833,,
63,Basel,Swiss Indoors,22/10/03,International,Indoor,Carpet,1st Round,3,Roddick A.,Scherrer J.,2,292,6,3,7,6,,,,,,,2,0,Completed,1.06,8,1.02,11,1.05,5,1.03,9,,
63,Basel,Swiss Indoors,22/10/03,International,Indoor,Carpet,1st Round,3,Coria G.,Santoro F.,5,63,5,7,6,3,6,0,,,,,2,1,Completed,,,1.57,2.3,1.55,2,1.5,2.5
63,Basel,Swiss Indoors,23/10/03,International,Indoor,Carpet,2nd Round,3,Lopez F.,Novak J.,30,17,3,6,7,5,6,4,,,,,2,1,Completed,2,1.727,1.9,1.85,2.1,1.5,2,1.727
63,Basel,Swiss Indoors,23/10/03,International,Indoor,Carpet,2nd Round,3,Coria G.,Llodra M.,5,198,6,2,6,7,7,6,,,,,2,1,Completed,1.222,4,1.24,3.8,1.2,3.3,1.222,3.75
63,Basel,Swiss Indoors,23/10/03,International,Indoor,Carpet,2nd Round,3,Rochus O.,Robredo T.,50,19,7,5,6,1,,,,,,,2,0,Completed,2.25,1.571,2.3,1.58,2.1,1.5,2.25,1.571
63,Basel,Swiss Indoors,23/10/03,International,Indoor,Carpet,2nd Round,3,Nalbandian D.,Clement A.,9,26,4,1,,,,,,,,,0,0,Retired,1.615,2.2,1.63,2.2,1.55,2,1.571,2.25
63,Basel,Swiss Indoors,23/10/03,International,Indoor,Carpet,2nd Round,3,Roddick A.,Elseneer G.,2,139,6,3,7,6,,,,,,,2,0,Completed,1.071,7.5,1.05,8.5,1.1,4.5,1.063,7
63,Basel,Swiss Indoors,23/10/03,International,Indoor,Carpet,2nd Round,3,Lapentti N.,Behrend T.,61,93,7,6,6,1,,,,,,,2,0,Completed,1.615,2.2,1.6,2.25,1.55,2,1.5,2.5
63,Basel,Swiss Indoors,23/10/03,International,Indoor,Carpet,2nd Round,3,Ljubicic I.,Federer R.,47,3,7,6,6,7,6,4,,,,,2,1,Completed,4.5,1.167,4.65,1.17,3.8,1.15,4.5,1.167
63,Basel,Swiss Indoors,23/10/03,International,Indoor,Carpet,2nd Round,3,Henman T.,Zib T.,32,158,6,3,6,4,,,,,,,2,0,Completed,1.1,6.5,1.12,5.7,1.05,5,1.063,7
63,Basel,Swiss Indoors,24/10/03,International,Indoor,Carpet,Quarterfinals,3,Ljubicic I.,Lapentti N.,47,61,2,6,6,2,6,3,,,,,2,1,Completed,1.4,2.75,1.4,2.8,1.3,2.7,1.333,3
63,Basel,Swiss Indoors,24/10/03,International,Indoor,Carpet,Quarterfinals,3,Coria G.,Lopez F.,5,30,6,1,6,2,,,,,,,2,0,Completed,1.615,2.2,1.69,2.1,1.55,2,1.667,2.1
63,Basel,Swiss Indoors,24/10/03,International,Indoor,Carpet,Quarterfinals,3,Nalbandian D.,Henman T.,9,32,6,2,6,4,,,,,,,2,0,Completed,1.571,2.25,1.63,2.2,1.55,2,1.615,2.2
63,Basel,Swiss Indoors,24/10/03,International,Indoor,Carpet,Quarterfinals,3,Roddick A.,Rochus O.,2,50,6,4,6,4,,,,,,,2,0,Completed,1.143,5,1.1,6.25,1.1,4.5,1.1,6
