ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,CBW,CBL,EXW,EXL,IWW,IWL,PSW,PSL
40,Los Angeles,Mercedes-Benz Cup,12/07/04,International,Outdoor,Hard,1st Round,3,Carlsen K.,Arthurs W.,88,103,7,6,6,3,,,,,,,2,0,Completed,1.667,2.1,1.6,2.25,1.6,2.25,1.55,2,1.556,2.6
40,Los Angeles,Mercedes-Benz Cup,12/07/04,International,Outdoor,Hard,1st Round,3,Beck K.,Ram A.,65,329,4,6,7,6,6,4,,,,,2,1,Completed,,,,,1.4,2.75,1.35,2.5,1.377,3.25
40,Los Angeles,Mercedes-Benz Cup,12/07/04,International,Outdoor,Hard,1st Round,3,Morrison J.,Cook L.,107,1445,6,2,6,2,,,,,,,2,0,Completed,,,,,,,1.1,4.5,1.123,7.2
40,Los Angeles,Mercedes-Benz Cup,12/07/04,International,Outdoor,Hard,1st Round,3,Weiner G.,Lee H.T.,128,78,3,6,7,5,6,3,,,,,2,1,Completed,2.5,1.5,2.25,1.6,2.35,1.55,1.9,1.6,2.76,1.503
40,Los Angeles,Mercedes-Benz Cup,13/07/04,International,Outdoor,Hard,1st Round,3,Elseneer G.,Vahaly B.,97,233,2,6,6,4,7,5,,,,,2,1,Completed,1.667,2.1,,,1.75,2,1.65,1.85,1.68,2.27
40,Los Angeles,Mercedes-Benz Cup,13/07/04,International,Outdoor,Hard,1st Round,3,Kiefer N.,Hrbaty D.,32,20,7,6,4,6,6,2,,,,,2,1,Completed,1.727,2,1.85,1.9,1.75,2,1.7,1.8,1.885,1.935
40,Los Angeles,Mercedes-Benz Cup,13/07/04,International,Outdoor,Hard,1st Round,3,Rusedski G.,Dent T.,98,28,7,6,3,6,6,2,,,,,2,1,Completed,2.2,1.615,2.08,1.7,2.15,1.65,1.75,1.75,2.09,1.775
40,Los Angeles,Mercedes-Benz Cup,13/07/04,International,Outdoor,Hard,1st Round,3,Hernych J.,Dupuis A.,116,83,6,4,6,7,6,4,,,,,2,1,Completed,2.1,1.667,1.95,1.8,2.1,1.7,1.75,1.75,2.05,1.8
40,Los Angeles,Mercedes-Benz Cup,13/07/04,International,Outdoor,Hard,1st Round,3,Saulnier C.,Spadea V.,77,24,6,4,,,,,,,,,1,0,Retired,2,1.727,2,1.76,1.87,1.87,1.85,1.65,2.05,1.8
40,Los Angeles,Mercedes-Benz Cup,13/07/04,International,Outdoor,Hard,1st Round,3,Srichaphan P.,Ferreira W.,14,68,6,3,7,6,,,,,,,2,0,Completed,1.444,2.625,1.5,2.5,1.6,2.25,1.45,2.2,2.52,1.581
40,Los Angeles,Mercedes-Benz Cup,14/07/04,International,Outdoor,Hard,1st Round,3,Fish M.,Vacek J.,18,141,7,6,6,2,,,,,,,2,0,Completed,1.143,5,1.18,4.6,1.17,4.67,1.2,3.3,1.15,6.05
40,Los Angeles,Mercedes-Benz Cup,14/07/04,International,Outdoor,Hard,1st Round,3,Benneteau J.,Philippoussis M.,72,45,6,1,7,5,,,,,,,2,0,Completed,2.375,1.533,2.25,1.62,2.35,1.55,2.1,1.5,2.53,1.578
40,Los Angeles,Mercedes-Benz Cup,14/07/04,International,Outdoor,Hard,1st Round,3,Schalken S.,Carraz G.,22,80,6,4,6,4,,,,,,,2,0,Completed,1.25,3.5,1.35,3.1,1.4,2.85,1.3,2.7,1.417,3.05
40,Los Angeles,Mercedes-Benz Cup,14/07/04,International,Outdoor,Hard,1st Round,3,Moodie W.,Fleishman Z.,143,310,6,4,6,2,,,,,,,2,0,Completed,,,1.6,2.25,1.6,2.3,1.6,1.9,1.649,2.34
40,Los Angeles,Mercedes-Benz Cup,14/07/04,International,Outdoor,Hard,1st Round,3,Agassi A.,Bogomolov A.,10,115,6,3,6,1,,,,,,,2,0,Completed,1.143,5,1.18,4.55,1.17,4.67,1.25,3,1.209,4.88
40,Los Angeles,Mercedes-Benz Cup,14/07/04,International,Outdoor,Hard,1st Round,3,Haas T.,Ginepri R.,91,36,6,4,6,3,,,,,,,2,0,Completed,1.8,1.909,1.72,2.05,1.87,1.87,1.6,1.9,1.8,2.05
40,Los Angeles,Mercedes-Benz Cup,14/07/04,International,Outdoor,Hard,2nd Round,3,Saulnier C.,Hernych J.,77,116,6,3,6,7,6,3,,,,,2,1,Completed,1.5,2.5,1.57,2.35,1.55,2.35,1.4,2.3,1.61,2.44
40,Los Angeles,Mercedes-Benz Cup,14/07/04,International,Outdoor,Hard,2nd Round,3,Kiefer N.,Weiner G.,32,128,6,4,7,5,,,,,,,2,0,Completed,1.286,3.5,1.28,3.5,1.3,3.35,1.25,3,1.299,3.85
40,Los Angeles,Mercedes-Benz Cup,15/07/04,International,Outdoor,Hard,2nd Round,3,Rusedski G.,Beck K.,98,65,3,6,6,3,7,6,,,,,2,1,Completed,1.533,2.375,1.6,2.25,1.5,2.45,1.35,2.5,1.645,2.35
40,Los Angeles,Mercedes-Benz Cup,15/07/04,International,Outdoor,Hard,2nd Round,3,Fish M.,Elseneer G.,18,97,6,2,3,6,6,3,,,,,2,1,Completed,1.2,4.333,1.25,4,1.25,3.75,1.25,3,1.267,4.19
40,Los Angeles,Mercedes-Benz Cup,15/07/04,International,Outdoor,Hard,2nd Round,3,Moodie W.,Schalken S.,143,22,7,6,2,6,7,5,,,,,2,1,Completed,3.5,1.286,3.3,1.33,3.17,1.33,2.7,1.3,3.7,1.317
40,Los Angeles,Mercedes-Benz Cup,15/07/04,International,Outdoor,Hard,2nd Round,3,Morrison J.,Srichaphan P.,107,14,7,5,6,4,,,,,,,2,0,Completed,3.5,1.286,3.4,1.3,3.35,1.3,2.5,1.35,4.4,1.247
40,Los Angeles,Mercedes-Benz Cup,16/07/04,International,Outdoor,Hard,2nd Round,3,Haas T.,Carlsen K.,91,88,6,2,6,0,,,,,,,2,0,Completed,1.286,3.5,1.3,3.5,1.28,3.46,1.3,2.7,1.294,3.9
40,Los Angeles,Mercedes-Benz Cup,16/07/04,International,Outdoor,Hard,2nd Round,3,Agassi A.,Benneteau J.,10,72,7,6,6,2,,,,,,,2,0,Completed,1.2,4.333,1.18,4.85,1.16,4.63,1.2,3.3,1.183,5.35
40,Los Angeles,Mercedes-Benz Cup,16/07/04,International,Outdoor,Hard,Quarterfinals,3,Saulnier C.,Fish M.,77,18,7,6,7,6,,,,,,,2,0,Completed,2.75,1.4,2.85,1.4,2.85,1.4,2.3,1.4,2.93,1.465
40,Los Angeles,Mercedes-Benz Cup,17/07/04,International,Outdoor,Hard,Quarterfinals,3,Morrison J.,Moodie W.,107,143,6,3,6,4,,,,,,,2,0,Completed,1.8,1.909,,,1.87,1.87,1.7,1.8,1.758,2.16
40,Los Angeles,Mercedes-Benz Cup,17/07/04,International,Outdoor,Hard,Quarterfinals,3,Kiefer N.,Rusedski G.,32,98,6,1,6,4,,,,,,,2,0,Completed,1.8,1.909,1.77,2,1.7,2.1,1.75,1.75,1.746,2.18
