ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,CBW,CBL,EXW,EXL,PSW,PSL,UBW,UBL
44,Los Angeles,Countrywide Classic,24/07/06,International,Outdoor,Hard,1st Round,3,Kunitsyn I.,Tipsarevic J.,91,125,451,357,4,6,6,1,6,2,,,,,2,1,Completed,1.72,2,1.93,1.83,1.9,1.85,2.04,1.877,1.88,1.88
44,Los Angeles,Countrywide Classic,24/07/06,International,Outdoor,Hard,1st Round,3,Tursunov D.,Udomchoke D.,33,108,980,400,7,6,7,6,,,,,,,2,0,Completed,1.14,5,1.16,5,1.17,4.67,1.175,6.22,1.17,4.75
44,Los Angeles,Countrywide Classic,24/07/06,International,Outdoor,Hard,1st Round,3,Capdeville P.,Clement A.,137,54,318,677,6,4,3,6,6,4,,,,,2,1,Completed,2.37,1.53,2.4,1.55,2.4,1.55,2.75,1.541,2.37,1.55
44,Los Angeles,Countrywide Classic,24/07/06,International,Outdoor,Hard,1st Round,3,Gonzalez F.,Muller G.,17,72,1455,564,7,6,7,6,,,,,,,2,0,Completed,1.28,3.25,1.3,3.4,1.3,3.35,1.331,3.72,1.3,3.35
44,Los Angeles,Countrywide Classic,25/07/06,International,Outdoor,Hard,1st Round,3,Agassi A.,Malisse X.,18,38,1405,891,7,6,6,0,,,,,,,2,0,Completed,1.83,1.83,2,1.77,2.05,1.75,1.962,1.943,1.88,1.88
44,Los Angeles,Countrywide Classic,25/07/06,International,Outdoor,Hard,1st Round,3,Carlsen K.,Srichaphan P.,120,41,367,855,6,2,5,7,7,6,,,,,2,1,Completed,2.87,1.36,3.4,1.3,3.1,1.35,3.55,1.364,3.12,1.34
44,Los Angeles,Countrywide Classic,25/07/06,International,Outdoor,Hard,1st Round,3,Hrbaty D.,Fleishman Z.,22,178,1290,228,7,5,7,5,,,,,,,2,0,Completed,,,,,,,,,,
44,Los Angeles,Countrywide Classic,25/07/06,International,Outdoor,Hard,1st Round,3,Bastl G.,Mahut N.,158,64,265,607,6,3,7,6,,,,,,,2,0,Completed,2.75,1.39,2.85,1.4,,,3.05,1.444,2.7,1.44
44,Los Angeles,Countrywide Classic,25/07/06,International,Outdoor,Hard,1st Round,3,Haas T.,Arthurs W.,21,172,1320,236,6,4,6,4,,,,,,,2,0,Completed,1.25,3.5,1.25,3.85,3.46,1.28,1.262,4.51,1.3,3.4
44,Los Angeles,Countrywide Classic,25/07/06,International,Outdoor,Hard,1st Round,3,Burgsmuller L.,Yani M.,180,313,224,113,6,4,3,6,6,3,,,,,2,1,Completed,,,,,,,1.602,2.56,,
44,Los Angeles,Countrywide Classic,25/07/06,International,Outdoor,Hard,1st Round,3,Safin M.,Fish M.,97,71,430,566,6,4,7,5,,,,,,,2,0,Completed,1.57,2.25,1.65,2.2,1.67,2.125,1.662,2.41,1.62,2.22
44,Los Angeles,Countrywide Classic,26/07/06,International,Outdoor,Hard,1st Round,3,Querrey S.,Spadea V.,191,92,210,440,7,5,6,4,,,,,,,2,0,Completed,2.37,1.53,2.4,1.55,2.3,1.6,2.35,1.69,2.33,1.57
44,Los Angeles,Countrywide Classic,26/07/06,International,Outdoor,Hard,1st Round,3,Oudsema S.,Becker B.,390,140,79,313,7,5,6,3,,,,,,,2,0,Completed,,,,,3.35,1.3,3.86,1.316,3.5,1.28
44,Los Angeles,Countrywide Classic,26/07/06,International,Outdoor,Hard,1st Round,3,Goldstein P.,Hewitt L.,86,13,491,1700,6,4,6,4,,,,,,,2,0,Completed,5.5,1.12,6.3,1.11,6.75,1.1,6.64,1.16,5.3,1.14
44,Los Angeles,Countrywide Classic,26/07/06,International,Outdoor,Hard,1st Round,3,Ginepri R.,Gimelstob J.,20,85,1370,493,6,4,6,4,,,,,,,2,0,Completed,1.36,2.87,1.33,3.2,1.28,3.46,1.362,3.56,1.31,3.3
44,Los Angeles,Countrywide Classic,27/07/06,International,Outdoor,Hard,1st Round,3,Roddick A.,de Voest R.,10,136,1885,319,6,4,6,4,,,,,,,2,0,Completed,1.03,10,1.03,11,1.04,9.25,1.045,18,1.04,10
44,Los Angeles,Countrywide Classic,26/07/06,International,Outdoor,Hard,2nd Round,3,Gonzalez F.,Safin M.,17,97,1455,430,6,4,6,2,,,,,,,2,0,Completed,1.83,1.83,2,1.77,1.87,1.87,1.962,1.943,1.8,1.96
44,Los Angeles,Countrywide Classic,26/07/06,International,Outdoor,Hard,2nd Round,3,Haas T.,Capdeville P.,21,137,1320,318,6,3,4,6,6,1,,,,,2,1,Completed,1.16,4.5,1.16,5,1.21,4.06,,,1.22,4.05
44,Los Angeles,Countrywide Classic,26/07/06,International,Outdoor,Hard,2nd Round,3,Goldstein P.,Kunitsyn I.,86,91,491,451,6,4,6,4,,,,,,,2,0,Completed,1.57,2.25,,,1.6,2.3,,,1.52,2.45
44,Los Angeles,Countrywide Classic,27/07/06,International,Outdoor,Hard,2nd Round,3,Agassi A.,Bastl G.,18,158,1405,265,6,7,6,2,6,1,,,,,2,1,Completed,1.12,5.5,1.14,5.4,1.13,5.5,1.177,6.15,1.14,5.25
44,Los Angeles,Countrywide Classic,27/07/06,International,Outdoor,Hard,2nd Round,3,Hrbaty D.,Burgsmuller L.,22,180,1290,224,7,5,6,4,,,,,,,2,0,Completed,1.22,4,1.25,3.85,1.2,4.25,1.267,4.44,1.24,3.75
44,Los Angeles,Countrywide Classic,27/07/06,International,Outdoor,Hard,2nd Round,3,Tursunov D.,Querrey S.,33,191,980,210,7,5,6,4,,,,,,,2,0,Completed,1.33,3.25,1.33,3.2,1.3,3.35,1.392,3.35,1.27,3.45
44,Los Angeles,Countrywide Classic,28/07/06,International,Outdoor,Hard,2nd Round,3,Ginepri R.,Carlsen K.,20,120,1370,367,7,6,3,6,6,4,,,,,2,1,Completed,1.22,4,1.25,3.85,1.28,3.46,1.244,4.69,1.28,3.5
44,Los Angeles,Countrywide Classic,28/07/06,International,Outdoor,Hard,2nd Round,3,Roddick A.,Oudsema S.,10,390,1885,79,6,7,6,3,6,2,,,,,2,1,Completed,1.02,12,1.02,12,1.04,9.25,1.024,27,1.03,12
44,Los Angeles,Countrywide Classic,28/07/06,International,Outdoor,Hard,Quarterfinals,3,Gonzalez F.,Agassi A.,17,18,1455,1405,6,4,3,6,7,5,,,,,2,1,Completed,1.61,2.2,1.67,2.15,1.65,2.15,1.758,2.22,1.76,2
44,Los Angeles,Countrywide Classic,29/07/06,International,Outdoor,Hard,Quarterfinals,3,Haas T.,Goldstein P.,21,86,1320,491,6,3,6,4,,,,,,,2,0,Completed,1.25,3.75,1.25,3.85,1.25,3.75,1.264,4.49,1.24,4
44,Los Angeles,Countrywide Classic,29/07/06,International,Outdoor,Hard,Quarterfinals,3,Hrbaty D.,Ginepri R.,22,20,1290,1370,7,6,6,2,,,,,,,2,0,Completed,2.62,1.44,2.6,1.48,2.4,1.53,2.67,1.565,2.6,1.47
44,Los Angeles,Countrywide Classic,29/07/06,International,Outdoor,Hard,Quarterfinals,3,Tursunov D.,Roddick A.,33,10,980,1885,,,,,,,,,,,,,Walkover,2.75,1.39,2.7,1.45,2.4,1.53,2.7,1.556,2.25,1.6
44,Los Angeles,Countrywide Classic,30/07/06,International,Outdoor,Hard,Semifinals,3,Haas T.,Hrbaty D.,21,22,1320,1290,6,2,7,5,,,,,,,2,0,Completed,1.44,2.62,1.5,2.55,1.58,2.28,1.592,2.59,1.55,2.37
44,Los Angeles,Countrywide Classic,30/07/06,International,Outdoor,Hard,Semifinals,3,Tursunov D.,Gonzalez F.,33,17,980,1455,6,4,6,2,,,,,,,2,0,Completed,2.5,1.5,2.45,1.53,2.35,1.55,2.84,1.49,2.42,1.53
44,Los Angeles,Countrywide Classic,30/07/06,International,Outdoor,Hard,The Final,3,Haas T.,Tursunov D.,21,33,1320,980,4,6,7,5,6,3,,,,,2,1,Completed,1.53,2.37,1.5,2.55,1.5,2.45,1.581,2.62,1.55,2.37
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
