ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,CBW,CBL,GBW,GBL,IWW,IWL,SBW,SBL
44,Los Angeles,Mercedes-Benz Cup,22/07/02,International,Outdoor,Hard,1st Round,3,Agassi A.,Carlsen K.,7,107,6,3,6,1,,,,,,,2,0,Completed,1.125,5.5,1.15,5,1.1,5.1,1.1,4.5,1.167,4.5
44,Los Angeles,Mercedes-Benz Cup,22/07/02,International,Outdoor,Hard,1st Round,3,Bogomolov Jr.A.,Haas T.,278,3,6,4,6,4,,,,,,,2,0,Completed,,,,,4.25,1.15,3.8,1.15,,
44,Los Angeles,Mercedes-Benz Cup,22/07/02,International,Outdoor,Hard,1st Round,3,Dent T.,Godwin N.,71,198,6,3,6,4,,,,,,,2,0,Completed,1.333,3,1.33,3.15,1.28,3.1,1.3,2.7,1.333,3
44,Los Angeles,Mercedes-Benz Cup,22/07/02,International,Outdoor,Hard,1st Round,3,Gambill J.M.,Chang M.,53,106,4,6,6,2,7,6,,,,,2,1,Completed,1.286,3.25,1.33,3.15,1.32,2.88,1.3,2.7,1.286,3.25
44,Los Angeles,Mercedes-Benz Cup,22/07/02,International,Outdoor,Hard,1st Round,3,Ginepri R.,Levy H.,102,328,6,3,6,2,,,,,,,2,0,Completed,1.5,2.5,1.45,2.6,1.4,2.58,1.4,2.3,1.5,2.5
44,Los Angeles,Mercedes-Benz Cup,22/07/02,International,Outdoor,Hard,1st Round,3,Grosjean S.,Brasington J.,11,128,6,1,6,2,,,,,,,2,0,Completed,1.286,3.25,1.3,3.3,1.25,3.3,1.25,3,,
44,Los Angeles,Mercedes-Benz Cup,22/07/02,International,Outdoor,Hard,1st Round,3,Kiefer N.,Gimelstob J.,61,134,7,5,6,1,,,,,,,2,0,Completed,1.5,2.5,1.52,2.4,1.44,2.45,1.45,2.2,1.5,2.5
44,Los Angeles,Mercedes-Benz Cup,22/07/02,International,Outdoor,Hard,1st Round,3,Kuerten G.,Bastl G.,19,113,7,5,7,6,,,,,,,2,0,Completed,1.286,3.25,1.33,3.15,1.22,3.55,1.2,3.3,,
44,Los Angeles,Mercedes-Benz Cup,22/07/02,International,Outdoor,Hard,1st Round,3,Lee M.,Suzuki T.,163,120,6,4,7,5,,,,,,,2,0,Completed,1.833,1.833,1.85,1.9,1.78,1.85,1.7,1.8,1.8,1.909
44,Los Angeles,Mercedes-Benz Cup,22/07/02,International,Outdoor,Hard,1st Round,3,Llodra M.,Kim K.,101,182,6,4,6,4,,,,,,,2,0,Completed,1.25,3.5,1.4,2.8,1.28,3.1,1.25,3,,
44,Los Angeles,Mercedes-Benz Cup,22/07/02,International,Outdoor,Hard,1st Round,3,Malisse X.,Draper S.,22,196,6,4,7,6,,,,,,,2,0,Completed,1.333,3,1.3,3.3,1.27,3.15,1.25,3,,
44,Los Angeles,Mercedes-Benz Cup,22/07/02,International,Outdoor,Hard,1st Round,3,Mirnyi M.,Mamiit C.,29,115,6,4,6,4,,,,,,,2,0,Completed,1.5,2.5,1.6,2.25,1.52,2.25,1.55,2,1.444,2.625
44,Los Angeles,Mercedes-Benz Cup,22/07/02,International,Outdoor,Hard,1st Round,3,Okun N.,Schalken S.,122,23,7,6,7,6,,,,,,,2,0,Completed,3.5,1.25,3.3,1.3,3.7,1.2,3.3,1.2,3.5,1.25
44,Los Angeles,Mercedes-Benz Cup,22/07/02,International,Outdoor,Hard,1st Round,3,Roddick A.,Lee H.T.,12,96,6,7,6,1,6,2,,,,,2,1,Completed,1.125,5.5,1.16,4.75,1.1,5.1,1.15,3.8,1.143,5
44,Los Angeles,Mercedes-Benz Cup,22/07/02,International,Outdoor,Hard,1st Round,3,Srichaphan P.,Spadea V.,60,74,7,6,3,6,7,6,,,,,2,1,Completed,,,1.65,2.15,1.65,2,1.7,1.8,,
44,Los Angeles,Mercedes-Benz Cup,22/07/02,International,Outdoor,Hard,1st Round,3,Vahaly B.,Sanguinetti D.,118,54,6,3,6,1,,,,,,,2,0,Completed,2.25,1.571,2.1,1.7,2.3,1.5,2.1,1.5,2.375,1.533
44,Los Angeles,Mercedes-Benz Cup,22/07/02,International,Outdoor,Hard,2nd Round,3,Agassi A.,Ginepri R.,7,102,6,3,6,1,,,,,,,2,0,Completed,1.125,5.5,1.12,5.5,1.15,4.25,1.1,4.5,,
44,Los Angeles,Mercedes-Benz Cup,22/07/02,International,Outdoor,Hard,2nd Round,3,Gambill J.M.,Okun N.,53,122,7,6,6,2,,,,,,,2,0,Completed,1.333,3.25,1.28,3.4,1.35,2.75,1.3,2.7,1.333,3
44,Los Angeles,Mercedes-Benz Cup,22/07/02,International,Outdoor,Hard,2nd Round,3,Kiefer N.,Bogomolov Jr.A.,61,278,6,3,6,3,,,,,,,2,0,Completed,1.286,3.5,1.33,3.1,1.25,3.3,1.3,2.7,1.333,3
44,Los Angeles,Mercedes-Benz Cup,22/07/02,International,Outdoor,Hard,2nd Round,3,Kuerten G.,Lee M.,19,163,7,5,7,6,,,,,,,2,0,Completed,1.143,5,1.15,5,1.15,4.25,1.15,3.8,1.143,5
44,Los Angeles,Mercedes-Benz Cup,22/07/02,International,Outdoor,Hard,2nd Round,3,Llodra M.,Grosjean S.,101,11,6,3,3,6,7,6,,,,,2,1,Completed,3.25,1.333,3.1,1.33,3.25,1.25,3.3,1.2,3.25,1.286
44,Los Angeles,Mercedes-Benz Cup,22/07/02,International,Outdoor,Hard,2nd Round,3,Malisse X.,Dent T.,22,71,6,1,4,6,6,4,,,,,2,1,Completed,1.571,2.25,1.62,2.2,1.52,2.25,1.5,2.1,1.5,2.5
