ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,CBW,CBL,EXW,EXL,IWW,IWL,PSW,PSL
44,Los Angeles,Mercedes-Benz Cup,26/07/05,International,Outdoor,Hard,1st Round,3,Blake J.,Kiefer N.,108,31,390,1095,3,2,,,,,,,,,0,0,Retired,2.62,1.44,2.7,1.45,2.85,1.4,2.7,1.35,3.06,1.442
44,Los Angeles,Mercedes-Benz Cup,27/07/05,International,Outdoor,Hard,1st Round,3,Ginepri R.,Arthurs W.,63,76,595,513,6,4,6,4,,,,,,,2,0,Completed,1.39,2.75,1.37,3,1.4,2.85,1.4,2.5,1.435,3.1
44,Los Angeles,Mercedes-Benz Cup,27/07/05,International,Outdoor,Hard,1st Round,3,Haas T.,Karlovic I.,27,74,1180,525,6,4,6,4,,,,,,,2,0,Completed,1.5,2.5,1.45,2.7,1.5,2.45,1.4,2.5,1.505,2.78
44,Los Angeles,Mercedes-Benz Cup,27/07/05,International,Outdoor,Hard,1st Round,3,Agassi A.,Lisnard J.R.,6,109,2275,389,6,1,6,0,,,,,,,2,0,Completed,1.07,7,1.08,7.25,1.1,6.25,1.05,6,1.095,9.48
44,Los Angeles,Mercedes-Benz Cup,27/07/05,International,Outdoor,Hard,1st Round,3,Tursunov D.,Okun N.,115,164,377,259,6,1,6,2,,,,,,,2,0,Completed,,,,,,,,,,
44,Los Angeles,Mercedes-Benz Cup,27/07/05,International,Outdoor,Hard,2nd Round,3,Hrbaty D.,Hernych J.,26,64,1181,590,6,4,6,2,,,,,,,2,0,Completed,1.44,2.62,1.55,2.4,1.5,2.55,1.4,2.5,1.559,2.69
44,Los Angeles,Mercedes-Benz Cup,28/07/05,International,Outdoor,Hard,2nd Round,3,Mello R.,Hadad A.,50,414,688,66,6,3,6,1,,,,,,,2,0,Completed,1.5,2.5,1.44,2.7,1.46,2.6,1.4,2.5,1.402,3.29
44,Los Angeles,Mercedes-Benz Cup,28/07/05,International,Outdoor,Hard,2nd Round,3,Chela J.I.,Tursunov D.,47,115,730,377,3,6,6,4,6,2,,,,,2,1,Completed,1.8,1.9,1.95,1.8,1.75,2,1.55,2.1,2.04,1.862
44,Los Angeles,Mercedes-Benz Cup,28/07/05,International,Outdoor,Hard,2nd Round,3,Malisse X.,Haas T.,62,27,598,1180,1,6,6,3,6,4,,,,,2,1,Completed,2.75,1.39,3.2,1.33,1.96,1.81,2.7,1.35,3.32,1.397
44,Los Angeles,Mercedes-Benz Cup,28/07/05,International,Outdoor,Hard,2nd Round,3,Srichaphan P.,Goldstein P.,44,70,800,546,6,1,6,4,,,,,,,2,0,Completed,1.5,2.5,1.57,2.35,1.48,2.53,1.5,2.2,1.562,2.68
44,Los Angeles,Mercedes-Benz Cup,28/07/05,International,Outdoor,Hard,2nd Round,3,Agassi A.,Kim K.,6,78,2275,511,6,2,7,5,,,,,,,2,0,Completed,1.1,6.5,1.08,7.25,1.09,6.68,1.1,5,1.087,10.5
44,Los Angeles,Mercedes-Benz Cup,29/07/05,International,Outdoor,Hard,2nd Round,3,Muller G.,Fleishman Z.,75,345,515,91,6,3,7,5,,,,,,,2,0,Completed,1.39,2.75,1.4,2.85,1.4,2.85,1.35,2.7,1.437,3.09
44,Los Angeles,Mercedes-Benz Cup,29/07/05,International,Outdoor,Hard,2nd Round,3,Ginepri R.,Blake J.,63,108,595,390,6,3,7,6,,,,,,,2,0,Completed,1.44,2.62,1.6,2.3,1.58,2.28,1.5,2.2,1.613,2.53
44,Los Angeles,Mercedes-Benz Cup,29/07/05,International,Outdoor,Hard,Quarterfinals,3,Agassi A.,Srichaphan P.,6,44,2275,800,6,2,4,6,6,4,,,,,2,1,Completed,1.19,4.33,1.17,5,1.2,4.25,1.2,3.6,1.252,4.52
44,Los Angeles,Mercedes-Benz Cup,29/07/05,International,Outdoor,Hard,Quarterfinals,3,Chela J.I.,Malisse X.,47,62,730,598,6,4,7,6,,,,,,,2,0,Completed,2.1,1.66,2.3,1.62,2.4,1.55,1.9,1.7,2.48,1.633
44,Los Angeles,Mercedes-Benz Cup,30/07/05,International,Outdoor,Hard,Quarterfinals,3,Hrbaty D.,Mello R.,26,50,1181,688,4,6,7,6,6,2,,,,,2,1,Completed,1.33,3.25,1.35,3.2,1.3,3.35,1.35,2.7,1.366,3.53
44,Los Angeles,Mercedes-Benz Cup,30/07/05,International,Outdoor,Hard,Quarterfinals,3,Muller G.,Ginepri R.,75,63,515,595,7,6,7,5,,,,,,,2,0,Completed,3.39,1.3,3.55,1.3,3.1,1.35,2.9,1.3,3.89,1.313
44,Los Angeles,Mercedes-Benz Cup,31/07/05,International,Outdoor,Hard,Semifinals,3,Agassi A.,Chela J.I.,6,47,2275,730,6,4,6,2,,,,,,,2,0,Completed,1.16,4.5,1.17,5,1.22,3.98,1.2,3.6,1.195,5.72
44,Los Angeles,Mercedes-Benz Cup,31/07/05,International,Outdoor,Hard,Semifinals,3,Muller G.,Hrbaty D.,75,26,515,1181,4,6,7,6,6,1,,,,,2,1,Completed,3,1.36,2.9,1.4,2.85,1.4,2.7,1.35,3.11,1.433
44,Los Angeles,Mercedes-Benz Cup,31/07/05,International,Outdoor,Hard,The Final,3,Agassi A.,Muller G.,6,75,2275,515,6,4,7,5,,,,,,,2,0,Completed,1.14,5,1.15,5.5,1.17,4.67,1.15,4,1.181,5.96
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
