ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,CBW,CBL,EXW,EXL,IWW,IWL,PSW,PSL
44,Los Angeles,Mercedes-Benz Cup,25/07/05,International,Outdoor,Hard,1st Round,3,Kim K.,Carlsen K.,78,54,511,665,7,6,6,7,6,4,,,,,2,1,Completed,1.83,1.83,1.93,1.83,1.87,1.87,1.8,1.8,1.952,1.901
44,Los Angeles,Mercedes-Benz Cup,25/07/05,International,Outdoor,Hard,1st Round,3,Goldstein P.,Saulnier C.,70,59,546,623,6,4,6,4,,,,,,,2,0,Completed,1.57,2.25,1.55,2.4,1.53,2.395,,,1.585,2.61
44,Los Angeles,Mercedes-Benz Cup,25/07/05,International,Outdoor,Hard,1st Round,3,Chela J.I.,Baghdatis M.,47,73,730,534,6,7,6,3,6,4,,,,,2,1,Completed,1.83,1.83,2,1.77,2.1,1.7,1.7,1.9,2.16,1.794
44,Los Angeles,Mercedes-Benz Cup,25/07/05,International,Outdoor,Hard,1st Round,3,Mello R.,Grosjean S.,50,34,688,970,1,6,6,2,6,3,,,,,2,1,Completed,4,1.19,4.1,1.22,4.25,1.2,3.6,1.2,5.44,1.207
44,Los Angeles,Mercedes-Benz Cup,25/07/05,International,Outdoor,Hard,1st Round,3,Srichaphan P.,Ancic M.,44,30,800,1115,7,6,6,7,6,2,,,,,2,1,Completed,3.25,1.28,3.4,1.3,3.75,1.25,3.2,1.25,3.51,1.356
44,Los Angeles,Mercedes-Benz Cup,26/07/05,International,Outdoor,Hard,1st Round,3,Malisse X.,Lee H.T.,62,61,598,603,6,3,6,4,,,,,,,2,0,Completed,1.53,2.37,1.55,2.4,1.6,2.3,1.55,2.1,1.581,2.62
44,Los Angeles,Mercedes-Benz Cup,26/07/05,International,Outdoor,Hard,1st Round,3,Hadad A.,Mamiit C.,414,236,66,154,2,6,6,3,6,3,,,,,2,1,Completed,2.1,1.66,,,,,,,1.952,1.901
44,Los Angeles,Mercedes-Benz Cup,26/07/05,International,Outdoor,Hard,1st Round,3,Fleishman Z.,Spadea V.,345,42,91,810,4,6,6,2,6,4,,,,,2,1,Completed,4.5,1.16,4.4,1.2,,,4,1.15,5.44,1.202
44,Los Angeles,Mercedes-Benz Cup,26/07/05,International,Outdoor,Hard,1st Round,3,Hrbaty D.,Beck K.,26,43,1181,807,6,4,6,1,,,,,,,2,0,Completed,1.61,2.2,1.7,2.1,1.7,2.1,1.7,1.9,1.752,2.23
44,Los Angeles,Mercedes-Benz Cup,26/07/05,International,Outdoor,Hard,1st Round,3,Muller G.,de Chaunac S.,75,258,515,138,2,6,6,3,7,6,,,,,2,1,Completed,1.61,2.2,1.65,2.2,,,1.4,2.5,1.637,2.47
44,Los Angeles,Mercedes-Benz Cup,26/07/05,International,Outdoor,Hard,1st Round,3,Hernych J.,Bjorkman J.,64,100,590,408,6,4,6,4,,,,,,,2,0,Completed,1.72,2,1.83,1.93,1.85,1.9,1.85,1.75,1.781,2.18
