ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,CBW,CBL,EXW,EXL,IWW,IWL,PSW,PSL
61,Vienna,BA-CA Tennis Trophy,10/10/05,International Gold,Indoor,Hard,1st Round,3,Marach O.,Novak J.,127,35,339,950,6,4,6,3,,,,,,,2,0,Completed,3.75,1.22,3.85,1.25,3.35,1.3,3.2,1.25,3.56,1.35
61,Vienna,BA-CA Tennis Trophy,10/10/05,International Gold,Indoor,Hard,1st Round,3,Gonzalez F.,Berdych T.,20,50,1325,736,6,2,6,2,,,,,,,2,0,Completed,1.83,1.83,2,1.77,1.87,1.87,1.8,1.8,2.1,1.833
61,Vienna,BA-CA Tennis Trophy,10/10/05,International Gold,Indoor,Hard,1st Round,3,Eitzinger R.,Almagro N.,229,107,155,395,7,6,6,2,,,,,,,2,0,Completed,,,,,,,2.9,1.3,,
61,Vienna,BA-CA Tennis Trophy,10/10/05,International Gold,Indoor,Hard,1st Round,3,Henman T.,Dupuis A.,27,118,1100,363,7,5,6,3,,,,,,,2,0,Completed,1.19,4,1.22,4.1,1.28,3.46,1.25,3.2,1.308,3.95
61,Vienna,BA-CA Tennis Trophy,10/10/05,International Gold,Indoor,Hard,1st Round,3,Lapentti N.,Seppi A.,79,67,490,555,7,5,7,6,,,,,,,2,0,Completed,2.37,1.53,2.6,1.48,2.45,1.5,2.1,1.55,2.64,1.575
61,Vienna,BA-CA Tennis Trophy,10/10/05,International Gold,Indoor,Hard,1st Round,3,Lopez F.,Peya A.,23,266,1220,132,6,3,3,6,6,2,,,,,2,1,Completed,1.08,6.5,1.1,6.5,1.1,6.75,1.1,5,1.167,6.4
61,Vienna,BA-CA Tennis Trophy,11/10/05,International Gold,Indoor,Hard,1st Round,3,Minar I.,Kim K.,75,81,509,484,7,6,6,3,,,,,,,2,0,Completed,1.72,2,1.7,2.1,1.65,2.15,1.8,1.8,1.8,2.15
61,Vienna,BA-CA Tennis Trophy,11/10/05,International Gold,Indoor,Hard,1st Round,3,Stepanek R.,Horna L.,15,65,1480,590,6,7,6,0,6,3,,,,,2,1,Completed,1.36,2.87,1.45,2.7,1.44,2.67,1.3,2.9,1.476,2.9
61,Vienna,BA-CA Tennis Trophy,11/10/05,International Gold,Indoor,Hard,1st Round,3,Robredo T.,Mello R.,18,104,1350,398,7,5,3,6,6,2,,,,,2,1,Completed,1.16,4.5,1.16,5,1.15,5.2,1.15,4,1.198,5.55
61,Vienna,BA-CA Tennis Trophy,11/10/05,International Gold,Indoor,Hard,1st Round,3,Lisnard J.R.,Koubek S.,138,102,300,408,4,6,7,6,6,3,,,,,2,1,Completed,3,1.33,3.25,1.32,3.35,1.3,2.7,1.35,3.42,1.382
61,Vienna,BA-CA Tennis Trophy,11/10/05,International Gold,Indoor,Hard,1st Round,3,Haas T.,Zib T.,40,63,880,621,6,4,6,3,,,,,,,2,0,Completed,1.16,4.5,1.15,5.15,1.17,4.67,1.1,5,1.245,4.68
61,Vienna,BA-CA Tennis Trophy,11/10/05,International Gold,Indoor,Hard,1st Round,3,Ferrero J.C.,Wawrinka S.,22,60,1290,632,3,6,6,2,6,3,,,,,2,1,Completed,1.28,3.25,1.3,3.4,1.28,3.46,1.3,2.9,1.386,3.39
61,Vienna,BA-CA Tennis Trophy,12/10/05,International Gold,Indoor,Hard,1st Round,3,Ljubicic I.,Calleri A.,13,61,1530,632,6,4,6,3,,,,,,,2,0,Completed,1.14,5,1.2,4.4,1.2,4.25,1.25,3.2,1.227,5.01
