ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,CBW,CBL,EXW,EXL,IWW,IWL,PSW,PSL
4,Auckland,Heineken Open,09/01/05,International,Outdoor,Hard,1st Round,3,Acasuso J.,Benneteau J.,66,64,,,6,1,3,6,6,4,,,,,2,1,Completed,3.5,1.25,4.2,1.2,3.46,1.28,3,1.25,4.34,1.254
4,Auckland,Heineken Open,10/01/05,International,Outdoor,Hard,1st Round,3,Starace P.,Nielsen M.,73,617,,,6,4,6,4,,,,,,,2,0,Completed,1.25,3.5,,,1.3,3.35,1.2,3.3,1.323,3.65
4,Auckland,Heineken Open,10/01/05,International,Outdoor,Hard,1st Round,3,Gonzalez F.,Blake J.,23,96,,,7,6,6,1,,,,,,,2,0,Completed,1.83,1.83,2,1.77,2,1.75,1.75,1.75,2.11,1.763
4,Auckland,Heineken Open,10/01/05,International,Outdoor,Hard,1st Round,3,Saulnier C.,Muller G.,55,67,,,6,4,6,4,,,,,,,2,0,Completed,1.57,2.25,1.6,2.25,1.7,2.1,1.55,2,1.709,2.21
4,Auckland,Heineken Open,10/01/05,International,Outdoor,Hard,1st Round,3,Spadea V.,Sanchez D.,19,72,,,6,0,6,0,,,,,,,2,0,Completed,1.22,3.75,1.25,3.7,1.3,3.35,1.3,2.7,1.255,4.32
4,Auckland,Heineken Open,10/01/05,International,Outdoor,Hard,1st Round,3,Zabaleta M.,Jones G.D.,54,N/A,,,6,0,6,2,,,,,,,2,0,Completed,,,,,,,1.1,4.5,,
4,Auckland,Heineken Open,10/01/05,International,Outdoor,Hard,1st Round,3,Ginepri R.,Calleri A.,62,65,,,2,6,6,4,6,3,,,,,2,1,Completed,1.72,2,1.88,1.88,1.75,2,1.6,1.9,1.847,1.98
4,Auckland,Heineken Open,10/01/05,International,Outdoor,Hard,1st Round,3,Martin A.,Kohlschreiber P.,69,88,,,6,4,7,5,,,,,,,2,0,Completed,1.83,1.83,,,2.05,1.75,1.9,1.6,2.03,1.813
4,Auckland,Heineken Open,11/01/05,International,Outdoor,Hard,1st Round,3,Coria G.,Schalken S.,6,60,,,6,0,6,3,,,,,,,2,0,Completed,1.3,3.2,1.33,3.2,1.35,3.1,1.3,2.7,1.35,3.46
4,Auckland,Heineken Open,11/01/05,International,Outdoor,Hard,1st Round,3,Luzzi F.,Monaco J.,224,82,,,6,4,6,4,,,,,,,2,0,Completed,2.2,1.61,,,2.25,1.6,1.9,1.6,2.48,1.595
4,Auckland,Heineken Open,11/01/05,International,Outdoor,Hard,1st Round,3,Rochus O.,Horna L.,58,39,,,6,3,6,1,,,,,,,2,0,Completed,1.66,2.1,1.7,2.1,1.78,1.97,1.4,2.3,1.758,2.12
4,Auckland,Heineken Open,11/01/05,International,Outdoor,Hard,1st Round,3,Hrbaty D.,Nadal R.,20,50,,,6,3,,,,,,,,,1,0,Retired,1.66,2.1,1.7,2.1,1.75,2,1.7,1.8,1.73,2.17
