ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,CBW,CBL,EXW,EXL,IWW,IWL,PSW,PSL
4,Auckland,Heineken Open,11/01/05,International,Outdoor,Hard,1st Round,3,Chela J.I.,Garcia-Lopez G.,26,108,,,6,2,6,2,,,,,,,2,0,Completed,1.36,2.87,1.4,2.85,1.35,3.1,1.35,2.5,1.441,2.97
4,Auckland,Heineken Open,11/01/05,International,Outdoor,Hard,1st Round,3,Hernych J.,Ferrero J.C.,78,32,,,6,7,6,3,6,1,,,,,2,1,Completed,2.87,1.36,,,2.75,1.42,2.5,1.35,2.85,1.476
4,Auckland,Heineken Open,11/01/05,International,Outdoor,Hard,1st Round,3,Mello R.,Bjorkman J.,61,71,,,6,4,6,2,,,,,,,2,0,Completed,2.37,1.53,1.63,2.2,1.7,2.1,1.7,1.8,1.685,2.26
4,Auckland,Heineken Open,11/01/05,International,Outdoor,Hard,1st Round,3,Sluiter R.,Robredo T.,79,13,,,4,6,6,4,6,4,,,,,2,1,Completed,2.87,1.36,,,2.85,1.4,2.7,1.3,2.83,1.476
4,Auckland,Heineken Open,11/01/05,International,Outdoor,Hard,2nd Round,3,Coria G.,Saulnier C.,6,55,,,6,3,4,6,7,6,,,,,2,1,Completed,1.36,3,1.37,3,1.3,3.35,1.25,3,1.368,3.32
4,Auckland,Heineken Open,11/01/05,International,Outdoor,Hard,2nd Round,3,Rochus O.,Luzzi F.,58,224,,,6,2,6,3,,,,,,,2,0,Completed,1.28,3.5,1.28,3.55,1.3,3.34,1.3,2.7,1.299,3.85
4,Auckland,Heineken Open,12/01/05,International,Outdoor,Hard,2nd Round,3,Acasuso J.,Hrbaty D.,66,20,,,7,6,6,3,,,,,,,2,0,Completed,5,1.14,5,1.16,5.2,1.15,3.8,1.15,5.6,1.169
4,Auckland,Heineken Open,12/01/05,International,Outdoor,Hard,2nd Round,3,Hernych J.,Martin A.,78,69,,,6,4,6,2,,,,,,,2,0,Completed,1.72,2,1.65,2.2,1.7,2.05,1.65,1.85,1.662,2.31
4,Auckland,Heineken Open,12/01/05,International,Outdoor,Hard,2nd Round,3,Ginepri R.,Spadea V.,62,19,,,7,5,6,3,,,,,,,2,0,Completed,2.37,1.53,2.4,1.53,2.35,1.55,2,1.55,2.84,1.472
4,Auckland,Heineken Open,12/01/05,International,Outdoor,Hard,2nd Round,3,Chela J.I.,Mello R.,26,61,,,6,2,6,1,,,,,,,2,0,Completed,1.57,2.25,1.65,2.2,1.6,2.25,1.5,2.1,1.649,2.34
4,Auckland,Heineken Open,12/01/05,International,Outdoor,Hard,2nd Round,3,Starace P.,Sluiter R.,73,79,,,6,4,6,2,,,,,,,2,0,Completed,3,1.36,2.6,1.45,2.53,1.48,2.5,1.35,2.79,1.495
4,Auckland,Heineken Open,12/01/05,International,Outdoor,Hard,2nd Round,3,Gonzalez F.,Zabaleta M.,23,54,,,6,3,6,4,,,,,,,2,0,Completed,1.5,2.5,1.48,2.6,1.5,2.45,1.4,2.3,1.463,2.88
4,Auckland,Heineken Open,12/01/05,International,Outdoor,Hard,Quarterfinals,3,Rochus O.,Coria G.,58,6,,,6,4,6,4,,,,,,,2,0,Completed,2.75,1.39,3,1.37,2.6,1.45,2.2,1.45,2.77,1.493
4,Auckland,Heineken Open,13/01/05,International,Outdoor,Hard,Quarterfinals,3,Gonzalez F.,Ginepri R.,23,62,,,6,3,6,4,,,,,,,2,0,Completed,1.61,2.2,1.62,2.25,1.65,2.2,1.6,1.9,1.592,2.49
4,Auckland,Heineken Open,13/01/05,International,Outdoor,Hard,Quarterfinals,3,Chela J.I.,Starace P.,26,73,,,6,1,7,5,,,,,,,2,0,Completed,1.25,3.75,1.28,3.55,1.3,3.35,1.25,3,1.333,3.55
4,Auckland,Heineken Open,13/01/05,International,Outdoor,Hard,Quarterfinals,3,Hernych J.,Acasuso J.,78,66,,,6,4,7,5,,,,,,,2,0,Completed,1.61,2.2,1.57,2.35,1.58,2.28,1.5,2.1,1.578,2.53
4,Auckland,Heineken Open,14/01/05,International,Outdoor,Hard,Semifinals,3,Gonzalez F.,Chela J.I.,23,26,,,6,4,6,2,,,,,,,2,0,Completed,1.83,1.83,1.83,1.93,1.91,1.83,1.7,1.9,1.885,1.935
4,Auckland,Heineken Open,14/01/05,International,Outdoor,Hard,Semifinals,3,Rochus O.,Hernych J.,58,78,,,6,3,6,1,,,,,,,2,0,Completed,1.53,2.37,1.53,2.45,1.58,2.28,1.55,2.1,1.549,2.62
4,Auckland,Heineken Open,15/01/05,International,Outdoor,Hard,The Final,3,Gonzalez F.,Rochus O.,23,58,,,6,4,6,2,,,,,,,2,0,Completed,1.61,2.2,1.6,2.35,1.53,2.4,1.6,2,1.685,2.26
