ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,B&WW,B&WL,IWW,IWL,SBW,SBL
4,Auckland,Heineken Open,06/01/03,International,Outdoor,Hard,1st Round,3,Carlsen K.,Sa A.,64,65,6,7,7,5,6,4,,,,,2,1,Completed,1.727,2,1.75,1.75,1.65,1.85,,
4,Auckland,Heineken Open,06/01/03,International,Outdoor,Hard,1st Round,3,Coria G.,Sanchez D.,45,60,2,6,6,2,6,4,,,,,2,1,Completed,1.444,2.625,1.45,2.25,1.5,2.1,,
4,Auckland,Heineken Open,06/01/03,International,Outdoor,Hard,1st Round,3,Ferrer D.,Martin A.,58,66,6,3,6,2,,,,,,,2,0,Completed,2.2,1.615,2.05,1.55,1.9,1.6,,
4,Auckland,Heineken Open,07/01/03,International,Outdoor,Hard,1st Round,3,Gambill J.M.,Kratochvil M.,33,70,6,1,6,3,,,,,,,2,0,Completed,1.364,2.875,1.38,2.42,1.4,2.3,,
4,Auckland,Heineken Open,07/01/03,International,Outdoor,Hard,1st Round,3,Ginepri R.,Calleri A.,102,50,7,6,7,5,,,,,,,2,0,Completed,2.1,1.667,1.98,1.57,1.8,1.7,,
4,Auckland,Heineken Open,07/01/03,International,Outdoor,Hard,1st Round,3,Gonzalez F.,Lopez F.,17,62,3,6,7,6,6,2,,,,,2,1,Completed,1.364,2.875,1.22,3.3,1.3,2.7,,
4,Auckland,Heineken Open,06/01/03,International,Outdoor,Hard,1st Round,3,Hrbaty D.,Rea S.,51,983,6,4,6,2,,,,,,,2,0,Completed,,,1.09,4.75,1.1,4.5,,
4,Auckland,Heineken Open,07/01/03,International,Outdoor,Hard,1st Round,3,Koubek S.,Nielsen M.,40,302,6,3,6,2,,,,,,,2,0,Completed,1.143,5,1.12,4.35,1.2,3.3,,
4,Auckland,Heineken Open,07/01/03,International,Outdoor,Hard,1st Round,3,Kuerten G.,Verkerk M.,37,84,7,6,6,4,,,,,,,2,0,Completed,1.333,3,1.22,3.3,1.3,2.7,,
4,Auckland,Heineken Open,06/01/03,International,Outdoor,Hard,1st Round,3,Mantilla F.,Acasuso J.,77,43,6,3,7,5,,,,,,,2,0,Completed,1.571,2.25,1.41,2.35,1.55,2,,
