ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,CBW,CBL,GBW,GBL,IWW,IWL,SBW,SBL
4,Auckland,Heineken Open,07/01/02,International,Outdoor,Hard,1st Round,3,Bjorkman J.,Gaudio G.,61,46,7,6,6,1,,,,,,,2,0,Completed,,,1.55,2.25,1.52,2.25,1.5,2.1,1.615,2.2
4,Auckland,Heineken Open,07/01/02,International,Outdoor,Hard,1st Round,3,Clavet F.,Gambill J.M.,50,21,6,0,7,6,,,,,,,2,0,Completed,,,2.45,1.5,2.35,1.47,2.1,1.5,2.625,1.444
4,Auckland,Heineken Open,07/01/02,International,Outdoor,Hard,1st Round,3,Elseneer G.,Hrbaty D.,205,37,3,6,6,1,6,2,,,,,2,1,Completed,,,3,1.33,2.65,1.38,2.3,1.4,,
4,Auckland,Heineken Open,07/01/02,International,Outdoor,Hard,1st Round,3,Golmard J.,Willman D.,49,362,6,4,6,1,,,,,,,2,0,Completed,,,,,,,,,,
4,Auckland,Heineken Open,07/01/02,International,Outdoor,Hard,1st Round,3,Ivanisevic G.,Nieminen J.,12,59,7,6,6,3,,,,,,,2,0,Completed,,,,,,,,,,
4,Auckland,Heineken Open,07/01/02,International,Outdoor,Hard,1st Round,3,Kratochvil M.,Ginepri R.,44,176,6,3,6,2,,,,,,,2,0,Completed,,,1.35,2.9,1.42,2.5,1.45,2.2,1.286,3.25
4,Auckland,Heineken Open,07/01/02,International,Outdoor,Hard,1st Round,3,Mantilla F.,Koubek S.,36,64,7,6,6,2,,,,,,,2,0,Completed,,,1.7,2,1.55,2.2,1.55,2,,
4,Auckland,Heineken Open,07/01/02,International,Outdoor,Hard,1st Round,3,Nalbandian D.,Phau B.,45,201,4,6,6,4,6,3,,,,,2,1,Completed,,,1.67,2.05,1.55,2.15,1.5,2.1,,
4,Auckland,Heineken Open,07/01/02,International,Outdoor,Hard,1st Round,3,Nielsen M.,Vinciguerra A.,458,33,7,6,6,4,,,,,,,2,0,Completed,,,,,,,,,,
4,Auckland,Heineken Open,07/01/02,International,Outdoor,Hard,1st Round,3,Novak J.,Gaudenzi A.,28,52,7,5,6,3,,,,,,,2,0,Completed,,,1.25,3.5,1.27,3.15,1.25,3,1.3,3.2
