iter	Accuracy	MultiClass
122	0.9310344828	0.6495732986
123	0.9379310345	0.6472852573
124	0.9310344828	0.6446053524
125	0.9310344828	0.6431543352
126	0.9310344828	0.6411399655
127	0.9310344828	0.6389364846
128	0.9379310345	0.6369540071
129	0.9379310345	0.6353589031
130	0.9379310345	0.6327654615
131	0.9379310345	0.6306594105
132	0.9379310345	0.6287927585
133	0.9448275862	0.6270133103
134	0.9379310345	0.6250997947
135	0.9379310345	0.6228029934
136	0.9379310345	0.6208087362
137	0.9448275862	0.6185683433
138	0.9448275862	0.6168827582
139	0.9448275862	0.6148336715
140	0.9448275862	0.6131444351
141	0.9448275862	0.6115254432
142	0.9448275862	0.6096689446
143	0.9448275862	0.607999837
144	0.9448275862	0.6051580438
145	0.9448275862	0.6035755858
146	0.9448275862	0.6015789795
147	0.9448275862	0.5990598949
148	0.9448275862	0.5972388056
149	0.9448275862	0.5956024408
150	0.9448275862	0.5938989571
151	0.9448275862	0.5924298034
152	0.9448275862	0.5912278518
153	0.9448275862	0.589652018
154	0.9448275862	0.5889459586
155	0.9448275862	0.5874344462
156	0.9448275862	0.5856512717
157	0.9448275862	0.584352234
158	0.9448275862	0.5826319699
159	0.9448275862	0.5811150615
160	0.9448275862	0.5792558105
161	0.9448275862	0.5779317479
162	0.9448275862	0.5756199792
163	0.9448275862	0.5742705475
164	0.9448275862	0.5728912424
165	0.9448275862	0.571291869
166	0.9448275862	0.5701218615
167	0.9448275862	0.5685919557
168	0.9448275862	0.5670417419
169	0.9448275862	0.5653380254
170	0.9448275862	0.563848914
171	0.9448275862	0.5625911379
172	0.9448275862	0.5611586801
173	0.9448275862	0.5592219473
174	0.9448275862	0.5579292944
175	0.9448275862	0.5564840916
176	0.9448275862	0.5544631761
177	0.9448275862	0.5526077956
178	0.9448275862	0.5513112043
179	0.9448275862	0.5495029272
180	0.9448275862	0.5482018274
181	0.9448275862	0.5467615518
182	0.9448275862	0.5453542988
183	0.9448275862	0.5434587056
184	0.9448275862	0.5418548625
185	0.9448275862	0.540114856
186	0.9448275862	0.5387566804
187	0.9448275862	0.5377582313
188	0.9448275862	0.5361768378
189	0.9448275862	0.5346316046
190	0.9448275862	0.5333666511
191	0.9448275862	0.5322818445
192	0.9448275862	0.5307851154
193	0.9448275862	0.529459093
194	0.9448275862	0.5280123791
195	0.9448275862	0.5260355761
196	0.9448275862	0.5242352414
197	0.9448275862	0.5228923575
198	0.9448275862	0.5217525161
199	0.9448275862	0.5200642951
200	0.9448275862	0.5176566202
201	0.9448275862	0.5165593868
202	0.9448275862	0.5150882791
203	0.9448275862	0.513452391
204	0.9448275862	0.5120796144
205	0.9448275862	0.5109665275
206	0.9448275862	0.5096401427
207	0.9448275862	0.5082665405
208	0.9448275862	0.5060701625
209	0.9448275862	0.5045863518
210	0.9448275862	0.5032711347
211	0.9448275862	0.5020059449
212	0.9517241379	0.500239549
213	0.9517241379	0.4990400947
214	0.9517241379	0.4978669139
215	0.9448275862	0.4966076358
216	0.9517241379	0.4954007638
217	0.9517241379	0.4938417335
218	0.9517241379	0.4926275603
219	0.9586206897	0.4909619452
220	0.9586206897	0.4895582261
221	0.9586206897	0.4886279104
222	0.9586206897	0.4874678962
223	0.9586206897	0.4861008283
224	0.9586206897	0.4848199005
225	0.9586206897	0.4836256609
226	0.9517241379	0.481702159
227	0.9517241379	0.480781079
228	0.9517241379	0.4793380516
229	0.9586206897	0.4781050237
230	0.9517241379	0.4770785177
231	0.9586206897	0.4760510823
232	0.9586206897	0.4747626131
233	0.9586206897	0.4736367946
234	0.9586206897	0.4725787322
235	0.9586206897	0.4716555806
236	0.9586206897	0.4700052975
237	0.9586206897	0.4689103569
238	0.9586206897	0.4673943532
239	0.9586206897	0.4658419401
240	0.9655172414	0.4646471847
241	0.9655172414	0.4635362934
242	0.9724137931	0.4622820526
243	0.9655172414	0.4610513696
244	0.9724137931	0.4597110719
245	0.9724137931	0.4581637239
246	0.9724137931	0.4574805596
247	0.9724137931	0.4563060719
248	0.9724137931	0.4549915718
249	0.9724137931	0.4535841816
250	0.9724137931	0.4522679792
251	0.9724137931	0.4511842431
252	0.9724137931	0.4501306368
253	0.9724137931	0.4487527668
254	0.9724137931	0.4476817186
255	0.9724137931	0.4465202381
256	0.9724137931	0.4454943513
257	0.9724137931	0.4443141969
258	0.9724137931	0.4434068261
259	0.9724137931	0.4419850731
260	0.9724137931	0.4405610169
261	0.9724137931	0.4389555629
262	0.9724137931	0.4378138219
263	0.9724137931	0.4363435278
264	0.9724137931	0.4353136073
265	0.9724137931	0.4342812008
266	0.9724137931	0.4334134047
267	0.9724137931	0.4323391866
268	0.9724137931	0.4309928112
269	0.9724137931	0.4302030192
270	0.9724137931	0.4289303737
271	0.9724137931	0.4281858813
272	0.9724137931	0.4272548716
273	0.9724137931	0.4260583472
274	0.9793103448	0.4247057219
275	0.9793103448	0.4235700025
276	0.9793103448	0.4228417248
277	0.9793103448	0.4218694506
278	0.9793103448	0.4204536797
279	0.9793103448	0.4190684987
280	0.9793103448	0.4180854616
281	0.9793103448	0.4170963097
282	0.9793103448	0.4160149157
283	0.9793103448	0.4146780678
284	0.9793103448	0.413523801
285	0.9862068966	0.4122433803
286	0.9862068966	0.411186482
287	0.9862068966	0.4101385462
288	0.9862068966	0.409047915
289	0.9931034483	0.4078688372
290	0.9931034483	0.4065601177
291	0.9931034483	0.4052477776
292	0.9931034483	0.4043192835
293	0.9931034483	0.4031315556
294	0.9931034483	0.4017807196
295	0.9931034483	0.4007485185
296	0.9931034483	0.3997874066
297	0.9931034483	0.3986892451
298	0.9931034483	0.3976108626
299	0.9931034483	0.3966056168
300	0.9931034483	0.3955158798
301	0.9931034483	0.3947664291
302	0.9931034483	0.3938898048
303	0.9931034483	0.3928611165
304	0.9931034483	0.3919857367
305	0.9931034483	0.3909440147
306	0.9931034483	0.3897539726
307	0.9931034483	0.388975985
308	0.9931034483	0.3879942068
309	0.9931034483	0.386591434
310	0.9931034483	0.3851953358
311	0.9931034483	0.3839405634
312	0.9931034483	0.3827200239
313	0.9931034483	0.3815638215
314	0.9931034483	0.3809107545
315	0.9931034483	0.3800120159
316	0.9931034483	0.3792883878
317	0.9931034483	0.3782874836
318	0.9931034483	0.3771014747
319	0.9931034483	0.3761055389
320	0.9931034483	0.3750574811
321	0.9931034483	0.3740626309
322	0.9931034483	0.3729934675
323	0.9931034483	0.3721012038
324	0.9931034483	0.3711531644
325	0.9931034483	0.3705123811
326	0.9931034483	0.3690778055
327	0.9931034483	0.3679408444
328	0.9931034483	0.3668567406
329	0.9931034483	0.3657801683
330	0.9931034483	0.364856942
331	0.9931034483	0.3637344938
332	0.9931034483	0.3628592859
333	0.9931034483	0.361884061
334	0.9931034483	0.3612007501
335	0.9931034483	0.3602188018
336	0.9931034483	0.3595875579
337	0.9931034483	0.3586607993
338	0.9931034483	0.3575163735
339	0.9931034483	0.3564764862
340	0.9931034483	0.3555060491
341	0.9931034483	0.3546532047
342	0.9931034483	0.3538260086
343	0.9931034483	0.3527192949
344	0.9931034483	0.3516667105
345	0.9931034483	0.3508795793
346	0.9931034483	0.3497179878
347	0.9931034483	0.3487006133
348	0.9931034483	0.3476923924
349	0.9931034483	0.3468610371
350	0.9931034483	0.3456945181
351	0.9931034483	0.3445989515
352	0.9931034483	0.3434347271
353	0.9931034483	0.3424596379
354	0.9931034483	0.3416002853
355	0.9931034483	0.3406202284
356	0.9931034483	0.3395206212
357	0.9931034483	0.3383868467
358	0.9931034483	0.3375178194
359	0.9931034483	0.3367439107
360	0.9931034483	0.3356749414
361	0.9931034483	0.3347463783
362	0.9931034483	0.3339557496
363	0.9931034483	0.3332811621
364	0.9931034483	0.3325540775
365	0.9931034483	0.3317399093
366	0.9931034483	0.3307779139
367	0.9931034483	0.329884119
368	0.9931034483	0.3290657192
369	0.9931034483	0.3282884692
370	0.9931034483	0.3275528907
371	0.9931034483	0.3265556942
372	0.9931034483	0.325652025
373	0.9931034483	0.3246888656
374	0.9931034483	0.3238629656
375	0.9931034483	0.3229828715
376	0.9931034483	0.3219689789
377	0.9931034483	0.3207922282
378	0.9931034483	0.319921726
379	0.9931034483	0.318859761
380	0.9931034483	0.3179025228
381	0.9931034483	0.3170183865
382	0.9931034483	0.3159532443
383	0.9931034483	0.3151911163
384	0.9931034483	0.3142277751
385	0.9931034483	0.3133920431
386	0.9931034483	0.3125610672
387	0.9931034483	0.3117148274
388	0.9931034483	0.3107688526
389	0.9931034483	0.3098974034
390	0.9931034483	0.3090914615
391	0.9931034483	0.3081647427
392	0.9931034483	0.3074336181
393	0.9931034483	0.3066007506
394	0.9931034483	0.3057472634
395	0.9931034483	0.3048880732
396	0.9931034483	0.3039284223
397	0.9931034483	0.3030481851
398	0.9931034483	0.3021937365
399	0.9931034483	0.3013637842
400	0.9931034483	0.3006349894
401	0.9931034483	0.2997831147
402	1	0.2986537709
403	1	0.2977354315
404	1	0.296998728
405	1	0.2962349547
406	1	0.2954394094
407	1	0.2945595115
408	1	0.2938936085
409	1	0.2930765794
410	1	0.2924341176
411	1	0.2917516464
412	1	0.2910547336
413	1	0.2903275897
414	1	0.2895721842
415	1	0.2887602722
416	1	0.2877063004
417	1	0.2871103357
418	1	0.2863848929
419	1	0.2855714885
420	1	0.2849765022
421	1	0.2843024688
422	1	0.2836050861
423	1	0.2827880607
424	1	0.2821874919
425	1	0.2814114557
426	1	0.2806810747
427	1	0.2801048358
428	1	0.2793438492
429	1	0.2786526884
430	1	0.2779632227
431	1	0.2772082585
432	1	0.2765095081
433	1	0.2756408296
434	1	0.2750633023
435	1	0.2743851194
436	1	0.2736976112
437	1	0.273247391
438	1	0.2725785413
439	1	0.2718850533
440	1	0.2710785131
441	1	0.2704980053
442	1	0.2698117428
443	1	0.2692396276
444	1	0.2685130191
445	1	0.2678436025
446	1	0.2672664989
447	1	0.2667905187
448	1	0.2661962001
449	1	0.2654684833
450	1	0.2649343514
451	1	0.2641498203
452	1	0.2635267391
453	1	0.262831687
454	1	0.2620030341
455	1	0.2613945652
456	1	0.2607961142
457	1	0.2601584158
458	1	0.259568498
459	1	0.2590367172
460	1	0.2583604613
461	1	0.257741467
462	1	0.2572211272
463	1	0.2565877675
464	1	0.2560744896
465	1	0.2555085416
466	1	0.2548966477
467	1	0.2544361912
468	1	0.2539091229
469	1	0.2534118921
470	1	0.2528876528
471	1	0.2524053843
472	1	0.2518186126
473	1	0.251244493
474	1	0.2507694233
475	1	0.2501647668
476	1	0.2495192864
477	1	0.2489743564
478	1	0.2484895244
479	1	0.2480340226
480	1	0.2474995802
481	1	0.246859122
482	1	0.2464869365
483	1	0.2459173746
484	1	0.2454599165
485	1	0.245012157
486	1	0.2444255661
487	1	0.243739892
488	1	0.2431657213
489	1	0.2427154566
490	1	0.2422332986
491	1	0.2418424591
492	1	0.2411849843
493	1	0.2407326535
494	1	0.2399456338
495	1	0.2394213403
496	1	0.2389067766
497	1	0.2384738632
498	1	0.2380975021
499	1	0.2375386708
500	1	0.2370993651
501	1	0.2364370109
502	1	0.2358499735
503	1	0.235096282
504	1	0.2345813836
505	1	0.2340051668
506	1	0.233496729
507	1	0.2330847848
508	1	0.2326614264
509	1	0.2324175179
510	1	0.2319241204
511	1	0.2314130369
512	1	0.2307789036
513	1	0.2302288493
514	1	0.2298086152
515	1	0.229209401
516	1	0.2288684137
517	1	0.2284562301
518	1	0.2280107828
519	1	0.227609368
520	1	0.2271160917
521	1	0.2266889588
522	1	0.2262942946
523	1	0.2256889499
524	1	0.2252462729
525	1	0.2248673817
526	1	0.2244108033
527	1	0.2239765977
528	1	0.2233756763
529	1	0.2226881876
530	1	0.2222149149
531	1	0.2217252021
532	1	0.2212270579
533	1	0.2206508259
534	1	0.2202255331
535	1	0.2197341125
536	1	0.2192375834
537	1	0.2187890914
538	1	0.2181595241
539	1	0.2178355298
540	1	0.2173952235
541	1	0.2168914625
542	1	0.2164983909
543	1	0.2160884378
544	1	0.2156041196
545	1	0.2150853951
546	1	0.2146211389
547	1	0.2142529484
548	1	0.2138168676
549	1	0.2134333095
550	1	0.2131242726
551	1	0.2127606172
552	1	0.2123992965
553	1	0.2119909021
554	1	0.211693503
555	1	0.2113177043
556	1	0.210944919
557	1	0.2105918307
558	1	0.2102225621
559	1	0.2099249901
560	1	0.2093356917
561	1	0.2088985273
562	1	0.2085519715
563	1	0.2080187037
564	1	0.2076714379
565	1	0.2071444683
566	1	0.2067017676
567	1	0.2063118202
568	1	0.2059567186
569	1	0.2053617219
570	1	0.2050225934
571	1	0.2046732572
572	1	0.2041058639
573	1	0.2035984339
574	1	0.2032464557
575	1	0.2028602986
576	1	0.2024831179
577	1	0.2021745055
578	1	0.2016202672
579	1	0.2011736817
580	1	0.2007939655
581	1	0.2004878147
582	1	0.2000264263
583	1	0.1997550365
584	1	0.1993849791
585	1	0.1990255283
586	1	0.198773082
587	1	0.1982882937
588	1	0.1979243321
589	1	0.1975155223
590	1	0.1971928004
591	1	0.1967881823
592	1	0.1964744754
593	1	0.1961491782
594	1	0.1957165174
595	1	0.1953257199
596	1	0.1950142121
597	1	0.194546054
598	1	0.1941472092
599	1	0.193960167
600	1	0.1936522636
601	1	0.1935076214
602	1	0.1931915567
603	1	0.1927533564
604	1	0.1924032111
605	1	0.1921021084
606	1	0.1917745815
607	1	0.1912725371
608	1	0.190877912
609	1	0.1905103356
610	1	0.1901702973
611	1	0.1898747084
612	1	0.189572476
613	1	0.1892446774
614	1	0.1887549424
615	1	0.1885839845
616	1	0.1882553259
617	1	0.1879768489
618	1	0.1877049297
619	1	0.1874680667
620	1	0.1869645198
621	1	0.1866361372
622	1	0.1863835197
623	1	0.1860343541
624	1	0.1857557499
625	1	0.1854118982
626	1	0.1851360447
627	1	0.1847240413
628	1	0.1843486156
629	1	0.1842425882
630	1	0.1839633899
631	1	0.1836718314
632	1	0.1832770952
633	1	0.1828584435
634	1	0.1823943687
635	1	0.1820420108
636	1	0.1817050543
637	1	0.1813493016
638	1	0.1810164117
639	1	0.1806745191
640	1	0.1804101318
641	1	0.1800761075
642	1	0.1796601361
643	1	0.1794123873
644	1	0.1791454355
645	1	0.1788583942
646	1	0.17853175
647	1	0.1784084906
648	1	0.1780197436
649	1	0.1777572675
650	1	0.1774453559
651	1	0.1771755754
652	1	0.1768476876
653	1	0.1766885732
654	1	0.176331668
655	1	0.1760241879
656	1	0.1757450272
657	1	0.1754000641
658	1	0.1751645631
659	1	0.1750460766
660	1	0.1748042333
661	1	0.1745348624
662	1	0.1742673099
663	1	0.174018408
664	1	0.1735411491
665	1	0.1732819199
666	1	0.1730093037
667	1	0.1727514362
668	1	0.1725934239
669	1	0.1722676085
670	1	0.1720107975
671	1	0.1717620719
672	1	0.1714968332
673	1	0.1710584707
674	1	0.1709807443
675	1	0.1706949792
676	1	0.1704027217
677	1	0.1700342279
678	1	0.1697902154
679	1	0.1694963322
680	1	0.1691580676
681	1	0.1688949342
682	1	0.1685741079
683	1	0.1682973913
684	1	0.1680056736
685	1	0.1677872333
686	1	0.1674403518
687	1	0.1672211735
688	1	0.16692075
689	1	0.166676507
690	1	0.1662594464
691	1	0.166029942
692	1	0.1657303584
693	1	0.1655223811
694	1	0.1652227225
695	1	0.1650569381
696	1	0.1647658575
697	1	0.1645771945
698	1	0.1643127051
699	1	0.164030824
700	1	0.1636874281
701	1	0.1634536725
702	1	0.16317504
703	1	0.162867233
704	1	0.1625274957
705	1	0.1622362592
706	1	0.1620020635
707	1	0.1616952674
708	1	0.1614648662
709	1	0.1611854182
710	1	0.1609620524
711	1	0.1607591847
712	1	0.1605769155
713	1	0.1603601606
714	1	0.1601942495
715	1	0.1599436799
716	1	0.159743979
717	1	0.1595365429
718	1	0.1593117898
719	1	0.1592114801
720	1	0.1590802035
721	1	0.1588063005
722	1	0.1584909479
723	1	0.1581489247
724	1	0.1579031162
725	1	0.1576107792
726	1	0.1572354423
727	1	0.1569913386
728	1	0.1567072969
729	1	0.1564005468
730	1	0.156201919
731	1	0.1559853412
732	1	0.155671369
733	1	0.1553190223
734	1	0.1550562372
735	1	0.1548009503
736	1	0.154611671
737	1	0.1543507321
738	1	0.154139387
739	1	0.1537848423
740	1	0.1535308348
741	1	0.1533367362
742	1	0.1530852153
743	1	0.1528345484
744	1	0.1526361293
745	1	0.1524192641
746	1	0.1521496981
747	1	0.1518660124
748	1	0.1515904376
749	1	0.151395029
750	1	0.1511759707
751	1	0.1509753328
752	1	0.1506682159
753	1	0.1504061866
754	1	0.1501703337
755	1	0.1499794843
756	1	0.1497671248
757	1	0.1495794503
758	1	0.1493567252
759	1	0.1491571482
760	1	0.1488195188
761	1	0.1485814758
762	1	0.1483393147
763	1	0.1481938755
764	1	0.1480414869
765	1	0.1478248283
766	1	0.1476444547
767	1	0.147428169
768	1	0.1471996405
769	1	0.1469222371
770	1	0.1468164211
771	1	0.1466451116
772	1	0.1465249833
773	1	0.1463347611
774	1	0.1460264337
775	1	0.1457959414
776	1	0.1456820182
777	1	0.1454536585
778	1	0.1451985609
779	1	0.1450212165
780	1	0.1448830155
781	1	0.1446138061
782	1	0.1443280416
783	1	0.1441020668
784	1	0.1438786
785	1	0.143703399
786	1	0.1434811217
787	1	0.1433981004
788	1	0.1432219377
789	1	0.1429770208
790	1	0.1427360881
791	1	0.1424250608
792	1	0.1422514572
793	1	0.1421701262
794	1	0.1419637599
795	1	0.1417120723
796	1	0.1415159458
797	1	0.1412406409
798	1	0.140977212
799	1	0.1408071485
