ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,CBW,CBL,EXW,EXL,IWW,IWL,PSW,PSL
42,Stuttgart,Mercedes Cup,18/07/05,International Gold,Outdoor,Clay,1st Round,3,Kohlschreiber P.,Brzezicki J.P.,64,136,586,310,3,6,6,3,6,3,,,,,2,1,Completed,,,1.65,2.2,1.48,2.53,1.5,2.2,1.621,2.51
42,Stuttgart,Mercedes Cup,18/07/05,International Gold,Outdoor,Clay,1st Round,3,Ramirez-Hidalgo R.,Koubek S.,147,87,290,458,6,4,6,3,,,,,,,2,0,Completed,,,,,1.87,1.87,1.7,1.9,2.05,1.87
42,Stuttgart,Mercedes Cup,18/07/05,International Gold,Outdoor,Clay,1st Round,3,Zabaleta M.,Thron A.,93,1473,440,1,6,2,6,3,,,,,,,2,0,Completed,,,,,1.03,10.5,1.05,6,1.04,19.5
42,Stuttgart,Mercedes Cup,18/07/05,International Gold,Outdoor,Clay,1st Round,3,Simon G.,Montanes A.,132,84,329,469,6,7,6,1,6,1,,,,,2,1,Completed,2.87,1.36,3.1,1.35,2.85,1.4,2.9,1.3,3.25,1.408
42,Stuttgart,Mercedes Cup,18/07/05,International Gold,Outdoor,Clay,1st Round,3,Seppi A.,Mayer F.,77,83,506,469,7,6,6,3,,,,,,,2,0,Completed,1.61,2.2,1.62,2.25,1.67,2.12,1.6,2,1.671,2.39
42,Stuttgart,Mercedes Cup,18/07/05,International Gold,Outdoor,Clay,1st Round,3,Beck A.,di Mauro A.,357,105,85,397,6,4,6,3,,,,,,,2,0,Completed,4,1.19,3.85,1.25,3.35,1.3,4,1.15,4.05,1.299
42,Stuttgart,Mercedes Cup,18/07/05,International Gold,Outdoor,Clay,1st Round,3,Monaco J.,Summerer T.,67,168,556,249,6,1,6,4,,,,,,,2,0,Completed,1.16,4.5,1.16,5,1.17,4.67,1.15,4,1.222,5.1
42,Stuttgart,Mercedes Cup,19/07/05,International Gold,Outdoor,Clay,1st Round,3,Waske A.,Haehnel J.,121,108,357,386,7,5,6,2,,,,,,,2,0,Completed,1.53,2.37,1.65,2.2,1.7,2.1,1.6,2,1.709,2.31
42,Stuttgart,Mercedes Cup,19/07/05,International Gold,Outdoor,Clay,1st Round,3,Costa A.,Blanco G.,100,292,410,122,6,4,6,4,,,,,,,2,0,Completed,1.28,3.25,1.28,3.55,1.35,3.1,1.25,3.2,1.368,3.52
42,Stuttgart,Mercedes Cup,19/07/05,International Gold,Outdoor,Clay,1st Round,3,Zib T.,Greul S.,57,140,647,302,4,6,7,6,6,2,,,,,2,1,Completed,1.39,2.75,1.4,2.85,1.44,2.67,1.25,3.2,1.424,3.16
42,Stuttgart,Mercedes Cup,19/07/05,International Gold,Outdoor,Clay,1st Round,3,Verdasco F.,Almagro N.,58,82,640,472,7,6,6,0,,,,,,,2,0,Completed,1.5,2.5,1.55,2.4,1.65,2.15,1.45,2.35,1.613,2.53
