ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,CBW,CBL,EXW,EXL,PSW,PSL,UBW,UBL
42,Stuttgart,Mercedes Cup,16/07/07,International,Outdoor,Clay,1st Round,3,Pashanski B.,Garcia-Lopez G.,132,80,322,498,1,6,6,2,6,4,,,,,2,1,Completed,2.37,1.53,2.4,1.55,2.28,1.58,2.52,1.617,2.4,1.54
42,Stuttgart,Mercedes Cup,16/07/07,International,Outdoor,Clay,1st Round,3,Cilic M.,Becker B.,121,46,347,719,6,3,6,2,,,,,,,2,0,Completed,1.4,2.75,1.45,2.7,1.4,2.85,1.51,2.81,1.42,2.75
42,Stuttgart,Mercedes Cup,16/07/07,International,Outdoor,Clay,1st Round,3,Vanek J.,Navarro-Pastor I.,117,94,359,454,6,1,6,1,,,,,,,2,0,Completed,,,1.55,2.4,1.45,2.6,1.546,2.73,1.5,2.5
42,Stuttgart,Mercedes Cup,16/07/07,International,Outdoor,Clay,1st Round,3,Verdasco F.,Mayer F.,48,35,709,853,6,3,6,2,,,,,,,2,0,Completed,1.83,1.83,1.88,1.88,1.9,1.85,1.917,1.99,2,1.77
42,Stuttgart,Mercedes Cup,16/07/07,International,Outdoor,Clay,1st Round,3,Monfils G.,Robredo T.,56,7,637,2085,7,6,6,2,,,,,,,2,0,Completed,2.62,1.44,2.55,1.5,2.53,1.48,2.96,1.463,2.5,1.5
42,Stuttgart,Mercedes Cup,17/07/07,International,Outdoor,Clay,1st Round,3,Koubek S.,Acasuso J.,67,49,568,705,6,2,7,5,,,,,,,2,0,Completed,2.62,1.44,3,1.37,2.83,1.39,2.98,1.459,2.75,1.43
42,Stuttgart,Mercedes Cup,17/07/07,International,Outdoor,Clay,1st Round,3,Monaco J.,Hernych J.,29,115,945,364,6,2,6,1,,,,,,,2,0,Completed,1.16,4.5,1.18,4.65,1.15,5.2,1.164,6.51,1.15,5.1
42,Stuttgart,Mercedes Cup,17/07/07,International,Outdoor,Clay,1st Round,3,Chela J.I.,Mirnyi M.,19,90,1335,473,6,3,6,3,,,,,,,2,0,Completed,1.16,4.5,1.2,4.4,1.18,4.45,1.196,5.6,1.19,4.5
42,Stuttgart,Mercedes Cup,17/07/07,International,Outdoor,Clay,1st Round,3,Berdych T.,Lapentti N.,10,58,2045,616,6,1,6,1,,,,,,,2,0,Completed,1.12,5.5,1.14,5.4,1.13,5.5,1.148,7.14,1.13,5.6
42,Stuttgart,Mercedes Cup,17/07/07,International,Outdoor,Clay,1st Round,3,Wawrinka S.,Canas G.,50,16,690,1607,6,7,6,2,1,0,,,,,1,1,Retired,5.5,1.12,5.75,1.13,5.2,1.15,7.4,1.141,5.3,1.14
