ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment
42,Stuttgart,Mercedes Cup,17/07/00,International Gold,Outdoor,Clay,1st Round,3,Novak J.,Hrbaty D.,44,31,6,3,7,5,,,,,,,2,0,Completed
42,Stuttgart,Mercedes Cup,17/07/00,International Gold,Outdoor,Clay,1st Round,3,Schuettler R.,Vicente F.,68,35,6,4,4,6,6,3,,,,,2,1,Completed
42,Stuttgart,Mercedes Cup,17/07/00,International Gold,Outdoor,Clay,1st Round,3,Ilie A.,Arazi H.,55,36,4,6,6,2,7,6,,,,,2,1,Completed
42,Stuttgart,Mercedes Cup,17/07/00,International Gold,Outdoor,Clay,1st Round,3,Safin M.,Pavel A.,10,38,5,7,6,3,6,3,,,,,2,1,Completed
42,Stuttgart,Mercedes Cup,17/07/00,International Gold,Outdoor,Clay,1st Round,3,Elsner D.,Clavet F.,133,47,6,4,4,6,6,3,,,,,2,1,Completed
42,Stuttgart,Mercedes Cup,17/07/00,International Gold,Outdoor,Clay,1st Round,3,Kucera K.,Dosedel S.,50,58,6,2,6,1,,,,,,,2,0,Completed
42,Stuttgart,Mercedes Cup,17/07/00,International Gold,Outdoor,Clay,1st Round,3,Meligeni F.,Hantschk M.,101,93,6,1,6,2,,,,,,,2,0,Completed
42,Stuttgart,Mercedes Cup,17/07/00,International Gold,Outdoor,Clay,1st Round,3,Kafelnikov Y.,Boutter J.,5,102,7,6,6,7,7,6,,,,,2,1,Completed
42,Stuttgart,Mercedes Cup,17/07/00,International Gold,Outdoor,Clay,1st Round,3,Alami K.,Jonsson F.,34,108,0,6,7,6,6,2,,,,,2,1,Completed
42,Stuttgart,Mercedes Cup,17/07/00,International Gold,Outdoor,Clay,1st Round,3,El Aynaoui Y.,Vinck C.,15,123,6,1,7,6,,,,,,,2,0,Completed
42,Stuttgart,Mercedes Cup,17/07/00,International Gold,Outdoor,Clay,1st Round,3,Gaudio G.,Diaz J.,41,132,6,0,7,5,,,,,,,2,0,Completed
42,Stuttgart,Mercedes Cup,17/07/00,International Gold,Outdoor,Clay,1st Round,3,Squillari F.,Gonzalez F.,20,134,6,1,6,3,,,,,,,2,0,Completed
42,Stuttgart,Mercedes Cup,17/07/00,International Gold,Outdoor,Clay,1st Round,3,Norman M.,Phau B.,2,197,6,2,6,2,,,,,,,2,0,Completed
42,Stuttgart,Mercedes Cup,17/07/00,International Gold,Outdoor,Clay,1st Round,3,Haas T.,Miketa D.,22,208,3,6,7,5,6,2,,,,,2,1,Completed
42,Stuttgart,Mercedes Cup,17/07/00,International Gold,Outdoor,Clay,1st Round,3,Goellner M.K.,Hernych J.,330,315,6,1,6,3,,,,,,,2,0,Completed
42,Stuttgart,Mercedes Cup,17/07/00,International Gold,Outdoor,Clay,1st Round,3,Medvedev A.,Karbacher B.,48,442,6,3,6,2,,,,,,,2,0,Completed
42,Stuttgart,Mercedes Cup,17/07/00,International Gold,Outdoor,Clay,2nd Round,3,Elsner D.,Norman M.,133,2,4,6,7,6,6,4,,,,,2,1,Completed
42,Stuttgart,Mercedes Cup,17/07/00,International Gold,Outdoor,Clay,2nd Round,3,Medvedev A.,Kafelnikov Y.,48,5,6,7,7,5,6,3,,,,,2,1,Completed
42,Stuttgart,Mercedes Cup,17/07/00,International Gold,Outdoor,Clay,2nd Round,3,Ilie A.,Safin M.,55,10,7,6,7,6,,,,,,,2,0,Completed
42,Stuttgart,Mercedes Cup,17/07/00,International Gold,Outdoor,Clay,2nd Round,3,Kucera K.,El Aynaoui Y.,50,15,6,3,6,2,,,,,,,2,0,Completed
42,Stuttgart,Mercedes Cup,17/07/00,International Gold,Outdoor,Clay,2nd Round,3,Schuettler R.,Haas T.,68,22,7,5,2,1,,,,,,,1,0,Retired
42,Stuttgart,Mercedes Cup,17/07/00,International Gold,Outdoor,Clay,2nd Round,3,Gaudio G.,Alami K.,41,34,5,7,6,3,6,2,,,,,2,1,Completed
42,Stuttgart,Mercedes Cup,17/07/00,International Gold,Outdoor,Clay,2nd Round,3,Novak J.,Meligeni F.,44,101,6,3,6,2,,,,,,,2,0,Completed
42,Stuttgart,Mercedes Cup,17/07/00,International Gold,Outdoor,Clay,2nd Round,3,Squillari F.,Goellner M.K.,20,330,4,6,6,2,6,3,,,,,2,1,Completed
42,Stuttgart,Mercedes Cup,17/07/00,International Gold,Outdoor,Clay,Quarterfinals,3,Elsner D.,Novak J.,133,44,6,2,6,1,,,,,,,2,0,Completed
42,Stuttgart,Mercedes Cup,17/07/00,International Gold,Outdoor,Clay,Quarterfinals,3,Gaudio G.,Medvedev A.,41,48,6,1,7,6,,,,,,,2,0,Completed
42,Stuttgart,Mercedes Cup,17/07/00,International Gold,Outdoor,Clay,Quarterfinals,3,Squillari F.,Kucera K.,20,50,7,5,6,1,,,,,,,2,0,Completed
42,Stuttgart,Mercedes Cup,17/07/00,International Gold,Outdoor,Clay,Quarterfinals,3,Ilie A.,Schuettler R.,55,68,6,3,6,4,,,,,,,2,0,Completed
42,Stuttgart,Mercedes Cup,17/07/00,International Gold,Outdoor,Clay,Semifinals,3,Gaudio G.,Ilie A.,41,55,6,2,6,4,,,,,,,2,0,Completed
42,Stuttgart,Mercedes Cup,17/07/00,International Gold,Outdoor,Clay,Semifinals,3,Squillari F.,Elsner D.,20,133,7,6,7,6,,,,,,,2,0,Completed
42,Stuttgart,Mercedes Cup,17/07/00,International Gold,Outdoor,Clay,The Final,5,Squillari F.,Gaudio G.,20,41,6,2,3,6,4,6,6,4,6,2,3,2,Completed
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
