WTA,Location,Tournament,Date,Tier,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,Wsets,Lsets,Comment,B365W,B365L,PSW,PSL,MaxW,MaxL,AvgW,AvgL
41,Cincinnati,Western & Southern Financial Group Women's Open,16/08/2021,WTA1000,Outdoor,Hard,1st Round,3,Krejcikova B.,Kasatkina D.,10,27,4113,2335,6,3,6,2,,,2,0,Completed,1.57,2.37,1.6,2.48,1.63,2.55,1.57,2.4
41,Cincinnati,Western & Southern Financial Group Women's Open,16/08/2021,WTA1000,Outdoor,Hard,1st Round,3,Teichmann J.,Cirstea S.,65,40,1160,1734,6,2,6,0,,,2,0,Completed,2.37,1.57,2.42,1.63,2.45,1.75,2.3,1.63
41,Cincinnati,Western & Southern Financial Group Women's Open,16/08/2021,WTA1000,Outdoor,Hard,1st Round,3,Kvitova P.,Keys M.,12,26,3985,2575,7,5,6,4,,,2,0,Completed,1.72,2.1,1.76,2.17,1.76,2.63,1.62,2.3
41,Cincinnati,Western & Southern Financial Group Women's Open,16/08/2021,WTA1000,Outdoor,Hard,1st Round,3,Ostapenko J.,Zidansek T.,32,39,2120,1760,7,5,6,1,,,2,0,Completed,1.5,2.62,1.52,2.68,1.57,2.75,1.5,2.59
41,Cincinnati,Western & Southern Financial Group Women's Open,16/08/2021,WTA1000,Outdoor,Hard,1st Round,3,Watson H.,Sasnovich A.,67,90,1159,890,6,2,3,6,6,1,2,1,Completed,2.3,1.61,2.42,1.63,2.46,1.67,2.31,1.61
41,Cincinnati,Western & Southern Financial Group Women's Open,16/08/2021,WTA1000,Outdoor,Hard,1st Round,3,Badosa P.,Martic P.,31,34,2152,2005,4,6,6,4,7,6,2,1,Completed,1.44,2.75,1.52,2.69,1.52,2.9,1.46,2.72
41,Cincinnati,Western & Southern Financial Group Women's Open,17/08/2021,WTA1000,Outdoor,Hard,1st Round,3,Mertens E.,Podoroska N.,16,38,3580,1762,6,3,6,4,,,2,0,Completed,1.36,3.2,1.4,3.17,1.42,3.3,1.37,3.08
41,Cincinnati,Western & Southern Financial Group Women's Open,17/08/2021,WTA1000,Outdoor,Hard,1st Round,3,Putintseva Y.,Zhang S.,36,51,1910,1444,6,2,6,0,,,2,0,Completed,1.66,2.2,1.71,2.25,1.74,2.63,1.67,2.22
41,Cincinnati,Western & Southern Financial Group Women's Open,17/08/2021,WTA1000,Outdoor,Hard,1st Round,3,Rogers S.,Collins D.,43,28,1698,2290,6,4,2,1,,,1,0,Retired,2.62,1.5,2.52,1.58,2.75,1.62,2.46,1.54
41,Cincinnati,Western & Southern Financial Group Women's Open,17/08/2021,WTA1000,Outdoor,Hard,1st Round,3,Riske A.,Fernandez L.A.,37,70,1780,1096,6,2,6,2,,,2,0,Completed,4.33,1.22,4.1,1.27,4.33,1.51,3.77,1.27
