ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,CBW,CBL,GBW,GBL,IWW,IWL,SBW,SBL
39,Bastad,Swedish Open,09/07/01,International,Outdoor,Clay,1st Round,3,Acasuso J.,Sanchez D.,80,95,6,3,6,2,,,,,,,2,0,Completed,1.7,2,1.65,1.97,1.6,1.9,1.667,2.1
39,Bastad,Swedish Open,09/07/01,International,Outdoor,Clay,1st Round,3,Calleri A.,Gustafsson M.,89,67,6,3,6,3,,,,,,,2,0,Completed,1.85,1.85,1.75,1.85,1.6,1.9,1.833,1.833
39,Bastad,Swedish Open,09/07/01,International,Outdoor,Clay,1st Round,3,El Aynaoui Y.,Flygt K.,81,333,6,7,7,6,6,1,,,,,2,1,Completed,1.2,4,1.2,3.55,1.25,3,1.2,4
39,Bastad,Swedish Open,09/07/01,International,Outdoor,Clay,1st Round,3,Gaudenzi A.,Blanco G.,78,58,6,3,6,1,,,,,,,2,0,Completed,1.8,1.9,1.65,1.95,1.65,1.85,1.909,1.8
39,Bastad,Swedish Open,09/07/01,International,Outdoor,Clay,1st Round,3,Hipfl M.,Hrbaty D.,88,20,6,4,6,4,,,,,,,2,0,Completed,1.95,1.75,1.97,1.65,1.9,1.6,1.909,1.8
39,Bastad,Swedish Open,09/07/01,International,Outdoor,Clay,1st Round,3,Ilie A.,Larsson M.,66,194,6,3,4,6,6,4,,,,,2,1,Completed,1.95,1.75,1.75,1.85,1.7,1.8,2,1.727
39,Bastad,Swedish Open,09/07/01,International,Outdoor,Clay,1st Round,3,Meligeni F.,Knippschild J.,87,102,6,4,6,1,,,,,,,2,0,Completed,1.53,2.35,1.57,2.1,1.55,2,1.571,2.25
39,Bastad,Swedish Open,09/07/01,International,Outdoor,Clay,1st Round,3,Norman M.,Puerta M.,19,98,6,2,6,1,,,,,,,2,0,Completed,1.6,2.2,1.6,2.05,1.6,1.9,1.667,2.1
39,Bastad,Swedish Open,09/07/01,International,Outdoor,Clay,1st Round,3,Portas A.,Vlasov D.,26,288,6,2,6,0,,,,,,,2,0,Completed,,,1.1,4.85,1.15,3.8,,
39,Bastad,Swedish Open,09/07/01,International,Outdoor,Clay,1st Round,3,Robredo T.,Massu N.,54,76,6,3,6,4,,,,,,,2,0,Completed,1.48,2.45,1.35,2.7,1.5,2.1,1.533,2.375
