ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,CBW,CBL,GBW,GBL,IWW,IWL,SBW,SBL
37,Bastad,Swedish Open,08/07/02,International,Outdoor,Clay,1st Round,3,Calleri A.,Nieminen J.,56,41,6,1,6,4,,,,,,,2,0,Completed,1.667,2.1,1.75,2,1.7,1.9,1.6,1.9,1.727,2
37,Bastad,Swedish Open,08/07/02,International,Outdoor,Clay,1st Round,3,Canas G.,Vinciguerra A.,17,89,6,4,6,2,,,,,,,2,0,Completed,1.2,4,1.22,4,1.2,3.6,1.2,3.3,1.182,4.333
37,Bastad,Swedish Open,08/07/02,International,Outdoor,Clay,1st Round,3,Coutelot N.,Prpic F.,105,642,3,6,7,5,6,2,,,,,2,1,Completed,,,1.35,3,1.25,3.2,1.25,3,,
37,Bastad,Swedish Open,08/07/02,International,Outdoor,Clay,1st Round,3,Davydenko N.,Rochus C.,95,103,3,6,6,3,6,2,,,,,2,1,Completed,1.727,2,1.75,2,1.7,1.9,1.6,1.9,1.727,2
37,Bastad,Swedish Open,08/07/02,International,Outdoor,Clay,1st Round,3,El Aynaoui Y.,Burgsmuller L.,18,114,6,3,4,6,7,5,,,,,2,1,Completed,1.286,3.25,1.33,3.1,1.27,3.1,1.25,3,1.286,3.25
37,Bastad,Swedish Open,08/07/02,International,Outdoor,Clay,1st Round,3,Fraile G.,Gaudenzi A.,231,73,6,4,7,6,,,,,,,2,0,Completed,,,3,1.35,2.9,1.3,2.5,1.35,,
37,Bastad,Swedish Open,08/07/02,International,Outdoor,Clay,1st Round,3,Gonzalez F.,Larsson M.,42,160,7,5,6,3,,,,,,,2,0,Completed,,,,,,,,,,
37,Bastad,Swedish Open,08/07/02,International,Outdoor,Clay,1st Round,3,Hrbaty D.,di Pasquale A.,52,150,6,3,6,4,,,,,,,2,0,Completed,,,1.57,2.3,1.52,2.2,1.5,2.1,,
37,Bastad,Swedish Open,08/07/02,International,Outdoor,Clay,1st Round,3,Labadze I.,Hanescu V.,90,190,6,4,1,6,6,3,,,,,2,1,Completed,,,1.62,2.2,1.52,2.2,1.55,2,,
37,Bastad,Swedish Open,08/07/02,International,Outdoor,Clay,1st Round,3,Montanes A.,Vacek J.,57,67,7,5,6,3,,,,,,,2,0,Completed,1.444,2.625,1.33,3.1,1.4,2.5,1.4,2.3,1.5,2.5
37,Bastad,Swedish Open,08/07/02,International,Outdoor,Clay,1st Round,3,Moya C.,Rochus O.,21,60,6,3,6,4,,,,,,,2,0,Completed,1.286,3.25,1.35,3,1.28,3,1.35,2.5,1.333,3
37,Bastad,Swedish Open,08/07/02,International,Outdoor,Clay,1st Round,3,Norman M.,Bjorkman J.,159,49,1,6,6,3,6,4,,,,,2,1,Completed,1.571,2.25,1.55,2.35,1.57,2.1,1.55,2,1.571,2.25
