ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,CBW,CBL,EXW,EXL,IWW,IWL,PSW,PSL
36,Bastad,Swedish Open,05/07/04,International,Outdoor,Clay,1st Round,3,Monaco J.,Massu N.,110,13,4,6,6,3,6,2,,,,,2,1,Completed,2.25,1.57,2.15,1.65,2.1,1.7,1.9,1.6,2.25,1.69
36,Bastad,Swedish Open,05/07/04,International,Outdoor,Clay,1st Round,3,Chela J.I.,Lopez M.,16,126,6,4,6,0,,,,,,,2,0,Completed,1.28,3.25,1.36,3,,,1.3,2.7,1.362,3.36
36,Bastad,Swedish Open,05/07/04,International,Outdoor,Clay,1st Round,3,Labadze I.,Hellstrom M.,42,534,4,6,6,0,6,0,,,,,2,1,Completed,,,,,,,1.25,3.2,,
36,Bastad,Swedish Open,05/07/04,International,Outdoor,Clay,1st Round,3,Soderling R.,Pashanski B.,48,242,7,6,6,2,,,,,,,2,0,Completed,,,1.62,2.2,1.6,2.25,1.4,2.5,,
36,Bastad,Swedish Open,05/07/04,International,Outdoor,Clay,1st Round,3,Patience O.,Gabashvili T.,89,268,6,3,4,6,7,6,,,,,2,1,Completed,,,1.45,2.6,1.45,2.6,1.4,2.5,,
36,Bastad,Swedish Open,05/07/04,International,Outdoor,Clay,1st Round,3,Verdasco M.,Johansson T.,53,97,6,1,6,4,,,,,,,2,0,Completed,1.33,3,1.36,3,1.37,2.92,1.5,2.1,1.465,2.9
36,Bastad,Swedish Open,05/07/04,International,Outdoor,Clay,1st Round,3,Nieminen J.,Eleskovic E.,69,846,6,0,6,2,,,,,,,2,0,Completed,,,,,,,1.3,2.9,,
36,Bastad,Swedish Open,05/07/04,International,Outdoor,Clay,1st Round,3,Martin A.,Youzhny M.,65,41,7,5,6,3,,,,,,,2,0,Completed,1.833,1.833,1.88,1.88,1.75,2,1.9,1.7,1.909,1.909
36,Bastad,Swedish Open,06/07/04,International,Outdoor,Clay,1st Round,3,Vliegen K.,di Pasquale A.,107,370,6,4,6,2,,,,,,,2,0,Completed,2,1.727,1.9,1.85,2.05,1.75,2.1,1.5,1.8,2.05
36,Bastad,Swedish Open,06/07/04,International,Outdoor,Clay,1st Round,3,Robredo T.,Calleri A.,19,45,4,6,7,5,6,4,,,,,2,1,Completed,,,1.73,2.05,1.6,2.3,1.45,2.2,1.714,2.2
