ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,CBW,CBL,EXW,EXL,IWW,IWL,PSW,PSL
55,Ho Chi Min City,Vietnam Open,26/09/05,International,Indoor,Hard,1st Round,3,Phau B.,Do M.Q.,94,1422,427,2,6,4,6,2,,,,,,,2,0,Completed,,,,,,,1.05,6,1.103,8.68
55,Ho Chi Min City,Vietnam Open,26/09/05,International,Indoor,Hard,1st Round,3,Lu Y.H.,Dupuis A.,134,119,311,363,6,1,6,4,,,,,,,2,0,Completed,1.9,1.8,1.88,1.88,2.05,1.75,1.8,1.8,1.971,1.935
55,Ho Chi Min City,Vietnam Open,27/09/05,International,Indoor,Hard,1st Round,3,Moodie W.,Kohlschreiber P.,99,90,411,451,6,4,7,6,,,,,,,2,0,Completed,1.72,2,1.67,2.15,1.6,2.3,1.65,1.95,1.741,2.25
55,Ho Chi Min City,Vietnam Open,27/09/05,International,Indoor,Hard,1st Round,3,Mamiit C.,Thron A.,227,901,164,11,6,2,6,3,,,,,,,2,0,Completed,,,,,,,,,,
55,Ho Chi Min City,Vietnam Open,27/09/05,International,Indoor,Hard,1st Round,3,Vico U.,Tipsarevic J.,254,126,141,337,6,7,6,3,6,4,,,,,2,1,Completed,,,,,,,2.5,1.4,2.52,1.617
55,Ho Chi Min City,Vietnam Open,27/09/05,International,Indoor,Hard,1st Round,3,Burgsmuller L.,Pless K.,89,183,453,226,6,3,6,7,6,2,,,,,2,1,Completed,,,1.93,1.83,,,1.8,1.8,2.16,1.794
55,Ho Chi Min City,Vietnam Open,27/09/05,International,Indoor,Hard,1st Round,3,Arthurs W.,Brzezicki J.P.,97,148,420,281,7,6,7,6,,,,,,,2,0,Completed,1.39,2.75,1.45,2.7,1.5,2.45,1.45,2.35,1.559,2.69
55,Ho Chi Min City,Vietnam Open,27/09/05,International,Indoor,Hard,1st Round,3,Saulnier C.,Wessels P.,65,101,565,410,6,2,6,4,,,,,,,2,0,Completed,1.61,2.2,1.77,2,1.75,2.05,1.6,2,1.735,2.26
55,Ho Chi Min City,Vietnam Open,28/09/05,International,Indoor,Hard,1st Round,3,Vanek J.,Amritraj P.,103,277,409,127,6,7,7,6,6,4,,,,,2,1,Completed,1.39,2.75,,,1.35,3.1,1.45,2.35,1.4,3.3
55,Ho Chi Min City,Vietnam Open,28/09/05,International,Indoor,Hard,1st Round,3,Bjorkman J.,Carlsen K.,93,59,438,660,6,3,6,4,,,,,,,2,0,Completed,1.61,2.2,1.57,2.35,1.61,2.23,1.75,1.85,1.685,2.36
55,Ho Chi Min City,Vietnam Open,28/09/05,International,Indoor,Hard,1st Round,3,Waske A.,Sluiter R.,111,136,390,305,7,6,6,7,7,6,,,,,2,1,Completed,2.2,1.61,2.25,1.62,2.45,1.5,2.2,1.5,2.41,1.662
55,Ho Chi Min City,Vietnam Open,28/09/05,International,Indoor,Hard,1st Round,3,Stepanek R.,Lee H.T.,16,104,1420,408,7,6,6,1,,,,,,,2,0,Completed,1.44,2.62,1.5,2.55,1.55,2.35,1.5,2.2,1.581,2.62
55,Ho Chi Min City,Vietnam Open,28/09/05,International,Indoor,Hard,1st Round,3,Monaco J.,Tuksar S.,75,184,492,225,6,3,7,5,,,,,,,2,0,Completed,1.5,2.5,1.62,2.25,1.58,2.28,1.5,2.2,1.641,2.46
55,Ho Chi Min City,Vietnam Open,28/09/05,International,Indoor,Hard,1st Round,3,Puerta M.,Soeda G.,10,390,1727,75,6,4,6,7,6,4,,,,,2,1,Completed,,,,,,,1.2,3.6,,
55,Ho Chi Min City,Vietnam Open,28/09/05,International,Indoor,Hard,1st Round,3,Schuettler R.,Greul S.,91,128,450,336,6,7,6,3,6,1,,,,,2,1,Completed,,,,,,,1.35,2.7,,
