ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,CBW,CBL,GBW,GBL,IWW,IWL,SBW,SBL
19,Scottsdale,Franklin Templeton Tennis Classic,05/03/01,International,Outdoor,Hard,1st Round,3,Acasuso J.,Lee H.T.,109,80,6,4,1,6,7,6,,,,,2,1,Completed,2.9,1.36,2.25,1.45,2.3,1.4,2.75,1.4
19,Scottsdale,Franklin Templeton Tennis Classic,05/03/01,International,Outdoor,Hard,1st Round,3,Canas G.,O'Brien A.,135,255,6,7,6,2,6,2,,,,,2,1,Completed,1.9,1.8,1.75,1.8,1.75,1.75,1.727,2
19,Scottsdale,Franklin Templeton Tennis Classic,05/03/01,International,Outdoor,Hard,1st Round,3,Clavet F.,Agassi A.,40,4,6,1,6,7,7,5,,,,,2,1,Completed,3.75,1.22,4.5,1.1,4.5,1.1,5,1.143
19,Scottsdale,Franklin Templeton Tennis Classic,05/03/01,International,Outdoor,Hard,1st Round,3,Enqvist T.,El Aynaoui Y.,9,49,4,6,6,2,6,2,,,,,2,1,Completed,1.45,2.5,1.3,2.8,1.45,2.2,1.444,2.625
19,Scottsdale,Franklin Templeton Tennis Classic,05/03/01,International,Outdoor,Hard,1st Round,3,Fish M.,Chela J.I.,251,75,4,6,6,2,6,3,,,,,2,1,Completed,2.2,1.6,2.05,1.55,1.8,1.7,2.25,1.571
19,Scottsdale,Franklin Templeton Tennis Classic,05/03/01,International,Outdoor,Hard,1st Round,3,Fromberg R.,Sargsian S.,124,96,5,7,6,3,6,4,,,,,2,1,Completed,2.1,1.65,2,1.6,2,1.55,2.375,1.533
19,Scottsdale,Franklin Templeton Tennis Classic,05/03/01,International,Outdoor,Hard,1st Round,3,Gaudenzi A.,Schalken S.,98,29,6,4,7,5,,,,,,,2,0,Completed,2.45,1.48,2.25,1.45,2.3,1.4,2.375,1.533
19,Scottsdale,Franklin Templeton Tennis Classic,05/03/01,International,Outdoor,Hard,1st Round,3,Henman T.,Costa A.,10,31,6,1,6,2,,,,,,,2,0,Completed,1.25,3.5,1.25,3,1.2,3.2,1.333,3
19,Scottsdale,Franklin Templeton Tennis Classic,05/03/01,International,Outdoor,Hard,1st Round,3,Hewitt L.,Sanchez D.,6,86,6,1,6,3,,,,,,,2,0,Completed,1.08,6.25,1.1,4.5,1.05,5,1.1,6
19,Scottsdale,Franklin Templeton Tennis Classic,05/03/01,International,Outdoor,Hard,1st Round,3,Ilie A.,Sampras P.,43,3,3,6,7,6,6,4,,,,,2,1,Completed,4,1.2,3.8,1.15,3.8,1.15,4,1.2
19,Scottsdale,Franklin Templeton Tennis Classic,05/03/01,International,Outdoor,Hard,1st Round,3,Levy H.,Vemic D.,59,502,6,3,7,6,,,,,,,2,0,Completed,1.45,2.5,1.35,2.55,1.3,2.7,1.444,2.625
19,Scottsdale,Franklin Templeton Tennis Classic,05/03/01,International,Outdoor,Hard,1st Round,3,Massu N.,Blake J.,68,180,6,4,6,4,,,,,,,2,0,Completed,,,,,,,,
