ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,CBW,CBL,GBW,GBL,IWW,IWL,SBW,SBL
58,Tokyo,Japan Open,30/09/02,International Gold,Outdoor,Hard,1st Round,3,Arthurs W.,Knowle J.,53,97,2,6,6,3,6,2,,,,,2,1,Completed,1.333,3,1.3,3.25,1.34,2.85,1.3,2.7,,
58,Tokyo,Japan Open,30/09/02,International Gold,Outdoor,Hard,1st Round,3,Blake T.,Ferrer D.,316,59,4,6,7,5,7,5,,,,,2,1,Completed,2.625,1.444,2.3,1.57,2.2,1.56,2.1,1.5,,
58,Tokyo,Japan Open,30/09/02,International Gold,Outdoor,Hard,1st Round,3,Burgsmuller L.,Fukarek O.,77,136,6,3,6,3,,,,,,,2,0,Completed,1.4,2.75,1.47,2.55,1.45,2.55,1.45,2.2,,
58,Tokyo,Japan Open,30/09/02,International Gold,Outdoor,Hard,1st Round,3,Calleri A.,Kim A.,49,107,6,4,6,4,,,,,,,2,0,Completed,,,1.57,2.3,1.41,2.55,1.4,2.3,,
58,Tokyo,Japan Open,30/09/02,International Gold,Outdoor,Hard,1st Round,3,Carlsen K.,Okun N.,121,100,6,4,6,4,,,,,,,2,0,Completed,1.571,2.25,1.6,2.25,1.52,2.3,1.5,2.1,,
58,Tokyo,Japan Open,30/09/02,International Gold,Outdoor,Hard,1st Round,3,Chang M.,Clavet F.,126,90,7,5,4,6,6,3,,,,,2,1,Completed,1.727,2,,,1.81,1.83,1.75,1.75,,
58,Tokyo,Japan Open,30/09/02,International Gold,Outdoor,Hard,1st Round,3,Dent T.,Kondo H.,61,545,6,0,7,5,,,,,,,2,0,Completed,1.083,7,,,1.05,6.5,1.05,5,,
58,Tokyo,Japan Open,30/09/02,International Gold,Outdoor,Hard,1st Round,3,Dupuis A.,Luxa P.,85,361,6,3,6,4,,,,,,,2,0,Completed,1.444,2.625,1.53,2.4,1.46,2.4,1.45,2.2,,
58,Tokyo,Japan Open,30/09/02,International Gold,Outdoor,Hard,1st Round,3,Fish M.,Motomura G.,88,186,4,6,7,6,6,2,,,,,2,1,Completed,1.364,2.875,1.35,3.1,1.33,2.85,1.35,2.5,,
58,Tokyo,Japan Open,30/09/02,International Gold,Outdoor,Hard,1st Round,3,Golmard J.,Miyao J.,108,1071,6,0,6,0,,,,,,,2,0,Completed,1.083,7,1.08,7,1.07,6,1.05,5,,
58,Tokyo,Japan Open,30/09/02,International Gold,Outdoor,Hard,1st Round,3,Hrbaty D.,Terachi T.,46,315,6,1,6,2,,,,,,,2,0,Completed,1.167,4.5,,,1.15,4.2,1.15,3.8,,
58,Tokyo,Japan Open,30/09/02,International Gold,Outdoor,Hard,1st Round,3,Kohlmann M.,Bohaboy D.,132,283,6,1,6,3,,,,,,,2,0,Completed,1.4,2.75,1.33,3.15,1.31,3.15,1.3,2.7,,
58,Tokyo,Japan Open,30/09/02,International Gold,Outdoor,Hard,1st Round,3,Kucera K.,Abel M.,68,238,4,6,7,6,6,4,,,,,2,1,Completed,1.5,2.5,1.5,2.5,1.45,2.4,1.55,2,,
58,Tokyo,Japan Open,30/09/02,International Gold,Outdoor,Hard,1st Round,3,Larsson M.,Ancic M.,174,109,7,6,6,2,,,,,,,2,0,Completed,1.667,2.1,1.68,2.1,1.71,1.93,1.65,1.85,,
58,Tokyo,Japan Open,30/09/02,International Gold,Outdoor,Hard,1st Round,3,Lopez F.,Koubek S.,74,39,6,4,6,4,,,,,,,2,0,Completed,1.833,1.833,2,1.75,1.8,1.85,1.7,1.8,,
58,Tokyo,Japan Open,30/09/02,International Gold,Outdoor,Hard,1st Round,3,Mamiit C.,Simoni A.,99,151,6,3,3,6,6,2,,,,,2,1,Completed,1.533,2.375,1.6,2.25,1.56,2.15,1.55,2
58,Tokyo,Japan Open,30/09/02,International Gold,Outdoor,Hard,1st Round,3,Massu N.,Stepanek R.,60,73,5,7,6,3,6,2,,,,,2,1,Completed,1.5,2.5,1.55,2.35,1.43,2.5,1.4,2.3
58,Tokyo,Japan Open,30/09/02,International Gold,Outdoor,Hard,1st Round,3,Morrison J.,Norman D.,96,114,6,3,7,6,,,,,,,2,0,Completed,1.571,2.25,1.6,2.25,1.56,2.15,1.55,2
58,Tokyo,Japan Open,30/09/02,International Gold,Outdoor,Hard,1st Round,3,Norman M.,Bastl G.,212,127,6,3,6,0,,,,,,,2,0,Completed,1.615,2.2,1.62,2.2,1.55,2.5,1.55,2
58,Tokyo,Japan Open,30/09/02,International Gold,Outdoor,Hard,1st Round,3,Spadea V.,Crabb J.,66,215,6,2,6,4,,,,,,,2,0,Completed,1.286,3.25,1.35,3,1.26,3.3,1.25,3
58,Tokyo,Japan Open,30/09/02,International Gold,Outdoor,Hard,1st Round,3,Suzuki T.,Gambill J.M.,110,43,6,4,3,6,6,3,,,,,2,1,Completed,5,1.143,5,1.14,4,1.17,3.8,1.15
58,Tokyo,Japan Open,30/09/02,International Gold,Outdoor,Hard,1st Round,3,Vahaly B.,Delgado R.,102,124,6,4,6,3,,,,,,,2,0,Completed,2.1,1.667,2,1.75,1.93,1.73,1.85,1.65
58,Tokyo,Japan Open,30/09/02,International Gold,Outdoor,Hard,1st Round,3,Verkerk M.,Vacek J.,93,92,6,3,6,4,,,,,,,2,0,Completed,1.8,1.909,1.75,2,1.73,1.91,1.7,1.8
58,Tokyo,Japan Open,30/09/02,International Gold,Outdoor,Hard,1st Round,3,Waske A.,Onoda M.,137,452,6,7,7,6,6,2,,,,,2,1,Completed,1.286,3.25,,,1.25,3.25,1.25,3
58,Tokyo,Japan Open,30/09/02,International Gold,Outdoor,Hard,2nd Round,3,Carlsen K.,Hrbaty D.,121,46,6,4,6,4,,,,,,,2,0,Completed,2,1.727,1.9,1.85,2,1.66,1.9,1.6
58,Tokyo,Japan Open,30/09/02,International Gold,Outdoor,Hard,2nd Round,3,Chela J.I.,Mamiit C.,23,99,6,1,6,0,,,,,,,2,0,Completed,1.333,3.25,1.33,3.15,1.35,2.75,1.3,2.7
58,Tokyo,Japan Open,30/09/02,International Gold,Outdoor,Hard,2nd Round,3,Dent T.,Kohlmann M.,61,132,6,4,6,4,,,,,,,2,0,Completed,1.286,3.5,1.36,3,1.36,2.75,1.4,2.3
58,Tokyo,Japan Open,30/09/02,International Gold,Outdoor,Hard,2nd Round,3,Dupuis A.,Arthurs W.,85,53,7,6,7,6,,,,,,,2,0,Completed,,,,,2.3,1.5,,
58,Tokyo,Japan Open,30/09/02,International Gold,Outdoor,Hard,2nd Round,3,Golmard J.,Calleri A.,108,49,6,3,6,2,,,,,,,2,0,Completed,,,,,1.5,2.3,,
58,Tokyo,Japan Open,30/09/02,International Gold,Outdoor,Hard,2nd Round,3,Hewitt L.,Chang M.,1,126,6,2,6,2,,,,,,,2,0,Completed,1.111,6,1.08,7,1.11,5,1.1,4.5
58,Tokyo,Japan Open,30/09/02,International Gold,Outdoor,Hard,2nd Round,3,Kucera K.,Corretja A.,68,21,3,6,6,3,7,6,,,,,2,1,Completed,,,,,3.55,1.23,3,1.25
