WTA,Location,Tournament,Date,Tier,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,Wsets,Lsets,Comment,B365W,B365L,EXW,EXL,LBW,LBL,PSW,PSL,MaxW,MaxL,AvgW,AvgL
49,Tokyo,Toray Pan Pacific Open,17/09/18,Premier,Outdoor,Hard,1st Round,3,Kontaveit A.,Mladenovic K.,27,47,1665,1121,6,3,7,6,,,2,0,Completed,1.57,2.25,1.65,2.35,1.67,2.2,1.64,2.38,1.7,2.5,1.62,2.32
49,Tokyo,Toray Pan Pacific Open,17/09/18,Premier,Outdoor,Hard,1st Round,3,Gavrilova D.,Pliskova Kr.,33,101,1435,635,7,6,3,6,7,6,2,1,Completed,1.4,2.75,1.5,2.75,1.5,2.62,1.53,2.65,1.53,2.86,1.48,2.67
49,Tokyo,Toray Pan Pacific Open,17/09/18,Premier,Outdoor,Hard,1st Round,3,Muguruza G.,Bencic B.,14,39,3330,1353,6,2,6,4,,,2,0,Completed,1.4,2.75,1.43,3,1.4,2.75,1.48,2.84,1.5,3,1.43,2.88
49,Tokyo,Toray Pan Pacific Open,17/09/18,Premier,Outdoor,Hard,1st Round,3,Giorgi C.,Doi M.,37,170,1361,355,6,2,6,1,,,2,0,Completed,1.4,2.75,1.38,3,1.4,3,1.36,3.39,1.44,3.45,1.37,3.1
49,Tokyo,Toray Pan Pacific Open,17/09/18,Premier,Outdoor,Hard,1st Round,3,Cibulkova D.,Hibino N.,30,130,1560,479,6,1,5,7,6,3,2,1,Completed,1.28,3.5,1.35,3.5,1.33,3.4,1.3,3.82,1.36,3.9,1.3,3.54
49,Tokyo,Toray Pan Pacific Open,17/09/18,Premier,Outdoor,Hard,1st Round,3,Pavlyuchenkova A.,Sasnovich A.,28,31,1585,1485,6,3,6,4,,,2,0,Completed,1.66,2.1,1.73,2.2,1.67,2.2,1.77,2.15,1.8,2.25,1.72,2.14
49,Tokyo,Toray Pan Pacific Open,18/09/18,Premier,Outdoor,Hard,1st Round,3,Barty A.,Vandeweghe C.,17,49,2850,1108,4,6,6,3,7,5,2,1,Completed,1.3,3.4,1.33,3.6,1.33,3.4,1.37,3.36,1.37,3.7,1.33,3.39
49,Tokyo,Toray Pan Pacific Open,18/09/18,Premier,Outdoor,Hard,1st Round,3,Riske A.,Bouchard E.,75,115,807,550,6,4,6,4,,,2,0,Completed,1.9,1.8,2.05,1.85,2,1.8,2,1.89,2.06,1.92,1.98,1.84
49,Tokyo,Toray Pan Pacific Open,18/09/18,Premier,Outdoor,Hard,1st Round,3,Strycova B.,Diyas Z.,25,94,1990,660,6,4,6,4,,,2,0,Completed,1.66,2.1,1.8,2.1,1.8,2,1.79,2.13,1.84,2.2,1.76,2.08
49,Tokyo,Toray Pan Pacific Open,18/09/18,Premier,Outdoor,Hard,1st Round,3,Konta J.,Dabrowski G.,43,541,1170,54,6,2,6,0,,,2,0,Completed,1.07,9,1.07,10.5,1.06,10,1.08,9.49,1.08,11.5,1.07,9.22
49,Tokyo,Toray Pan Pacific Open,18/09/18,Premier,Outdoor,Hard,1st Round,3,Vekic D.,Stephens S.,45,9,1150,3912,6,4,6,4,,,2,0,Completed,2.75,1.4,2.95,1.45,2.75,1.44,2.88,1.47,3.05,1.5,2.8,1.44
49,Tokyo,Toray Pan Pacific Open,18/09/18,Premier,Outdoor,Hard,1st Round,3,Azarenka V.,Nara K.,63,125,951,488,6,4,7,5,,,2,0,Completed,1.14,5.5,1.16,5.9,1.14,5.5,1.18,5.49,1.19,6,1.16,5.34
