ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,CBW,CBL,EXW,EXL,IWW,IWL,PSW,PSL
58,Tokyo,Japan Open,03/10/05,International Gold,Outdoor,Hard,1st Round,3,Phau B.,Koubek S.,96,105,432,408,6,7,6,4,7,6,,,,,2,1,Completed,2.62,1.44,2.45,1.53,2.53,1.48,2.35,1.45,2.61,1.552
58,Tokyo,Japan Open,03/10/05,International Gold,Outdoor,Hard,1st Round,3,Baghdatis M.,Tipsarevic J.,81,130,480,327,6,4,6,4,,,,,,,2,0,Completed,1.61,2.2,1.6,2.3,1.6,2.3,1.55,2.1,1.637,2.47
58,Tokyo,Japan Open,03/10/05,International Gold,Outdoor,Hard,1st Round,3,Tursunov D.,Garcia-Lopez G.,129,87,332,465,3,6,6,4,6,1,,,,,2,1,Completed,1.53,2.37,1.6,2.3,,,1.5,2.2,1.69,2.35
58,Tokyo,Japan Open,03/10/05,International Gold,Outdoor,Hard,1st Round,3,Taino E.,Iwami T.,255,557,141,41,7,6,6,4,,,,,,,2,0,Completed,1.36,2.87,,,,,1.25,3.2,,
58,Tokyo,Japan Open,03/10/05,International Gold,Outdoor,Hard,1st Round,3,Kim K.,Gremelmayr D.,83,229,474,163,6,2,7,6,,,,,,,2,0,Completed,1.72,2,1.75,2.05,1.8,1.95,1.65,1.95,1.752,2.23
58,Tokyo,Japan Open,03/10/05,International Gold,Outdoor,Hard,1st Round,3,Karanusic R.,Udomchoke D.,155,144,264,295,7,6,6,4,,,,,,,2,0,Completed,2.25,1.57,2.35,1.57,2.3,1.6,2.35,1.45,2.61,1.585
58,Tokyo,Japan Open,03/10/05,International Gold,Outdoor,Hard,1st Round,3,Gambill J.M.,Wessels P.,186,106,214,408,6,2,5,7,6,3,,,,,2,1,Completed,2.25,1.57,2.55,1.5,2.85,1.4,2.2,1.5,2.8,1.5
58,Tokyo,Japan Open,03/10/05,International Gold,Outdoor,Hard,1st Round,3,Lapentti N.,Ittogi T.,82,1511,480,1,6,0,6,1,,,,,,,2,0,Completed,,,,,,,1.05,6,,
58,Tokyo,Japan Open,04/10/05,International Gold,Outdoor,Hard,1st Round,3,Moodie W.,Wang Y.T.,98,93,419,445,6,1,6,4,,,,,,,2,0,Completed,1.83,1.83,1.92,1.84,1.87,1.87,1.8,1.8,2.01,1.901
58,Tokyo,Japan Open,04/10/05,International Gold,Outdoor,Hard,1st Round,3,Vanek J.,Dlouhy L.,103,88,409,458,7,6,7,6,,,,,,,2,0,Completed,2.25,1.57,2.45,1.53,2.45,1.5,2.35,1.45,2.46,1.641
58,Tokyo,Japan Open,04/10/05,International Gold,Outdoor,Hard,1st Round,3,Sluiter R.,Burgsmuller L.,137,124,305,348,6,3,6,1,,,,,,,2,0,Completed,1.66,2.1,1.67,2.15,1.6,2.3,1.65,1.95,1.746,2.24
58,Tokyo,Japan Open,04/10/05,International Gold,Outdoor,Hard,1st Round,3,Waske A.,Gimelstob J.,100,107,414,408,3,6,7,6,7,6,,,,,2,1,Completed,2.25,1.57,2.35,1.57,2.3,1.6,2,1.6,2.39,1.671
58,Tokyo,Japan Open,04/10/05,International Gold,Outdoor,Hard,1st Round,3,Terachi T.,Kohlschreiber P.,431,91,64,451,6,3,7,6,,,,,,,2,0,Completed,3.5,1.25,4.4,1.2,4.25,1.2,3.6,1.2,5.06,1.224
58,Tokyo,Japan Open,04/10/05,International Gold,Outdoor,Hard,1st Round,3,Schuettler R.,Soeda G.,86,362,465,85,6,4,4,6,6,2,,,,,2,1,Completed,1.2,4,,,,,1.15,4,,
58,Tokyo,Japan Open,04/10/05,International Gold,Outdoor,Hard,1st Round,3,Popp A.,Motomura G.,276,274,127,129,6,2,6,4,,,,,,,2,0,Completed,1.61,2.2,1.67,2.15,1.65,2.2,1.55,2.1,1.654,2.43
58,Tokyo,Japan Open,04/10/05,International Gold,Outdoor,Hard,1st Round,3,Arthurs W.,Suzuki T.,97,218,420,173,6,3,1,6,7,6,,,,,2,1,Completed,1.66,2.1,1.7,2.1,1.7,2.1,1.7,1.9,1.84,2.09
58,Tokyo,Japan Open,04/10/05,International Gold,Outdoor,Hard,2nd Round,3,Baghdatis M.,Minar I.,81,73,480,509,6,4,6,2,,,,,,,2,0,Completed,,,1.77,2,1.7,2.1,,,1.781,2.18
58,Tokyo,Japan Open,04/10/05,International Gold,Outdoor,Hard,2nd Round,3,Phau B.,Spadea V.,96,56,432,700,6,4,7,5,,,,,,,2,0,Completed,,,2.45,1.53,2.6,1.45,,,2.57,1.599
58,Tokyo,Japan Open,04/10/05,International Gold,Outdoor,Hard,2nd Round,3,Kim K.,Vik R.,83,76,474,496,6,2,6,4,,,,,,,2,0,Completed,,,1.88,1.88,1.9,1.85,,,2.11,1.826
58,Tokyo,Japan Open,05/10/05,International Gold,Outdoor,Hard,2nd Round,3,Carlsen K.,Lapentti N.,64,82,595,480,7,6,7,6,,,,,,,2,0,Completed,2,1.72,2.1,1.7,2.15,1.65,2,1.6,2.29,1.719
58,Tokyo,Japan Open,05/10/05,International Gold,Outdoor,Hard,2nd Round,3,Puerta M.,Taino E.,10,255,1784,141,6,3,6,4,,,,,,,2,0,Completed,1.22,4,1.25,3.85,1.27,3.55,1.25,3.2,1.323,3.8
58,Tokyo,Japan Open,05/10/05,International Gold,Outdoor,Hard,2nd Round,3,Ginepri R.,Popp A.,21,276,1270,127,6,4,6,0,,,,,,,2,0,Completed,1.11,6,1.1,6.5,1.15,4.65,1.15,4,1.116,8.95
58,Tokyo,Japan Open,05/10/05,International Gold,Outdoor,Hard,2nd Round,3,Srichaphan P.,Terachi T.,57,431,700,64,6,1,6,4,,,,,,,2,0,Completed,1.07,7.5,1.08,7.25,1.07,7.19,1.1,5,1.103,8.75
58,Tokyo,Japan Open,05/10/05,International Gold,Outdoor,Hard,2nd Round,3,Muller G.,Waske A.,67,100,558,414,7,5,4,6,6,1,,,,,2,1,Completed,1.44,2.62,1.45,2.7,1.5,2.45,1.5,2.2,1.541,2.65
