ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,PSW,PSL,MaxW,MaxL,AvgW,AvgL
22,Marrakech,Grand Prix Hassan II,08/04/2019,ATP250,Outdoor,Clay,1st Round,3,Andreozzi G.,Ramos-Vinolas A.,90,84,655,685,6,3,7,6,,,,,,,2,0,Completed,2.37,1.53,2.47,1.6,2.7,1.63,2.42,1.56
22,Marrakech,Grand Prix Hassan II,08/04/2019,ATP250,Outdoor,Clay,1st Round,3,Simon G.,Kovalik J.,27,120,1340,476,6,4,6,1,,,,,,,2,0,Completed,1.36,3,1.41,3.1,1.42,3.38,1.37,3.07
22,Marrakech,Grand Prix Hassan II,08/04/2019,ATP250,Outdoor,Clay,1st Round,3,Edmund K.,Humbert U.,22,63,1680,819,6,3,6,2,,,,,,,2,0,Completed,1.2,4.33,1.21,4.9,1.22,5.05,1.19,4.55
22,Marrakech,Grand Prix Hassan II,08/04/2019,ATP250,Outdoor,Clay,1st Round,3,Daniel T.,Zverev M.,75,72,716,726,6,3,6,0,,,,,,,2,0,Completed,1.5,2.5,1.47,2.87,1.5,2.87,1.46,2.7
22,Marrakech,Grand Prix Hassan II,08/04/2019,ATP250,Outdoor,Clay,1st Round,3,Tsonga J.W.,Stebe C.M.,116,N/A,503,N/A,6,1,7,6,,,,,,,2,0,Completed,1.08,8,1.11,7.68,1.13,8,1.1,6.89
22,Marrakech,Grand Prix Hassan II,09/04/2019,ATP250,Outdoor,Clay,1st Round,3,Paire B.,Bedene A.,69,68,763,765,3,6,6,4,7,5,,,,,2,1,Completed,2,1.72,2.16,1.76,2.2,1.85,2.02,1.79
22,Marrakech,Grand Prix Hassan II,09/04/2019,ATP250,Outdoor,Clay,1st Round,3,Herbert P.H.,Fabbiano T.,50,94,944,648,6,7,6,4,6,1,,,,,2,1,Completed,1.53,2.37,1.63,2.42,1.67,2.45,1.6,2.34
22,Marrakech,Grand Prix Hassan II,09/04/2019,ATP250,Outdoor,Clay,1st Round,3,Menendez-Maceiras A.,Verdasco F.,139,38,408,1155,5,7,6,2,6,2,,,,,2,1,Completed,4.5,1.18,4.74,1.22,5.3,1.22,4.75,1.18
22,Marrakech,Grand Prix Hassan II,09/04/2019,ATP250,Outdoor,Clay,1st Round,3,Londero J.I.,Berlocq C.,66,177,782,299,6,2,6,4,,,,,,,2,0,Completed,1.5,2.5,1.54,2.62,1.57,2.66,1.52,2.53
22,Marrakech,Grand Prix Hassan II,09/04/2019,ATP250,Outdoor,Clay,1st Round,3,Munar J.,Bagnis F.,60,142,854,390,6,1,7,6,,,,,,,2,0,Completed,1.36,3,1.36,3.4,1.4,3.65,1.33,3.28
