Rank,Player Name,Player ID,Games Played,Total Tackles,Assists,Defensive sacks,Defensive Sack Yards,Fumbles Forced,Passes Defensed,Def. Interceptions,Def. Inceptions Touchdowns,Tackles for Loss,Defender Blitz,Quarterback Hits,Defensive Knockdowns,Defensive Hurries,Player Individual Pressures,Defensive Snaps (player totals)
79t,Shaquille Leonard,6526d36e5906546d2e988850,14,88,42,1,2,0,29,0,0,0,0,4,11,1,0,1,2,615
79t,Julian Blackmon,6393deea4e48fdec9c197c66,15,88,23,0,0,0,46,8,4,0,0,5,18,1,1,0,1,986
79t,Donovan Wilson,6393dfd4c7099552f74739a8,15,88,33,0,0,1,30,3,2,0,0,2,17,1,1,0,1,726
82,Budda Baker,6393e1a16dadddc838246495,12,87,29,0,0,0,30,0,0,0,0,5,14,0,0,1,1,761
83t,Nate Hobbs,6393ddad73e62c17f260d77a,13,86,27,1,8,1,83,7,1,0,0,6,14,2,0,0,1,774
83t,Roger McCreary,6391050a4241d1eb7fab8484,15,86,24,2,25,1,81,6,1,0,0,7,26,2,0,1,3,934
85t,Jason Pinnock,6393ddd04e48fdec9c1951b5,16,85,26,2,17,2,42,6,2,1,0,6,36,4,2,3,7,1009
85t,K'Von Wallace,6393dee2ffee7578cffb5313,17,85,27,0,0,0,43,6,1,0,0,1,12,1,1,1,2,808
85t,Zach Cunningham,6393e15573e62c17f2619f76,13,85,31,0,0,0,54,4,0,0,0,2,32,1,1,0,1,711
88t,Jalen Pitre,6391052f219d1455f3dff584,15,84,26,0,0,1,38,5,0,0,0,6,28,2,2,2,4,899
88t,Mike Hilton,6396389a40970877a430fe3a,17,84,20,2,2,0,69,8,2,0,0,12,34,2,1,0,3,873
88t,Tyrique Stevenson,6526d3c9a78ccf43a2e57f9e,16,84,21,0,0,2,116,16,4,0,0,1,0,0,0,0,0,825
88t,Deommodore Lenoir,6393dddb4e48fdec9c195ab0,17,84,26,0,0,0,95,10,3,0,0,1,12,0,0,0,0,974
92t,Tre'von Moehrig,6393dda773e62c17f260d151,17,83,18,2,13,0,44,8,3,0,0,1,6,2,0,0,2,1104
92t,Devin White,6393dfcd4e48fdec9c198575,14,83,34,2.5,19,0,43,6,2,0,0,5,75,9,6,4,13,886
92t,Danielle Hunter,6396392174bd36db118b4bcb,17,83,29,16.5,120,4,5,2,0,0,0,23,46,22,7,17,41,1003
95t,Isaiah McDuffie,6393ddc673e62c17f260e617,16,82,30,0.5,5,0,31,1,0,0,0,5,19,3,2,1,4,507
95t,Tony Adams,63910533219d1455f3dff682,15,82,28,0,0,0,29,5,3,0,0,6,4,0,0,2,2,877
95t,DeShon Elliott,6393e0e04e48fdec9c19d476,15,82,29,0,0,0,39,7,1,0,0,1,2,0,0,0,0,924
98t,Kyle Hamilton,63910570219d1455f3e014cd,15,81,18,3,36,1,63,13,4,1,0,10,30,4,1,3,7,930
98t,Kerby Joseph,63910533219d1455f3dff6b5,15,81,13,0,0,0,58,11,4,0,0,1,5,0,0,0,0,908
98t,DeForest Buckner,639638db8850e971e42c2a13,17,81,36,8,48,2,1,7,0,0,0,11,2,21,12,4,25,840
101t,Amani Hooker,6393dff0c7099552f7474ce7,13,80,16,0,0,1,57,7,1,0,0,3,7,0,0,1,1,865
101t,Trent McDuffie,63910562219d1455f3e0103c,16,80,20,3,24,5,76,7,0,0,0,3,54,9,7,4,14,972
103t,Kendall Fuller,639638d240970877a4311668,15,79,24,0,0,0,80,9,2,0,0,2,0,0,0,0,0,1015
103t,Keisean Nixon,6393dfcac7099552f7473591,17,79,21,0.5,4,0,81,6,1,0,0,3,3,1,0,0,1,805
103t,Devon Witherspoon,6526d3b12fa16ce9e61618d7,14,79,23,3,19,1,84,16,1,1,0,8,26,4,1,1,5,881
106t,Derrick Barnes,6393ddae73e62c17f260d9e8,16,78,39,1,12,1,35,0,0,0,0,5,67,5,4,3,8,702
106t,Drue Tranquill,6393e0214e48fdec9c19a902,16,78,25,4.5,19,2,30,1,0,0,0,7,49,7,2,1,8,577
106t,Carl Granderson,6393dfd54e48fdec9c198747,17,78,34,8.5,55,1,3,1,0,0,0,14,2,20,11,8,28,870
106t,Jalen Thompson,6393e0154e48fdec9c19a0f0,15,78,19,1,9,1,47,9,4,0,0,5,14,3,2,1,4,936
106t,Jerome Baker,6393e0eb4e48fdec9c19dc2e,13,78,27,1.5,0,0,46,3,2,1,0,2,41,4,2,2,6,713
106t,L'Jarius Sneed,6393deb2ffee7578cffb4bbe,16,78,18,0,0,0,100,14,2,0,0,5,12,3,3,0,3,985
112t,Myles Bryant,6393deee73e62c17f2611793,17,77,12,1,6,2,82,7,1,0,0,7,14,1,0,2,3,846
112t,Christian Rozeboom,6393df056dadddc83823e1d8,17,77,31,0,0,0,49,4,1,0,0,2,19,2,2,0,2,552
112t,Grant Delpit,6393dea273e62c17f260fab3,13,77,17,1.5,14.5,0,33,3,1,0,0,7,33,4,2,3,7,737
112t,Michael Hoecht,6526d3ae14f02fc45f54258f,17,77,36,6,43,1,31,2,0,0,0,7,9,11,4,5,16,952
116t,Paulson Adebo,6393deeeffee7578cffb599b,15,76,16,0,0,2,100,18,4,0,0,0,3,0,1,0,1,945
116t,Denzel Perryman,6396395474bd36db118b653b,12,76,31,0.5,4.5,0,39,3,0,0,0,6,20,2,1,2,4,566
116t,D.J. Reed,6393e0e14e48fdec9c19d55e,15,76,14,0,0,1,80,9,1,0,0,2,2,0,0,0,0,992
119t,Jabrill Peppers,6393e17a73e62c17f261a616,15,75,26,1,7,1,35,8,2,0,0,5,35,2,1,2,4,952
119t,Alontae Taylor,63910503219d1455f3dfe4a4,17,75,19,1,14,1,102,14,2,0,0,6,32,1,0,2,3,945
119t,Tyrann Mathieu,63965455926e4df2104a9077,17,75,25,0,0,0,46,9,4,1,0,0,9,1,0,1,1,1091
119t,De'Vondre Campbell,639638b7071a18e16babf26d,11,75,29,0,0,0,25,1,0,0,0,3,17,2,2,2,4,574
119t,Ryan Neal,6393e0b3c7099552f747a555,15,75,24,0,0,0,34,0,0,0,0,4,13,0,0,2,2,576
124t,Jonathan Owens,6526d3cba78ccf43a2e580d2,17,74,26,1,11,1,32,3,0,0,0,2,4,1,1,0,2,767
124t,Brian Branch,6526d3c92fa16ce9e6161fb2,15,74,24,1,6,1,73,13,3,1,0,7,31,3,2,5,8,734
124t,Khalil Mack,639653ae926e4df2104a6444,17,74,17,17,134,5,2,10,0,0,0,21,44,22,10,9,36,936
127t,Bradley Chubb,6393e0fe4e48fdec9c19e9b0,16,73,28,11,84,6,9,2,0,0,0,11,25,22,11,9,33,834
127t,Alohi Gilman,6393defa6dadddc83823de4d,14,73,24,0,0,3,49,10,2,0,0,2,2,0,0,0,0,927
127t,Jevon Holland,6393deef73e62c17f26118ef,12,73,22,0,0,3,38,4,1,1,0,3,5,0,0,1,1,707
130t,Jayron Kearse,639638cf071a18e16babfefb,16,72,24,1.5,6,0,38,4,1,0,0,4,22,3,1,1,4,811
130t,Elijah Molden,6393ddd84e48fdec9c195854,15,72,26,0,0,1,33,4,1,1,0,1,14,0,0,0,0,698
130t,Charvarius Ward,6393e0dac7099552f747b500,17,72,16,0,0,1,109,23,5,1,0,2,3,0,0,1,1,926
133t,Brandon Stephens,6393ddbf73e62c17f260e275,16,71,17,0,0,0,108,11,2,0,0,2,5,0,0,1,1,1071
133t,Khaleke Hudson,6393deca6dadddc83823cb85,17,71,30,1,3,0,35,2,0,0,0,5,22,2,1,1,3,403
135t,Harold Landry III,6393e0fb4e48fdec9c19e7cd,17,70,25,10.5,72.5,0,18,0,0,0,0,14,18,21,10,5,26,836
135t,Jonathon Cooper,6393ddb473e62c17f260dd2d,17,70,28,8.5,65.5,1,14,2,1,0,0,8,28,13,4,9,22,832
135t,Tyrel Dodson,6393dfd4c7099552f74739ed,17,70,17,2.5,11,1,35,2,0,0,0,8,36,6,3,1,7,546
135t,Justin Simmons,639638cb40970877a43114d1,15,70,17,1,15,2,48,8,3,0,0,2,6,0,0,0,1,981
139t,Andrew Van Ginkel,6393dfedc7099552f7474abf,17,69,27,6,37.5,0,25,8,1,1,0,8,40,19,10,3,20,726
139t,Jordan Battle,6526d385a78ccf43a2e57770,17,69,28,2,12,0,21,5,1,0,0,4,15,3,1,1,4,524
139t,Pat Surtain II,6393dd8d4e48fdec9c193936,17,69,10,0,0,0,91,12,1,0,0,0,5,0,0,0,0,1117
139t,DaRon Bland,63910518219d1455f3dfe95a,17,69,16,0,0,0,84,15,9,5,0,3,2,1,1,0,1,957
139t,Vonn Bell,639638ba40970877a4310cd3,13,69,27,0,0,0,27,2,1,0,0,0,2,1,1,0,1,776
144t,Stephon Gilmore,63965453926e4df2104a9058,17,68,14,0,0,1,95,13,2,0,0,0,0,0,0,0,0,993
144t,T.J. Watt,6393e1746dadddc838245413,17,68,20,19,122,4,8,8,1,0,0,19,23,36,18,12,50,924
144t,Rudy Ford,6393e1574e48fdec9c1a0524,13,68,24,0,0,0,28,6,2,0,0,0,3,0,0,0,0,623
147,Benjamin St-Juste,6393ddb2ffee7578cffb206b,16,67,15,1,3,2,106,17,1,0,0,1,5,1,0,0,1,1058
148t,Anfernee Jennings,6393dea4ffee7578cffb438f,15,66,17,1.5,10,0,15,0,0,0,0,14,55,4,3,2,7,672
148t,Geno Stone,6393dec64e48fdec9c19717a,17,66,24,0,0,0,44,9,7,0,0,0,11,0,0,1,1,944
148t,Marcus Epps,6393dfd54e48fdec9c198754,17,66,25,0,0,1,36,3,0,0,0,4,8,0,0,0,0,1029
148t,Josh Allen,6393dfcdc7099552f74735e9,17,66,23,17.5,126.5,2,9,1,1,0,0,17,58,33,13,14,46,881
152t,Cameron Sutton,6393e1544e48fdec9c1a024e,17,65,15,0,0,1,91,6,1,0,0,4,7,0,0,0,0,1071
152t,Akayleb Evans,6391050363b0801348babb9d,15,65,16,0,0,3,81,7,1,0,0,0,5,0,0,0,0,854
154t,Minkah Fitzpatrick,6393e0cbc7099552f747ac7c,10,64,21,0,0,0,32,3,0,0,0,1,15,0,0,1,1,545
154t,Zyon McCollum,639105a963b0801348baf9aa,17,64,19,0,0,2,92,9,0,0,0,1,0,0,0,1,1,776
154t,Christian Barmore,6393dd8d4e48fdec9c193929,17,64,25,8.5,60.5,1,0,6,0,0,0,13,0,16,4,6,19,747
154t,Deonte Banks,6526d3c72fa16ce9e6161f3a,15,64,11,0,0,0,96,11,2,0,0,2,1,0,0,0,0,842
154t,Micah Parsons,6393dec76dadddc83823c928,17,64,28,14,115,1,5,2,0,0,0,18,47,33,16,11,43,856
159t,Steven Nelson,6396395a8850e971e42c4694,17,63,15,0,0,0,70,12,4,0,0,0,1,0,0,0,0,1078
159t,Christian Wilkins,6393e00bc7099552f74757cc,17,63,27,9,71,1,3,2,0,0,0,10,0,23,14,6,30,892
159t,Asante Samuel Jr.,6393ddc84e48fdec9c1949d6,17,63,7,0,0,0,96,13,2,0,0,1,1,0,0,0,0,1111
159t,Christian Izien,6526d39014f02fc45f5419f6,17,63,18,0,0,1,58,2,2,0,0,3,56,2,3,2,5,713
159t,Percy Butler,6391054463b0801348bacdaa,15,63,29,0,0,1,32,8,0,0,0,2,6,0,0,0,0,830
159t,Sione Takitaki,6393e0216dadddc838240a41,15,63,20,2,11,0,28,3,1,0,0,3,32,3,1,1,4,565
159t,Kader Kohou,6526d3655906546d2e988548,17,63,11,1,12,0,83,10,0,0,0,5,15,5,4,0,5,935
159t,Zach Sieler,6526d3655906546d2e988580,17,63,31,10,61.5,1,3,4,1,1,0,11,0,22,9,7,27,854
159t,Adoree' Jackson,6393e1994e48fdec9c1a11e8,14,63,14,0,0,1,88,8,1,1,0,0,6,0,0,0,0,790
168t,Leonard Williams,63963957071a18e16bac0cfd,18,62,25,5.5,40,0,3,2,0,0,0,10,0,16,10,7,23,883
168t,A'Shawn Robinson,6396389974bd36db118b3c57,17,62,28,0,0,0,0,2,0,0,0,6,0,1,0,1,1,514
168t,Andre Cisco,6393ddcb4e48fdec9c194d95,15,62,20,0.5,3.5,1,47,5,4,0,0,1,12,1,0,1,2,847
168t,Michael Davis,6393e1ab4e48fdec9c1a1899,17,62,10,0,0,0,89,10,1,0,0,3,1,0,0,1,1,886
172t,Jamel Dean,6393dfce6dadddc83823fba4,13,61,15,0,0,0,56,4,0,0,0,0,8,0,0,0,0,708
172t,John Jenkins,639653e332e0836ab49da34a,17,61,37,1,4,0,1,4,0,0,0,4,0,2,1,1,3,594
172t,Quinnen Williams,6393dfcd6dadddc83823fb17,17,61,23,5.5,45,1,2,3,1,0,1,11,0,20,13,9,29,777
172t,Damontae Kazee,6393e1616dadddc8382449ae,14,61,15,0,0,0,43,3,2,0,0,0,4,0,0,0,0,768
172t,Byron Young,6526d3af14f02fc45f54266c,17,61,19,8,41,2,17,0,0,0,0,8,51,19,11,10,30,959
172t,Kyler Gordon,63910562219d1455f3e00fec,13,61,17,1,8,0,61,6,2,0,0,3,35,2,1,3,5,643
172t,Xavier Woods,6393e164c7099552f747d274,14,61,22,0,0,0,41,7,2,0,0,4,2,0,0,0,0,794
172t,Russ Yeast,6391052b63b0801348bac8a7,17,61,24,0,0,0,41,5,0,0,0,0,13,0,0,0,0,797
172t,Rasul Douglas,6393e16d6dadddc838244fb0,16,61,14,1,10,0,80,14,5,1,0,3,4,1,0,0,1,987
172t,Josh Woods,6393e0e94e48fdec9c19db29,11,61,28,0.5,3,1,29,1,0,0,0,2,12,1,0,1,2,567
182t,Tyson Campbell,6393dd89c7099552f7470df6,11,60,19,0,0,1,62,5,1,0,0,2,1,0,0,0,0,588
182t,Zach Allen,6393e007c7099552f74755a6,17,60,33,5,44.5,1,1,1,0,0,0,8,0,24,13,7,27,909
182t,D.J. Wonnum,6393de9e4e48fdec9c19654d,15,60,29,8,54.5,0,8,6,0,0,0,7,48,15,4,8,21,823
182t,Nick Bolton,6393dd88c7099552f7470d29,8,60,22,0,0,0,32,3,1,0,0,1,23,1,1,1,2,438
182t,Tashaun Gipson Sr.,6396545b215be9feb896b057,16,60,19,1,9,0,27,3,1,0,0,3,9,1,0,0,1,968
187t,Martin Emerson Jr.,6391050b63b0801348babdcc,16,59,14,0,0,0,79,14,4,0,0,1,0,0,0,0,0,855
187t,Donte Jackson,6393e0cac7099552f747ab2e,16,59,10,0,0,1,67,5,0,0,0,5,2,0,0,0,0,900
187t,Jack Sanborn,639105334241d1eb7fab9091,17,59,22,1,5,0,26,2,1,0,0,7,16,1,0,2,3,411
190t,Sam Hubbard,6393e0eb4e48fdec9c19dc77,15,58,20,6,38,0,5,0,0,0,0,7,3,17,11,5,22,711
190t,Isaiah Oliver,6393e10673e62c17f2618503,17,58,19,0,0,0,50,2,1,0,0,2,19,3,3,0,3,500
190t,Willie Gay,6393dea74e48fdec9c1968b2,16,58,14,1,13,1,29,4,1,0,0,4,37,3,2,2,5,622
193t,Samson Ebukam,6393e12f73e62c17f26191a3,17,57,18,9.5,66.5,3,8,1,0,0,0,10,10,17,8,3,21,703
193t,Kobie Turner,6526d3af14f02fc45f542608,17,57,28,9,77.5,0,2,2,0,0,0,8,0,16,5,4,20,692
193t,Sauce Gardner,6391054863b0801348bad192,16,57,16,0,0,1,55,11,0,0,0,2,2,0,0,0,0,1047
193t,Sean Murphy-Bunting,6393e0184e48fdec9c19a381,14,57,15,0,0,2,69,8,2,0,0,3,4,0,0,1,1,838
193t,Henry To'oTo'o,6526d3785906546d2e988c24,14,57,26,0,0,1,33,2,0,0,0,2,15,1,1,3,4,430
193t,Tracy Walker III,6393e0ee73e62c17f2617bb0,17,57,17,1,8,1,30,2,0,0,0,1,8,3,2,2,5,538
193t,Alex Highsmith,6393deb873e62c17f261045f,17,57,23,7,44.5,2,11,3,2,1,0,8,61,18,11,7,26,903
193t,Montez Sweat,6393dfd2c7099552f747387b,17,57,19,12.5,78.5,3,1,4,0,0,0,14,0,25,13,11,40,761
193t,Byron Murphy Jr.,6393e015c7099552f7475ef0,14,57,14,0,0,1,101,13,3,0,0,4,13,0,0,0,0,903
193t,Chidobe Awuzie,6393e19d4e48fdec9c1a12c7,15,57,14,0,0,1,57,6,0,0,0,2,2,0,0,0,0,721
193t,Khalen Saunders,6393e0256dadddc838240c5e,17,57,33,0,0,0,0,1,0,0,0,1,0,2,2,0,2,520
193t,Leo Chenal,639105334241d1eb7fab90c7,17,57,25,3,17,0,19,1,0,0,0,8,24,7,4,4,11,445
193t,Darius Slay,639653e632e0836ab49da582,12,57,9,0,0,0,80,14,2,1,0,1,0,0,0,0,0,802
206t,Justin Madubuike,6393dea6ffee7578cffb4480,17,56,18,13,89.5,2,3,0,0,0,0,12,0,33,16,3,33,752
206t,Davon Godchaux,6393e1574e48fdec9c1a0460,17,56,32,0,0,0,1,0,0,0,0,2,0,1,1,3,4,681
206t,Nick Scott,6393dff173e62c17f2613ed0,17,56,22,0,0,0,33,0,0,0,0,1,22,1,1,1,2,566
206t,Calais Campbell,63966f860e5a072d769cc1ca,17,56,24,6.5,29,1,3,1,0,0,1,10,0,17,10,7,24,710
210t,Jerry Jacobs,6393dd90c7099552f7471416,15,55,6,0,0,0,82,8,3,0,0,2,4,1,1,1,2,740
210t,Marcus Williams,6393e19d6dadddc83824639f,11,55,20,0,0,0,37,8,1,0,0,1,1,0,0,0,0,632
210t,Jermaine Johnson,63910550219d1455f3e00700,17,55,19,7.5,50,1,5,7,1,1,0,11,26,16,7,9,25,745
