Rank,Player Name,Player ID,Qualified Receiving Leader,Games Played,Receiving Targets,Receptions,Receiving Yards,Receiving Touchdowns,Targets Per Game,Receiving Yards Per Game,Yards Per Reception,1st Down Pct. on Receptions,Average Yards at Catch,Average Yards After Catch,Offensive Receiver Drop,Broken Tackles
181,Treylon Burks,6391050e63b0801348babedf,0,11,30,16,221,0,2.72727273,20.09090909,13.8125,50,9.375,4.4375,3,1
182,Brevin Jordan,6393ddcd73e62c17f260ea9b,0,14,21,17,219,2,1.5,15.64285714,12.88235294,76.470588,5.58823529,7.29411765,1,1
183,Bo Melton,6391053b4241d1eb7fab96e7,0,5,24,16,218,1,4.8,43.6,13.625,81.25,11.3125,2.3125,1,3
184t,D'Andre Swift,6393dea16dadddc83823c47d,1,16,49,39,214,1,3.0625,13.375,5.48717949,20.512821,-1.35897436,6.84615385,1,23
184t,Derrick Henry,6396389974bd36db118b3c4f,0,17,36,28,214,0,2.11764706,12.58823529,7.64285714,25,-2.17857143,9.82142857,1,24
186,Josh Oliver,6393dfd74e48fdec9c198820,0,17,28,22,213,2,1.64705882,12.52941176,9.68181818,54.545455,2.31818182,7.36363636,0,1
187t,Roschon Johnson,6526d3caa78ccf43a2e5803c,1,15,40,34,209,0,2.66666667,13.93333333,6.14705882,17.647059,-1.11764706,7.26470588,1,9
187t,Van Jefferson,6393dea24e48fdec9c196635,0,17,43,20,209,0,2.52941176,12.29411765,10.45,50,9.35,1.1,3,1
187t,Zach Charbonnet,6526d3b02fa16ce9e6161848,0,16,40,33,209,0,2.5,13.0625,6.33333333,21.212121,-1.18181818,7.51515152,2,12
190,Pharaoh Brown,6393e1a1c7099552f747e6b8,0,17,15,13,208,1,0.88235294,12.23529412,16,61.538462,6.69230769,9.30769231,0,2
191,Will Mallory,6526d36d5906546d2e988768,0,12,26,18,207,0,2.16666667,17.25,11.5,61.111111,6.55555556,4.94444444,0,0
192t,Kyren Williams,63910570219d1455f3e014a5,0,12,48,32,206,3,4,17.16666667,6.4375,28.125,-0.625,8.59375,4,24
192t,Justice Hill,6393dfe44e48fdec9c199201,0,16,39,28,206,1,2.4375,12.875,7.35714286,28.571429,-1.10714286,8.46428571,2,13
194,Adam Trautman,6526d35114f02fc45f540ef2,0,17,35,22,204,3,2.05882353,12,9.27272727,45.454545,4.81818182,4.45454545,0,2
195,De'Von Achane,6526d3655906546d2e988550,0,11,37,27,197,3,3.36363636,17.90909091,7.2962963,37.037037,-2.40740741,9.7037037,0,16
196,Jake Bobo,6526d3b02fa16ce9e616184c,0,17,25,19,196,2,1.47058824,11.52941176,10.31578947,47.368421,5.73684211,4.57894737,0,1
197,Tommy Tremble,6393ddd14e48fdec9c1952ee,0,16,32,23,194,3,2,12.125,8.43478261,43.478261,4.30434783,4.13043478,0,3
198t,Foster Moreau,6393dfcd4e48fdec9c198566,0,15,25,21,193,1,1.66666667,12.86666667,9.19047619,42.857143,4.61904762,4.57142857,1,1
198t,Devin Singletary,6393dfe44e48fdec9c1990e4,0,17,38,30,193,0,2.23529412,11.35294118,6.43333333,23.333333,-0.8,7.23333333,2,12
198t,Tyler Allgeier,6391056e4241d1eb7fab98f7,0,17,23,18,193,1,1.35294118,11.35294118,10.72222222,33.333333,-1.33333333,12.05555556,2,17
201t,Alexander Mattison,6393dfd2c7099552f7473904,0,16,44,30,192,3,2.75,12,6.4,16.666667,0.36666667,6.03333333,7,6
201t,Jerick McKinnon,6396533f57b9fbc69ebb9e9e,0,12,32,25,192,4,2.66666667,16,7.68,40,-1.04,8.72,3,1
201t,Zack Moss,6393deea4e48fdec9c197c75,0,14,37,27,192,2,2.64285714,13.71428571,7.11111111,37.037037,0.11111111,7,5,6
204,Clyde Edwards-Helaire,6393dea373e62c17f260fb48,0,15,22,17,188,1,1.46666667,12.53333333,11.05882353,41.176471,-2.35294118,13.41176471,1,9
205,Zach Ertz,63965411926e4df2104a8470,0,7,43,27,187,1,6.14285714,26.71428571,6.92592593,29.62963,5.22222222,1.7037037,2,0
206,Dawson Knox,6393dfd16dadddc83823fd14,0,12,36,22,186,2,3,15.5,8.45454545,59.090909,4.09090909,4.36363636,4,1
207,Hayden Hurst,6393e0c6c7099552f747aa3a,0,9,32,18,184,1,3.55555556,20.44444444,10.22222222,38.888889,6.5,3.72222222,2,1
208,Kenneth Gainwell,6393ded74e48fdec9c197863,0,16,37,30,183,0,2.3125,11.4375,6.1,36.666667,0.26666667,5.83333333,1,8
209,Kyle Philips,6391055b63b0801348badb85,0,9,22,15,181,0,2.44444444,20.11111111,12.06666667,60,6.8,5.26666667,1,1
210t,Gus Edwards,6393e0eb4e48fdec9c19dd98,0,17,13,12,180,0,0.76470588,10.58823529,15,41.666667,2.91666667,12.08333333,0,12
210t,Calvin Austin III,6526d38d14f02fc45f5417ad,0,17,30,17,180,1,1.76470588,10.58823529,10.58823529,41.176471,6.29411765,4.29411765,1,0
212,Raheem Mostert,6396393b74bd36db118b5488,0,15,32,25,175,3,2.13333333,11.66666667,7,24,-1.52,8.52,1,22
213t,Johnny Mundt,6393e1a1c7099552f747e6b4,0,17,23,17,172,1,1.35294118,10.11764706,10.11764706,47.058824,4.58823529,5.52941176,0,1
213t,Will Dissly,6393e10a73e62c17f261862a,0,16,22,17,172,1,1.375,10.75,10.11764706,47.058824,3.05882353,7.05882353,1,3
215,Najee Harris,6393dd8d4e48fdec9c193908,0,17,38,29,170,0,2.23529412,10,5.86206897,31.034483,-0.17241379,6.03448276,2,36
216,Kadarius Toney,6393dd8bc7099552f7470ee2,0,13,38,27,169,1,2.92307692,13,6.25925926,44.444444,1.51851852,4.74074074,5,6
217t,Dyami Brown,6393ddc973e62c17f260e8b4,0,17,23,12,168,1,1.35294118,9.88235294,14,66.666667,7.66666667,6.33333333,2,1
217t,Tyler Scott,6526d3c9a78ccf43a2e57faa,0,17,32,17,168,0,1.88235294,9.88235294,9.88235294,58.823529,5.76470588,4.11764706,2,1
219t,David Bell,639105344241d1eb7fab918f,0,15,23,14,167,3,1.53333333,11.13333333,11.92857143,64.285714,6.71428571,5.21428571,1,1
219t,Connor Heyward,6391053b4241d1eb7fab95e9,0,17,34,23,167,0,2,9.82352941,7.26086957,34.782609,3.17391304,4.08695652,2,1
221,James Conner,6393e19ac7099552f747e525,0,13,33,27,165,2,2.53846154,12.69230769,6.11111111,40.740741,-1.7037037,7.81481481,0,32
222,Olamide Zaccheaus,6393e0104e48fdec9c199e7a,0,17,20,10,164,2,1.17647059,9.64705882,16.4,70,11.2,5.2,0,0
223t,Elijah Higgins,6526d36b2fa16ce9e6160cc5,0,11,19,14,163,1,1.72727273,14.81818182,11.64285714,64.285714,6.85714286,4.78571429,2,0
223t,Drew Sample,6393e015c7099552f7475eca,0,17,27,22,163,2,1.58823529,9.58823529,7.40909091,40.909091,-0.45454545,7.86363636,1,1
225,Lil'Jordan Humphrey,6393dfe54e48fdec9c1992b6,0,17,19,13,162,3,1.11764706,9.52941176,12.46153846,69.230769,4.84615385,7.61538462,1,0
226t,Byron Pringle,6393e0e14e48fdec9c19d54c,0,17,22,14,161,0,1.29411765,9.47058824,11.5,50,9.28571429,2.21428571,0,0
226t,Mo Alie-Cox,6526d36d5906546d2e98879c,0,17,22,13,161,3,1.29411765,9.47058824,12.38461538,69.230769,6.23076923,6.15384615,1,1
226t,Scott Miller,6393e01ec7099552f7476316,0,17,16,11,161,2,0.94117647,9.47058824,14.63636364,54.545455,7.36363636,7.27272727,0,0
229,Jaleel McLaughlin,6526d35214f02fc45f540f0e,0,17,36,31,160,2,2.11764706,9.41176471,5.16129032,16.129032,-4.19354839,9.35483871,2,12
230t,Ty Chandler,6391055463b0801348bad6d5,0,17,25,21,159,0,1.47058824,9.35294118,7.57142857,33.333333,-2,9.57142857,0,6
230t,Jamison Crowder,6396395140970877a43145a4,0,17,20,16,159,1,1.17647059,9.35294118,9.9375,50,4.9375,5,1,2
232,John Metchie III,6526d3775906546d2e988b65,0,16,30,16,158,0,1.875,9.875,9.875,43.75,4.625,5.25,3,1
233,Chase Brown,6526d386a78ccf43a2e577a8,0,12,15,14,156,1,1.25,13,11.14285714,28.571429,-2.71428571,13.85714286,0,4
234t,Stone Smartt,6391052663b0801348bac6a1,0,16,21,11,155,1,1.3125,9.6875,14.09090909,54.545455,9,5.09090909,1,1
234t,Luke Farrell,6393ddb573e62c17f260dd40,0,17,15,13,155,0,0.88235294,9.11764706,11.92307692,38.461538,4.53846154,7.38461538,0,1
234t,Donovan Peoples-Jones,6393deca6dadddc83823cb0a,0,15,25,13,155,0,1.66666667,10.33333333,11.92307692,53.846154,9.23076923,2.69230769,0,0
237,Miles Sanders,6393dff173e62c17f2613f00,0,16,41,27,154,0,2.5625,9.625,5.7037037,29.62963,-0.14814815,5.85185185,4,12
238,Jonathan Taylor,6393dec373e62c17f2610a5a,0,10,23,19,153,1,2.3,15.3,8.05263158,26.315789,-1.10526316,9.15789474,2,19
239t,Jeremy Ruckert,6391053b219d1455f3dff8ed,0,15,22,16,151,0,1.46666667,10.06666667,9.4375,37.5,6.25,3.1875,1,0
239t,John Bates,6393dd91c7099552f7471480,0,17,28,19,151,0,1.64705882,8.88235294,7.94736842,31.578947,4.52631579,3.42105263,3,1
241,Deonte Harty,6526d3522fa16ce9e616073d,0,16,21,15,150,1,1.3125,9.375,10,60,4.73333333,5.26666667,1,1
242,Andrew Ogletree,6391058363b0801348baef03,0,12,21,9,147,2,1.75,12.25,16.33333333,88.888889,13,3.33333333,1,1
243,Rico Dowdle,6393de9e4e48fdec9c196528,0,16,22,17,144,2,1.375,9,8.47058824,35.294118,-1.52941176,10,3,7
244,Quez Watkins,6393deb14e48fdec9c196d41,0,9,21,15,142,1,2.33333333,15.77777778,9.46666667,53.333333,6.4,3.06666667,0,0
245,D'Ernest Johnson,6393e0f873e62c17f2617e4f,0,17,12,10,140,0,0.70588235,8.23529412,14,60,0.4,13.6,0,1
246,Terrace Marshall Jr.,6393dd8d4e48fdec9c19383e,0,9,33,19,139,0,3.66666667,15.44444444,7.31578947,42.105263,4.78947368,2.52631579,2,0
247,Jalen Reagor,6393debbffee7578cffb4eca,0,11,23,7,138,0,2.09090909,12.54545455,19.71428571,71.428571,17.14285714,2.57142857,2,0
248,Ray-Ray McCloud III,6393e0ff73e62c17f2618136,0,12,15,12,135,0,1.25,11.25,11.25,58.333333,4,7.25,0,0
249,Khalil Herbert,6393ddcd4e48fdec9c194fe0,0,12,31,20,134,1,2.58333333,11.16666667,6.7,45,-0.2,6.9,1,15
250t,Jordan Akins,6393e0f8c7099552f747b7db,0,17,23,15,132,0,1.35294118,7.76470588,8.8,40,4.93333333,3.86666667,2,3
250t,Parker Washington,6526d36e2fa16ce9e6160f34,0,9,21,16,132,2,2.33333333,14.66666667,8.25,31.25,6.125,2.125,1,1
252,Ameer Abdullah,6396393940970877a4313993,0,17,24,19,131,0,1.41176471,7.70588235,6.89473684,21.052632,2.26315789,4.63157895,0,3
253,KaVontae Turpin,6393dfe5c7099552f7474405,0,16,18,12,127,3,1.125,7.9375,10.58333333,75,7.33333333,3.25,3,2
254,Robbie Chosen,639638c98850e971e42c2017,0,9,6,4,126,1,0.66666667,14,31.5,75,23.75,7.75,0,0
255t,Malik Heath,6526d3cba78ccf43a2e58142,0,13,24,15,125,1,1.84615385,9.61538462,8.33333333,40,6,2.33333333,2,1
255t,Stephen Sullivan,6393dea273e62c17f260fa9b,0,11,24,12,125,0,2.18181818,11.36363636,10.41666667,41.666667,9.75,0.66666667,1,0
257,Mecole Hardman,6393dfca73e62c17f2613d08,0,11,24,15,124,0,2.18181818,11.27272727,8.26666667,53.333333,1.06666667,7.2,3,3
258,River Cracraft,6393e1a1ffee7578cffb7650,0,10,12,9,121,1,1.2,12.1,13.44444444,88.888889,8,5.44444444,1,0
259,Cole Turner,6391051763b0801348bac102,0,12,15,11,120,0,1.25,10,10.90909091,36.363636,6.36363636,4.54545455,1,0
260t,Latavius Murray,639653ee926e4df2104a6e70,0,16,22,17,119,0,1.375,7.4375,7,41.176471,1.58823529,5.41176471,3,5
260t,Emari Demercado,6526d3a22fa16ce9e6161331,0,14,30,21,119,0,2.14285714,8.5,5.66666667,19.047619,0.47619048,5.19047619,3,2
260t,Kyle Juszczyk,6526d3a15906546d2e9899af,0,17,17,14,119,2,1,7,8.5,57.142857,4.35714286,4.14285714,0,0
260t,Alec Ingold,6393dfedc7099552f7474a2d,0,17,16,13,119,0,0.94117647,7,9.15384615,38.461538,2.15384615,7,1,0
264t,David Montgomery,6393dfea4e48fdec9c199342,0,14,24,16,117,0,1.71428571,8.35714286,7.3125,43.75,-2,9.3125,2,20
264t,Kendre Miller,6526d39c5906546d2e989581,0,8,11,10,117,0,1.375,14.625,11.7,50,-1.1,12.8,1,4
266,Andrei Iosivas,6526d385a78ccf43a2e576e0,0,16,25,15,116,4,1.5625,7.25,7.73333333,73.333333,5.4,2.33333333,2,0
267,Irv Smith Jr.,6393dfcd6dadddc83823fb1b,0,12,26,18,115,1,2.16666667,9.58333333,6.38888889,27.777778,2.72222222,3.66666667,3,0
268,Richie James,6393e0dac7099552f747b58d,0,9,14,10,114,0,1.55555556,12.66666667,11.4,50,5.3,6.1,2,1
269,Robert Tonyan,6393e14273e62c17f26197e3,0,17,17,11,112,0,1,6.58823529,10.18181818,54.545455,5,5.18181818,2,1
270,MyCole Pruitt,6396391a8850e971e42c35f4,0,17,12,9,110,1,0.70588235,6.47058824,12.22222222,66.666667,6.55555556,5.66666667,0,1
271,Parris Campbell,6393dff46dadddc83823ff7e,0,12,27,20,104,0,2.25,8.66666667,5.2,10,1.95,3.25,1,1
272,Darrell Henderson,6393dfff4e48fdec9c1996a6,0,4,14,10,103,0,3.5,25.75,10.3,30,-3.1,13.4,2,1
273t,Dameon Pierce,6391050763b0801348babcbe,0,14,17,13,101,0,1.21428571,7.21428571,7.76923077,23.076923,0.46153846,7.30769231,1,13
273t,Michael Carter,6393ddc973e62c17f260e882,0,15,31,24,101,1,2.06666667,6.73333333,4.20833333,20.833333,0.58333333,3.625,2,3
275,Zamir White,63910517219d1455f3dfe822,0,17,19,15,98,0,1.11764706,5.76470588,6.53333333,26.666667,0.26666667,6.26666667,0,10
276t,Lucas Krull,63910558219d1455f3e00a97,0,7,14,8,95,1,2,13.57142857,11.875,62.5,5.625,6.25,0,0
276t,Davis Allen,6526d3ae14f02fc45f54258b,0,15,11,10,95,1,0.73333333,6.33333333,9.5,70,2.1,7.4,1,0
278t,Josh Whyle,6526d37ea78ccf43a2e572e3,0,11,15,9,94,1,1.36363636,8.54545455,10.44444444,88.888889,6,4.44444444,1,1
278t,Geoff Swaim,639639358850e971e42c4066,0,14,11,10,94,0,0.78571429,6.71428571,9.4,40,6.4,3,0,0
278t,David Moore,6526d39014f02fc45f541a2e,0,7,7,5,94,1,1,13.42857143,18.8,60,6.4,12.4,0,0
281,Keaton Mitchell,6526d386a78ccf43a2e5780f,0,8,11,9,93,0,1.375,11.625,10.33333333,55.555556,-3.22222222,13.55555556,1,7
282t,Brock Wright,6393ddd14e48fdec9c195295,0,14,14,13,91,1,1,6.5,7,15.384615,3.23076923,3.76923077,0,0
282t,Tyquan Thornton,6391052f219d1455f3dff5c2,0,9,23,13,91,0,2.55555556,10.11111111,7,23.076923,3.15384615,3.84615385,1,2
284,Xavier Hutchinson,6526d3785906546d2e988c14,0,16,19,8,90,0,1.1875,5.625,11.25,37.5,8.75,2.5,0,1
285,Jalen Guyton,6393dfdcc7099552f7473ea0,0,8,21,10,89,1,2.625,11.125,8.9,60,5.7,3.2,2,1
286t,Matt Breida,6393e183c7099552f747deaa,0,17,21,17,88,0,1.23529412,5.17647059,5.17647059,11.764706,0.05882353,5.11764706,2,2
286t,Salvon Ahmed,6393deef73e62c17f2611845,0,8,23,16,88,1,2.875,11,5.5,25,-1.3125,6.8125,0,4
288,Charlie Kolar,6391052f4241d1eb7fab8d6a,0,15,9,7,87,1,0.6,5.8,12.42857143,71.428571,10,2.42857143,2,0
289,Trent Sherfield,6393e0c773e62c17f2616511,0,17,22,11,86,1,1.29411765,5.05882353,7.81818182,36.363636,3.36363636,4.45454545,1,2
290,Jeff Wilson Jr.,6393e0d64e48fdec9c19d11a,0,10,17,14,85,0,1.7,8.5,6.07142857,21.428571,1.14285714,4.92857143,1,1
291,Kareem Hunt,6393e1a5ffee7578cffb7678,0,15,21,15,84,0,1.4,5.6,5.6,33.333333,-0.93333333,6.53333333,1,2
292t,Tim Jones,6393dd9affee7578cffb161a,0,17,18,11,83,0,1.05882353,4.88235294,7.54545455,36.363636,4.72727273,2.81818182,0,0
292t,Lynn Bowden Jr.,6393dea26dadddc83823c60b,0,15,16,11,83,0,1.06666667,5.53333333,7.54545455,18.181818,2.36363636,5.18181818,1,0
292t,Deven Thompkins,6391050f4241d1eb7fab885a,0,17,25,17,83,1,1.47058824,4.88235294,4.88235294,29.411765,-0.05882353,4.94117647,0,1
295,Isaiah McKenzie,6393e15673e62c17f261a036,0,13,14,11,82,0,1.07692308,6.30769231,7.45454545,36.363636,0.90909091,6.54545455,1,0
296t,Chase Edmonds,6393e0926dadddc83824368c,0,13,17,14,81,0,1.30769231,6.23076923,5.78571429,35.714286,-2.14285714,7.92857143,1,2
296t,Harrison Bryant,6393deb973e62c17f2610532,0,17,20,13,81,3,1.17647059,4.76470588,6.23076923,30.769231,3.53846154,2.69230769,2,1
298t,Samori Toure,639105324241d1eb7fab8f49,0,11,18,8,78,0,1.63636364,7.09090909,9.75,50,7.5,2.25,1,0
298t,Brycen Hopkins,6393dec36dadddc83823c820,0,15,7,5,78,0,0.46666667,5.2,15.6,60,9.2,6.4,0,1
298t,Dalvin Cook,6393e18effee7578cffb6fed,0,15,20,15,78,0,1.33333333,5.2,5.2,20,-1.86666667,7.06666667,1,7
301t,Chase Claypool,6393defa6dadddc83823dde3,0,12,21,8,77,1,1.75,6.41666667,9.625,50,6.5,3.125,1,1
301t,D'Onta Foreman,6393e16dc7099552f747d8bb,0,9,16,11,77,1,1.77777778,8.55555556,7,54.545455,1.18181818,5.81818182,1,9
303,Julio Jones,639654e157b9fbc69ebbc013,0,11,19,11,74,3,1.72727273,6.72727273,6.72727273,36.363636,4.18181818,2.54545455,1,0
304,Cam Akers,6393dedf4e48fdec9c1979ee,0,7,12,11,70,0,1.71428571,10,6.36363636,18.181818,-0.72727273,7.09090909,0,8
305,Chris Conley,6396391f40970877a4312704,0,8,6,3,69,0,0.75,8.625,23,66.666667,13.66666667,9.33333333,0,0
306,Ronnie Bell,6526d3a15906546d2e989a1f,0,17,13,6,68,3,0.76470588,4,11.33333333,83.333333,9.66666667,1.66666667,0,0
307,Marquise Goodwin,639653f4926e4df2104a745a,0,12,13,4,67,0,1.08333333,5.58333333,16.75,25,11.5,5.25,2,0
308t,Derius Davis,6526d351a78ccf43a2e56824,0,17,17,15,66,0,1,3.88235294,4.4,0,-3.26666667,7.66666667,0,1
308t,Ben Skowronek,6393ddd14e48fdec9c195286,0,17,12,8,66,1,0.70588235,3.88235294,8.25,37.5,4.5,3.75,0,0
310t,Luke Schoonmaker,6526d3b52fa16ce9e616191a,0,17,15,8,65,2,0.88235294,3.82352941,8.125,62.5,4.75,3.375,3,1
310t,Josiah Deguara,6393dedb6dadddc83823cebf,0,15,8,8,65,0,0.53333333,4.33333333,8.125,37.5,3.25,4.875,0,0
312t,Jalen Brooks,6526d3b52fa16ce9e616197e,0,7,6,6,64,0,0.85714286,9.14285714,10.66666667,66.666667,6,4.66666667,0,0
312t,Charlie Jones,6526d385a78ccf43a2e57794,0,11,9,7,64,0,0.81818182,5.81818182,9.14285714,42.857143,3.71428571,5.42857143,0,0
314t,Equanimeous St. Brown,6393e113c7099552f747bf46,0,7,6,5,62,0,0.85714286,8.85714286,12.4,60,11,1.4,0,0
314t,Ty Johnson,6393dff173e62c17f2614003,0,10,7,7,62,1,0.7,6.2,8.85714286,28.571429,0.28571429,8.57142857,0,2
314t,Jamaal Williams,6393e1ab4e48fdec9c1a188d,0,13,20,18,62,0,1.53846154,4.76923077,3.44444444,5.555556,-1.38888889,4.83333333,0,3
317,Darnell Washington,6526d38c14f02fc45f5416fd,0,17,10,7,61,0,0.58823529,3.58823529,8.71428571,57.142857,1.57142857,7.14285714,0,1
318t,Rakim Jarrett,6526d39014f02fc45f5419aa,0,10,9,4,60,0,0.9,6,15,25,8.25,6.75,0,0
318t,Laviska Shenault Jr.,6393deecffee7578cffb58ba,0,8,10,10,60,0,1.25,7.5,6,20,-2.5,8.5,0,2
320t,Payne Durham,6526d39014f02fc45f541a3e,0,13,7,5,58,0,0.53846154,4.46153846,11.6,60,9.2,2.4,2,0
320t,C.J. Uzomah,6396392140970877a4312898,0,12,12,8,58,1,1,4.83333333,7.25,62.5,3.125,4.125,1,2
320t,Kevin Harris,639105034241d1eb7fab82de,0,4,3,3,58,0,0.75,14.5,19.33333333,66.666667,-0.33333333,19.66666667,0,1
323,Sterling Shepard,639638b2071a18e16babef02,0,15,22,10,57,1,1.46666667,3.8,5.7,40,2.4,3.3,3,0
324t,Jason Brownlee,6526d36a5906546d2e9886fc,0,7,8,5,56,1,1.14285714,8,11.2,40,7.2,4,0,1
324t,Ian Thomas,6393e0eb73e62c17f2617823,0,12,9,5,56,0,0.75,4.66666667,11.2,20,4.6,6.6,1,1
324t,D.J. Montgomery,6393e0546dadddc838242704,0,7,8,3,56,1,1.14285714,8,18.66666667,100,9.33333333,9.33333333,1,0
324t,Mitchell Wilcox,6393dedb4e48fdec9c1978b6,0,17,12,9,56,0,0.70588235,3.29411765,6.22222222,22.222222,0.88888889,5.33333333,1,0
328,Andrew Beck,6393dfe54e48fdec9c19926d,0,15,13,11,55,2,0.86666667,3.66666667,5,36.363636,1.63636364,3.36363636,0,1
329,Justyn Ross,6526d3525906546d2e987eda,0,10,11,6,53,0,1.1,5.3,8.83333333,33.333333,6.33333333,2.5,2,0
330t,Patrick Ricard,6393e1324e48fdec9c19f71d,0,17,7,5,52,1,0.41176471,3.05882353,10.4,60,3.4,7,0,0
330t,Boston Scott,6393e0d74e48fdec9c19d1e9,0,15,6,4,52,0,0.4,3.46666667,13,50,2.25,10.75,1,3
332,Ihmir Smith-Marsette,6393ddaf73e62c17f260dac4,0,17,10,8,51,0,0.58823529,3,6.375,62.5,0.375,6,1,4
333t,Patrick Taylor,6393ded64e48fdec9c1977d8,0,11,17,11,49,0,1.54545455,4.45454545,4.45454545,36.363636,-0.90909091,5.36363636,2,5
333t,Darrynton Evans,6393decf4e48fdec9c1974e0,0,7,12,7,49,0,1.71428571,7,7,28.571429,-2.85714286,9.85714286,1,3
335,Julian Hill,6526d3655906546d2e9884e0,0,15,9,6,48,0,0.6,3.2,8,33.333333,3,5,0,0
336t,Pierre Strong Jr.,639105804241d1eb7faba05e,0,17,8,5,47,0,0.47058824,2.76470588,9.4,20,-5.2,14.6,1,5
336t,Gary Brightwell,6393ddd44e48fdec9c195472,0,7,7,5,47,0,1,6.71428571,9.4,40,-1.2,10.6,1,1
336t,Craig Reynolds,6526d3c82fa16ce9e6161f6a,0,17,5,5,47,0,0.29411765,2.76470588,9.4,40,-2.4,11.8,0,1
339,Melvin Gordon III,6396393a74bd36db118b53ba,0,4,3,3,46,0,0.75,11.5,15.33333333,100,6,9.33333333,0,1
340t,Raheem Blackshear,63910557219d1455f3e0098c,0,12,7,6,45,0,0.58333333,3.75,7.5,16.666667,1.16666667,6.33333333,1,2
340t,Mike Strachan,6526d36f2fa16ce9e6160f9b,0,4,3,1,45,0,0.75,11.25,45,100,37,8,0,0
342,Israel Abanikanda,6526d3695906546d2e9885d0,0,6,11,7,43,0,1.83333333,7.16666667,6.14285714,28.571429,-0.42857143,6.57142857,2,1
343,Britain Covey,6391055e219d1455f3e00c57,0,16,6,4,42,0,0.375,2.625,10.5,50,4,6.5,0,1
344t,Mike Boone,6393e0f8c7099552f747b8b6,0,9,9,7,40,0,1,4.44444444,5.71428571,28.571429,1,4.71428571,1,2
344t,Ty Montgomery II,6396395d40970877a4314aab,0,13,12,5,40,0,0.92307692,3.07692308,8,60,2.6,5.4,2,0
344t,Deuce Vaughn,6526d3b62fa16ce9e6161a1d,0,7,7,7,40,0,1,5.71428571,5.71428571,14.285714,-0.85714286,6.57142857,0,1
347t,Jimmy Graham,63965575926e4df2104ac59a,0,13,7,6,39,4,0.53846154,3,6.5,100,6,0.5,1,0
347t,Grant Calcaterra,63910547219d1455f3dfff66,0,15,4,4,39,0,0.26666667,2.6,9.75,75,1.75,8,0,1
347t,DeAndre Carter,639639198850e971e42c3593,0,17,7,4,39,0,0.41176471,2.29411765,9.75,0,-2.75,12.5,1,0
347t,Randall Cobb,639654e0926e4df2104aa2ef,0,11,17,5,39,1,1.54545455,3.54545455,7.8,60,3.2,4.6,2,0
351t,Peyton Hendershot,6391053c219d1455f3dff9ee,0,8,7,4,38,0,0.875,4.75,9.5,25,2.5,7,2,0
351t,Elijah Cooks,6526d36e2fa16ce9e6160f38,0,9,4,3,38,0,0.44444444,4.22222222,12.66666667,66.666667,10,2.66666667,1,0
351t,Cordarrelle Patterson,639653e132e0836ab49da193,0,14,12,9,38,1,0.85714286,2.71428571,4.22222222,22.222222,0.11111111,4.11111111,1,2
351t,Jack Stoll,6393ddac73e62c17f260d683,0,17,8,5,38,0,0.47058824,2.23529412,7.6,40,2.6,5,1,1
355t,Tony Jones,6393defa6dadddc83823de18,0,7,10,7,37,0,1.42857143,5.28571429,5.28571429,14.285714,-1,6.28571429,1,1
355t,Keith Kirkwood,6393e0fa4e48fdec9c19e6fb,0,13,9,5,37,1,0.69230769,2.84615385,7.4,60,7.2,0.2,1,0
357,Lawrence Cager,6393dea16dadddc83823c462,0,11,5,4,36,1,0.45454545,3.27272727,9,50,2.25,6.75,0,0
358t,Brenton Strange,6526d36e2fa16ce9e6160eec,0,14,9,5,35,1,0.64285714,2.5,7,40,1.4,5.6,0,0
358t,Marvin Jones Jr.,63965492ed3d6c80d4f53274,0,6,10,5,35,0,1.66666667,5.83333333,7,40,5.2,1.8,2,0
360t,Isaiah Spiller,6391050b4241d1eb7fab8664,0,9,6,6,34,0,0.66666667,3.77777778,5.66666667,16.666667,-0.83333333,6.5,0,3
360t,Tyler Goodson,639105354241d1eb7fab9283,0,6,9,6,34,0,1.5,5.66666667,5.66666667,16.666667,-2.83333333,8.5,2,0
362t,La'Mical Perine,6393dea34e48fdec9c1966bd,0,3,5,3,33,0,1.66666667,11,11,33.333333,0.33333333,10.66666667,1,1
362t,Keelan Doss,6393e044c7099552f7477b1a,0,5,13,6,33,0,2.6,6.6,5.5,16.666667,3.16666667,2.33333333,0,0
362t,Keith Smith,6396537032e0836ab49d8382,0,13,3,3,33,0,0.23076923,2.53846154,11,33.333333,6,5,0,0
362t,Teagan Quitoriano,6391056063b0801348badd5d,0,7,3,2,33,0,0.42857143,4.71428571,16.5,100,7.5,9,0,1
366t,Joshua Kelley,6393dee86dadddc83823d786,0,17,12,8,32,0,0.70588235,1.88235294,4,0,-0.875,4.875,3,7
366t,Charlie Woerner,6393dea16dadddc83823c436,0,17,3,3,32,0,0.17647059,1.88235294,10.66666667,33.333333,4,6.66666667,0,0
368t,Khalil Dorsey,6393df026dadddc83823e09c,0,13,1,1,31,0,0.07692308,2.38461538,31,100,22,9,0,0
368t,Jordan Mason,63910556219d1455f3e008b9,0,17,4,3,31,0,0.23529412,1.82352941,10.33333333,33.333333,2.66666667,7.66666667,0,4
368t,Kenyan Drake,6396389974bd36db118b3c67,0,3,3,2,31,0,1,10.33333333,15.5,0,-2.5,18,0,1
371t,Austin Trammell,6393dd9d73e62c17f260c521,0,16,7,4,29,0,0.4375,1.8125,7.25,50,-1.5,8.75,0,0
