ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,CBW,CBL,GBW,GBL,IWW,IWL,SBW,SBL
42,Amsterdam,Dutch Open,16/07/01,International,Outdoor,Clay,1st Round,3,Calatrava A.,Popp A.,46,216,6,1,6,2,,,,,,,2,0,Completed,1.3,3.2,1.27,3,1.3,2.7,1.333,3
42,Amsterdam,Dutch Open,16/07/01,International,Outdoor,Clay,1st Round,3,Chela J.I.,Grosjean S.,826,7,6,4,6,4,,,,,,,2,0,Completed,3,1.33,2.85,1.3,2.7,1.3,3,1.333
42,Amsterdam,Dutch Open,16/07/01,International,Outdoor,Clay,1st Round,3,Corretja A.,Meligeni F.,9,86,7,5,6,4,,,,,,,2,0,Completed,1.28,3.25,1.32,2.8,1.3,2.7,1.333,3
42,Amsterdam,Dutch Open,16/07/01,International,Outdoor,Clay,1st Round,3,Davydenko N.,Norman D.,91,141,6,3,6,3,,,,,,,2,0,Completed,,,,,,,,
42,Amsterdam,Dutch Open,16/07/01,International,Outdoor,Clay,1st Round,3,El Aynaoui Y.,van Scheppingen D.,74,163,6,1,7,6,,,,,,,2,0,Completed,,,,,,,,
42,Amsterdam,Dutch Open,16/07/01,International,Outdoor,Clay,1st Round,3,Gustafsson M.,van Lottum J.,71,179,6,1,4,6,6,2,,,,,2,1,Completed,1.33,3,1.31,2.8,1.3,2.7,1.364,2.875
42,Amsterdam,Dutch Open,16/07/01,International,Outdoor,Clay,1st Round,3,Kempes E.,Sluiter R.,104,77,4,6,7,6,6,3,,,,,2,1,Completed,2.4,1.5,2.15,1.55,2.1,1.5,2.5,1.5
42,Amsterdam,Dutch Open,16/07/01,International,Outdoor,Clay,1st Round,3,Knippschild J.,Srichaphan P.,132,114,7,6,6,2,,,,,,,2,0,Completed,1.53,2.3,1.45,2.3,1.4,2.3,1.444,2.625
42,Amsterdam,Dutch Open,16/07/01,International,Outdoor,Clay,1st Round,3,Lee M.,Alami K.,103,100,6,4,6,0,,,,,,,2,0,Completed,4,1.2,3.5,1.2,3.2,1.2,,
42,Amsterdam,Dutch Open,16/07/01,International,Outdoor,Clay,1st Round,3,Marin J.A.,Wessels P.,135,127,6,3,6,4,,,,,,,2,0,Completed,1.48,2.45,1.55,2.1,1.45,2.2,1.5,2.5
42,Amsterdam,Dutch Open,16/07/01,International,Outdoor,Clay,1st Round,3,Mutis O.,Verkerk M.,237,171,6,1,2,6,6,3,,,,,2,1,Completed,,,2.1,1.55,2.1,1.5,,
42,Amsterdam,Dutch Open,16/07/01,International,Outdoor,Clay,1st Round,3,Rochus O.,Simoni A.,84,96,3,6,7,6,7,5,,,,,2,1,Completed,,,,,,,,
42,Amsterdam,Dutch Open,16/07/01,International,Outdoor,Clay,1st Round,3,Schalken S.,Rochus C.,32,72,6,4,6,3,,,,,,,2,0,Completed,1.75,1.95,1.66,2,1.75,1.75,1.727,2
42,Amsterdam,Dutch Open,16/07/01,International,Outdoor,Clay,1st Round,3,Siemerink J.,Sa A.,87,109,6,7,7,6,6,4,,,,,2,1,Completed,1.85,1.85,1.65,2,1.7,1.8,,
42,Amsterdam,Dutch Open,16/07/01,International,Outdoor,Clay,1st Round,3,Stoliarov A.,Kratochvil M.,81,70,6,4,6,3,,,,,,,2,0,Completed,2.6,1.42,2.8,1.31,2.7,1.3,2.625,1.444
42,Amsterdam,Dutch Open,16/07/01,International,Outdoor,Clay,1st Round,3,Youzhny M.,Zabaleta M.,69,102,7,6,4,6,6,1,,,,,2,1,Completed,2,1.7,1.9,1.7,1.85,1.65,2,1.727
42,Amsterdam,Dutch Open,16/07/01,International,Outdoor,Clay,2nd Round,3,Calatrava A.,Kempes E.,46,104,4,6,6,3,6,3,,,,,2,1,Completed,1.5,2.4,1.5,2.2,1.5,2.1,1.5,2.5
42,Amsterdam,Dutch Open,16/07/01,International,Outdoor,Clay,2nd Round,3,Chela J.I.,Davydenko N.,826,91,6,2,6,4,,,,,,,2,0,Completed,1.4,2.7,1.45,2.33,1.45,2.2,1.444,2.625
42,Amsterdam,Dutch Open,16/07/01,International,Outdoor,Clay,2nd Round,3,Corretja A.,Mutis O.,9,237,6,2,4,6,6,4,,,,,2,1,Completed,,,1.1,4.9,1.1,4.5,1.111,6
42,Amsterdam,Dutch Open,16/07/01,International,Outdoor,Clay,2nd Round,3,El Aynaoui Y.,Youzhny M.,74,69,6,2,6,3,,,,,,,2,0,Completed,1.75,1.95,1.6,2.05,1.6,1.9,1.727,2
42,Amsterdam,Dutch Open,16/07/01,International,Outdoor,Clay,2nd Round,3,Gustafsson M.,Marin J.A.,71,135,7,6,6,3,,,,,,,2,0,Completed,1.6,2.2,1.45,2.3,1.6,1.9,1.615,2.2
42,Amsterdam,Dutch Open,16/07/01,International,Outdoor,Clay,2nd Round,3,Rochus O.,Lee M.,84,103,6,4,6,0,,,,,,,2,0,Completed,1.4,2.7,1.45,2.35,1.4,2.3,1.364,2.875
42,Amsterdam,Dutch Open,16/07/01,International,Outdoor,Clay,2nd Round,3,Schalken S.,Siemerink J.,32,87,3,6,6,4,6,4,,,,,2,1,Completed,1.5,2.4,1.5,2.2,1.35,2.5,1.444,2.625
42,Amsterdam,Dutch Open,16/07/01,International,Outdoor,Clay,2nd Round,3,Stoliarov A.,Knippschild J.,81,132,7,6,6,1,,,,,,,2,0,Completed,1.95,1.75,1.82,1.75,1.75,1.75,1.667,2.1
42,Amsterdam,Dutch Open,16/07/01,International,Outdoor,Clay,Quarterfinals,3,Corretja A.,Stoliarov A.,9,81,6,3,7,5,,,,,,,2,0,Completed,1.18,4.25,1.2,3.5,1.2,3.2,1.222,3.75
