ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,CBW,CBL,GBW,GBL,IWW,IWL,SBW,SBL
66,St. Petersburg,St. Petersburg Open,22/10/01,International,Indoor,Hard,1st Round,3,Ivanisevic G.,Massu N.,15,81,6,2,6,3,,,,,,,2,0,Completed,1.35,2.9,1.2,3.5,1.2,3.2,1.364,2.875
66,St. Petersburg,St. Petersburg Open,22/10/01,International,Indoor,Hard,1st Round,3,Kafelnikov Y.,Sargsian S.,6,93,7,6,6,2,,,,,,,2,0,Completed,1.2,4,1.2,3.6,1.15,3.8,,
66,St. Petersburg,St. Petersburg Open,22/10/01,International,Indoor,Hard,1st Round,3,Koubek S.,Vanek J.,73,105,6,1,7,6,,,,,,,2,0,Completed,1.48,2.45,1.4,2.5,1.45,2.2,1.4,2.75
66,St. Petersburg,St. Petersburg Open,22/10/01,International,Indoor,Hard,1st Round,3,Llodra M.,Hrbaty D.,113,26,6,3,7,6,,,,,,,2,0,Completed,2.8,1.38,2.9,1.3,2.7,1.3,,
66,St. Petersburg,St. Petersburg Open,22/10/01,International,Indoor,Hard,1st Round,3,Mantilla F.,Labadze I.,47,109,6,4,7,6,,,,,,,2,0,Completed,1.9,1.8,1.8,1.8,1.75,1.75,,
66,St. Petersburg,St. Petersburg Open,22/10/01,International,Indoor,Hard,1st Round,3,Martin A.,Burgsmuller L.,41,68,4,6,6,3,6,4,,,,,2,1,Completed,1.6,2.2,1.6,2.05,1.6,1.9,1.571,2.25
66,St. Petersburg,St. Petersburg Open,22/10/01,International,Indoor,Hard,1st Round,3,Medvedev A.,Haas T.,172,10,3,6,7,6,6,4,,,,,2,1,Completed,4.25,1.18,3.1,1.25,2.7,1.3,4.333,1.182
66,St. Petersburg,St. Petersburg Open,22/10/01,International,Indoor,Hard,1st Round,3,Mirnyi M.,Novak J.,35,37,6,0,7,6,,,,,,,2,0,Completed,1.75,1.95,1.7,1.9,1.75,1.75,,
66,St. Petersburg,St. Petersburg Open,22/10/01,International,Indoor,Hard,1st Round,3,Rusedski G.,Stoliarov A.,29,76,6,1,6,4,,,,,,,2,0,Completed,1.38,2.8,1.35,2.65,1.35,2.5,1.4,2.75
66,St. Petersburg,St. Petersburg Open,22/10/01,International,Indoor,Hard,1st Round,3,Safin M.,Prinosil D.,7,63,6,4,6,2,,,,,,,2,0,Completed,1.16,4.5,1.12,4.2,1.15,3.8,1.125,5.5
66,St. Petersburg,St. Petersburg Open,22/10/01,International,Indoor,Hard,1st Round,3,Santoro F.,Elgin M.,19,330,6,4,6,3,,,,,,,2,0,Completed,,,,,,,,
66,St. Petersburg,St. Petersburg Open,22/10/01,International,Indoor,Hard,1st Round,3,Savolt A.,Diaz J.,99,89,6,4,7,5,,,,,,,2,0,Completed,1.55,2.3,1.6,2.05,1.6,1.9,,
66,St. Petersburg,St. Petersburg Open,22/10/01,International,Indoor,Hard,1st Round,3,Schuettler R.,Ferrero J.C.,46,5,7,6,6,4,,,,,,,2,0,Completed,2.55,1.45,2.45,1.42,2.3,1.4,2.625,1.444
66,St. Petersburg,St. Petersburg Open,22/10/01,International,Indoor,Hard,1st Round,3,Vacek D.,Rochus O.,456,125,6,3,7,6,,,,,,,2,0,Completed,2,1.7,1.95,1.67,1.8,1.7,2.1,1.667
