ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,CBW,CBL,IWW,IWL,SBW,SBL,B&WW,B&WL
64,St. Petersburg,St. Petersburg Open,20/10/03,International,Indoor,Hard,1st Round,3,Sargsian S.,Stepanek R.,46,43,6,3,6,2,,,,,,,2,0,Completed,1.61,2.2,1.75,2,1.6,1.9,1.72,2,,
64,St. Petersburg,St. Petersburg Open,20/10/03,International,Indoor,Hard,1st Round,3,Gaudio G.,Martin A.,35,57,6,7,7,6,6,2,,,,,2,1,Completed,1.44,2.62,1.48,2.55,1.45,2.2,1.57,2.25,,
64,St. Petersburg,St. Petersburg Open,20/10/03,International,Indoor,Hard,1st Round,3,Youzhny M.,Pavel A.,37,151,6,7,7,6,6,1,,,,,2,1,Completed,,,1.4,2.8,1.4,2.3,1.4,2.75,,
64,St. Petersburg,St. Petersburg Open,20/10/03,International,Indoor,Hard,1st Round,3,Hrbaty D.,Ferrer D.,60,69,7,5,6,2,,,,,,,2,0,Completed,1.72,2,1.72,2.05,1.75,1.75,1.57,2.25,,
64,St. Petersburg,St. Petersburg Open,21/10/03,International,Indoor,Hard,1st Round,3,Corretja A.,Vacek D.,152,142,6,4,6,1,,,,,,,2,0,Completed,1.833,1.833,2,1.75,1.75,1.75,,,,
64,St. Petersburg,St. Petersburg Open,21/10/03,International,Indoor,Hard,1st Round,3,Burgsmuller L.,Ram A.,77,359,2,6,7,6,6,1,,,,,2,1,Completed,1.667,2.1,1.8,1.95,1.65,1.85,,,,
64,St. Petersburg,St. Petersburg Open,21/10/03,International,Indoor,Hard,1st Round,3,Grosjean S.,Koubek S.,10,56,6,7,6,3,7,5,,,,,2,1,Completed,1.286,3.25,1.3,3.3,1.2,3.3,1.25,3.5,,
64,St. Petersburg,St. Petersburg Open,21/10/03,International,Indoor,Hard,1st Round,3,Dupuis A.,Sanchez D.,68,51,6,2,6,3,,,,,,,2,0,Completed,1.4,2.75,1.28,3.45,1.3,2.7,1.333,3,,
64,St. Petersburg,St. Petersburg Open,21/10/03,International,Indoor,Hard,1st Round,3,Spadea V.,Davydenko N.,29,44,4,6,6,1,6,2,,,,,2,1,Completed,1.667,2.1,1.65,2.15,1.6,1.9,1.667,2.1,,
64,St. Petersburg,St. Petersburg Open,21/10/03,International,Indoor,Hard,1st Round,3,Hanescu V.,Cermak F.,80,215,7,5,7,5,,,,,,,2,0,Completed,1.533,2.375,1.48,2.55,1.4,2.3,,,,
64,St. Petersburg,St. Petersburg Open,21/10/03,International,Indoor,Hard,1st Round,3,Vicente F.,Safin M.,66,38,6,7,6,4,6,3,,,,,2,1,Completed,3,1.364,3.5,1.28,2.7,1.3,3.25,1.286,,
64,St. Petersburg,St. Petersburg Open,21/10/03,International,Indoor,Hard,1st Round,3,Kuerten G.,Vahaly B.,20,74,7,6,6,4,,,,,,,2,0,Completed,1.364,3,1.3,3.3,1.3,2.7,1.333,3,,
64,St. Petersburg,St. Petersburg Open,21/10/03,International,Indoor,Hard,1st Round,3,Voltchkov V.,Davletshin V.,83,549,7,6,6,3,,,,,,,2,0,Completed,,,,,1.1,4.5,,,,
