ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,CBW,CBL,EXW,EXL,IWW,IWL,PSW,PSL
64,St. Petersburg,St. Petersburg Open,25/10/04,International,Indoor,Carpet,1st Round,3,Stepanek R.,Ferrer D.,64,43,6,3,6,2,,,,,,,2,0,Completed,1.444,2.625,1.45,2.7,1.44,2.67,1.35,2.5,1.4,3.15
64,St. Petersburg,St. Petersburg Open,25/10/04,International,Indoor,Carpet,1st Round,3,Saulnier C.,Martin A.,58,67,6,0,6,1,,,,,,,2,0,Completed,1.364,2.875,1.3,3.4,1.28,3.46,1.35,2.5,1.323,3.65
64,St. Petersburg,St. Petersburg Open,25/10/04,International,Indoor,Carpet,1st Round,3,Benneteau J.,Clement A.,71,102,6,4,1,6,6,4,,,,,2,1,Completed,2.2,1.615,2.1,1.7,1.93,1.81,2.1,1.5,2.2,1.714
64,St. Petersburg,St. Petersburg Open,25/10/04,International,Indoor,Carpet,1st Round,3,Davydenko N.,Kunitsyn I.,29,168,6,4,6,7,6,4,,,,,2,1,Completed,1.286,3.5,1.3,3.4,1.35,2.9,1.25,3,1.333,3.55
64,St. Petersburg,St. Petersburg Open,25/10/04,International,Indoor,Carpet,1st Round,3,Fish M.,Hernych J.,37,86,6,2,6,4,,,,,,,2,0,Completed,1.333,3,1.3,3.4,1.3,3.35,1.3,2.7,1.27,4.15
64,St. Petersburg,St. Petersburg Open,26/10/04,International,Indoor,Carpet,1st Round,3,Rusedski G.,Rosset M.,57,140,6,4,6,3,,,,,,,2,0,Completed,1.286,3.25,1.22,4,1.3,3.35,1.25,3,1.26,4.24
64,St. Petersburg,St. Petersburg Open,26/10/04,International,Indoor,Carpet,1st Round,3,Llodra M.,Elgin M.,45,807,6,2,6,2,,,,,,,2,0,Completed,1.12,5.5,,,,,1.1,4.5,1.111,8
64,St. Petersburg,St. Petersburg Open,26/10/04,International,Indoor,Carpet,1st Round,3,Corretja A.,Mathieu P.H.,106,121,6,4,6,2,,,,,,,2,0,Completed,2.75,1.4,2.85,1.4,2.67,1.44,2.3,1.4,3.29,1.372
64,St. Petersburg,St. Petersburg Open,26/10/04,International,Indoor,Carpet,1st Round,3,Karlovic I.,Hrbaty D.,62,14,7,6,5,7,6,4,,,,,2,1,Completed,2,1.727,2,1.77,1.87,1.87,1.85,1.65,1.971,1.855
64,St. Petersburg,St. Petersburg Open,26/10/04,International,Indoor,Carpet,1st Round,3,Muller G.,Andreev I.,68,46,4,6,6,1,7,5,,,,,2,1,Completed,2.625,1.444,2.7,1.45,2.67,1.44,2.3,1.4,2.77,1.5
64,St. Petersburg,St. Petersburg Open,26/10/04,International,Indoor,Carpet,1st Round,3,Mirnyi M.,Mello R.,69,61,7,5,7,6,,,,,,,2,0,Completed,1.4,2.75,1.33,3.2,1.32,3.22,1.3,2.7,1.345,3.5
64,St. Petersburg,St. Petersburg Open,26/10/04,International,Indoor,Carpet,1st Round,3,Beck K.,Vanek J.,53,132,6,3,6,2,,,,,,,2,0,Completed,1.4,2.75,1.3,3.3,1.35,3.1,1.4,2.3,1.408,3.1
64,St. Petersburg,St. Petersburg Open,26/10/04,International,Indoor,Carpet,1st Round,3,Kohlmann M.,Carraz G.,272,85,4,6,6,3,6,4,,,,,2,1,Completed,2,1.727,1.85,1.85,,,2,1.55,2.02,1.82
64,St. Petersburg,St. Petersburg Open,26/10/04,International,Indoor,Carpet,1st Round,3,Youzhny M.,Ram A.,31,393,2,6,7,6,7,6,,,,,2,1,Completed,1.167,4.5,1.11,5.75,1.15,5.2,1.2,3.3,1.154,5.95
64,St. Petersburg,St. Petersburg Open,27/10/04,International,Indoor,Carpet,1st Round,3,Sargsian S.,Labadze I.,84,63,4,6,6,1,6,2,,,,,2,1,Completed,,,,,,,,,,
64,St. Petersburg,St. Petersburg Open,27/10/04,International,Indoor,Carpet,1st Round,3,Safin M.,Peya A.,8,115,7,6,6,1,,,,,,,2,0,Completed,1.083,7,1.1,6.5,1.07,7.19,1.1,4.5,1.118,7.5
64,St. Petersburg,St. Petersburg Open,27/10/04,International,Indoor,Carpet,2nd Round,3,Benneteau J.,Muller G.,71,68,6,4,7,5,,,,,,,2,0,Completed,1.727,2,1.7,2.1,1.7,2.1,1.75,1.75,1.725,2.18
