ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,CBW,CBL,EXW,EXL,IWW,IWL,PSW,PSL
65,St. Petersburg,St. Petersburg Open,24/10/05,International,Indoor,Carpet,1st Round,3,Vik R.,Nieminen J.,80,32,496,1029,6,4,6,4, , ,,,,,2,0,Completed,4,1.19,3.85,1.25,3.9,1.25,3.2,1.25,4.79,1.239
65,St. Petersburg,St. Petersburg Open,24/10/05,International,Indoor,Carpet,1st Round,3,Serra F.,Bjorkman J.,54,64,698,588,6,7,6,3,6,4,,,,,2,1,Completed,3.2,1.3,3.85,1.25,3.46,1.28,2.9,1.3,4.16,1.289
65,St. Petersburg,St. Petersburg Open,24/10/05,International,Indoor,Carpet,1st Round,3,Pavel A.,Vanek J.,55,100,685,418,6,3,7,6, , ,,,,,2,0,Completed,1.39,2.75,1.48,2.6,1.4,2.85,1.35,2.7,1.469,2.93
65,St. Petersburg,St. Petersburg Open,24/10/05,International,Indoor,Carpet,1st Round,3,Melzer J.,Davletshin V.,50,620,740,31,6,3,6,4, , ,,,,,2,0,Completed,1.14,5,,,1.15,5.2,1.1,5,1.2,5.5
65,St. Petersburg,St. Petersburg Open,24/10/05,International,Indoor,Carpet,1st Round,3,Carlsen K.,Mirnyi M.,65,26,560,1110,6,7,7,6,6,4,,,,,2,1,Completed,3.75,1.22,4.1,1.22,3.9,1.25,3.2,1.25,4.54,1.26
65,St. Petersburg,St. Petersburg Open,24/10/05,International,Indoor,Carpet,1st Round,3,Saulnier C.,Kunitsyn I.,68,129,545,339,6,3,6,2, , ,,,,,2,0,Completed,1.83,1.83,1.88,1.88,2,1.75,1.6,2,2.01,1.901
65,St. Petersburg,St. Petersburg Open,25/10/05,International,Indoor,Carpet,1st Round,3,Kiefer N.,Garcia-Lopez G.,29,91,1075,460,6,3,3,6,6,4,,,,,2,1,Completed,1.22,3.75,1.2,4.4,1.15,4.92,1.2,3.6,1.241,4.75
65,St. Petersburg,St. Petersburg Open,25/10/05,International,Indoor,Carpet,1st Round,3,Kim K.,Minar I.,97,71,429,529,6,1,4,6,7,5,,,,,2,1,Completed,2.25,1.57,2.4,1.55,2.35,1.55,2,1.6,2.48,1.633
65,St. Petersburg,St. Petersburg Open,25/10/05,International,Indoor,Carpet,1st Round,3,Monaco J.,Gabashvili T.,92,144,457,292,6,3,6,3, , ,,,,,2,0,Completed,2.1,1.66,,,2.35,1.55,1.95,1.65,2.45,1.645
65,St. Petersburg,St. Petersburg Open,25/10/05,International,Indoor,Carpet,1st Round,3,Johansson T.,Kohlschreiber P.,15,93,1525,451,6,3,6,4, , ,,,,,2,0,Completed,1.16,4.33,1.18,4.65,1.17,4.67,1.15,4,1.183,5.96
