ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,CBW,CBL,EXW,EXL,IWW,IWL,PSW,PSL
57,Metz,Open de Moselle,03/10/05,International,Indoor,Hard,1st Round,3,Calleri A.,Massu N.,60,47,637,780,7,5,7,5,,,,,,,2,0,Completed,1.83,1.83,1.76,2,1.75,2,1.7,1.9,2.02,1.893
57,Metz,Open de Moselle,03/10/05,International,Indoor,Hard,1st Round,3,Davydenko N.,Mello R.,7,99,2175,418,6,3,6,1,,,,,,,2,0,Completed,1.14,5,1.15,5.25,1.15,5.2,1.15,4,1.166,6.42
57,Metz,Open de Moselle,03/10/05,International,Indoor,Hard,1st Round,3,Hrbaty D.,Ascione T.,20,95,1276,434,6,3,6,4,,,,,,,2,0,Completed,1.22,3.75,1.22,4.1,1.2,4.25,1.25,3.2,1.242,4.73
57,Metz,Open de Moselle,03/10/05,International,Indoor,Hard,1st Round,3,Ljubicic I.,Acasuso J.,16,58,1430,678,7,6,6,3,,,,,,,2,0,Completed,1.19,4,1.22,4.1,1.15,4.92,1.2,3.6,1.221,5.13
57,Metz,Open de Moselle,03/10/05,International,Indoor,Hard,1st Round,3,Soderling R.,Zib T.,43,62,840,621,7,6,6,4,,,,,,,2,0,Completed,1.25,3.5,1.22,4.1,1.2,4.25,1.2,3.6,1.245,4.68
57,Metz,Open de Moselle,04/10/05,International,Indoor,Hard,1st Round,3,Llodra M.,Simon G.,111,109,383,394,6,4,6,0,,,,,,,2,0,Completed,1.66,2.1,1.62,2.25,1.7,2.1,1.6,2,1.73,2.27
57,Metz,Open de Moselle,04/10/05,International,Indoor,Hard,1st Round,3,Mayer F.,El Aynaoui Y.,79,330,484,99,4,6,7,5,6,1,,,,,2,1,Completed,,,,,1.3,3.45,1.3,2.9,1.328,3.75
57,Metz,Open de Moselle,04/10/05,International,Indoor,Hard,1st Round,3,Monfils G.,Chela J.I.,45,50,814,755,2,6,6,1,7,6,,,,,2,1,Completed,1.57,2.25,1.55,2.4,1.5,2.45,1.5,2.2,1.621,2.51
57,Metz,Open de Moselle,04/10/05,International,Indoor,Hard,1st Round,3,Pavel A.,Sanguinetti D.,51,46,745,784,6,7,6,3,6,3,,,,,2,1,Completed,1.8,1.9,1.83,1.93,1.75,2,1.7,1.9,2.04,1.877
57,Metz,Open de Moselle,04/10/05,International,Indoor,Hard,1st Round,3,Philippoussis M.,Behrend T.,203,74,188,506,6,1,3,6,6,3,,,,,2,1,Completed,,,1.5,2.55,1.51,2.46,1.4,2.5,1.546,2.73
57,Metz,Open de Moselle,04/10/05,International,Indoor,Hard,1st Round,3,Santoro F.,Melzer J.,80,49,480,760,4,6,6,3,6,2,,,,,2,1,Completed,1.53,2.37,1.6,2.3,1.6,2.25,1.6,2,1.625,2.5
57,Metz,Open de Moselle,04/10/05,International,Indoor,Hard,1st Round,3,Seppi A.,Sabau R.,70,78,520,492,7,5,6,3,,,,,,,2,0,Completed,1.3,3.2,1.35,3.1,1.35,3.1,1.3,2.9,1.442,3.06
57,Metz,Open de Moselle,05/10/05,International,Indoor,Hard,1st Round,3,Clement A.,Summerer T.,68,219,538,172,7,6,6,4,,,,,,,2,0,Completed,1.25,3.5,1.28,3.55,1.25,3.9,1.3,2.9,1.269,4.42
57,Metz,Open de Moselle,05/10/05,International,Indoor,Hard,1st Round,3,Luczak P.,Schukin Y.,175,290,229,119,6,4,7,6,,,,,,,2,0,Completed,1.57,2.25,1.62,2.25,,,1.55,2.1,1.637,2.47
57,Metz,Open de Moselle,05/10/05,International,Indoor,Hard,1st Round,3,Mathieu P.H.,Andreev I.,53,37,733,895,7,6,6,4,,,,,,,2,0,Completed,,,1.62,2.25,1.51,2.46,1.7,1.9,1.671,2.39
57,Metz,Open de Moselle,05/10/05,International,Indoor,Hard,1st Round,3,Gasquet R.,Beck K.,12,48,1610,771,6,4,6,2,,,,,,,2,0,Completed,1.33,3,1.4,2.85,1.35,3.1,1.4,2.5,1.38,3.43
57,Metz,Open de Moselle,05/10/05,International,Indoor,Hard,2nd Round,3,Hrbaty D.,Mayer F.,20,79,1276,484,7,6,6,1,,,,,,,2,0,Completed,1.28,3.5,1.3,3.4,1.25,3.75,1.3,2.9,1.333,3.7
57,Metz,Open de Moselle,05/10/05,International,Indoor,Hard,2nd Round,3,Philippoussis M.,Calleri A.,203,60,188,637,7,6,6,4,,,,,,,2,0,Completed,,,,,,,2,1.6,,
57,Metz,Open de Moselle,06/10/05,International,Indoor,Hard,2nd Round,3,Soderling R.,Luczak P.,43,175,840,229,7,6,6,3,,,,,,,2,0,Completed,1.14,5,1.2,4.4,1.15,5.2,1.15,4,1.196,5.59
57,Metz,Open de Moselle,06/10/05,International,Indoor,Hard,2nd Round,3,Seppi A.,Pavel A.,70,51,520,745,7,5,7,6,,,,,,,2,0,Completed,2.2,1.61,2.4,1.55,2.1,1.7,2,1.6,2.41,1.662
57,Metz,Open de Moselle,06/10/05,International,Indoor,Hard,2nd Round,3,Ljubicic I.,Santoro F.,16,80,1430,480,4,6,6,1,7,6,,,,,2,1,Completed,1.5,2.5,1.6,2.3,1.48,2.53,1.5,2.2,1.498,2.81
57,Metz,Open de Moselle,06/10/05,International,Indoor,Hard,2nd Round,3,Davydenko N.,Llodra M.,7,111,2175,383,6,4,6,4,,,,,,,2,0,Completed,1.25,3.75,1.3,3.4,1.28,3.46,1.25,3.2,1.307,3.96
57,Metz,Open de Moselle,06/10/05,International,Indoor,Hard,2nd Round,3,Monfils G.,Clement A.,45,68,814,538,6,2,6,2,,,,,,,2,0,Completed,1.61,2.2,1.67,2.15,1.6,2.3,1.65,1.95,1.709,2.31
57,Metz,Open de Moselle,06/10/05,International,Indoor,Hard,2nd Round,3,Gasquet R.,Mathieu P.H.,12,53,1610,733,6,2,6,2,,,,,,,2,0,Completed,1.36,3,1.37,3,1.4,2.85,1.4,2.5,1.398,3.31
57,Metz,Open de Moselle,07/10/05,International,Indoor,Hard,Quarterfinals,3,Davydenko N.,Seppi A.,7,70,2175,520,6,3,6,1,,,,,,,2,0,Completed,1.25,3.75,1.25,4,1.38,3.46,1.2,3.6,1.272,4.38
57,Metz,Open de Moselle,07/10/05,International,Indoor,Hard,Quarterfinals,3,Ljubicic I.,Soderling R.,16,43,1430,840,6,7,6,3,6,4,,,,,2,1,Completed,1.53,2.37,1.65,2.25,1.6,2.25,1.6,2,1.641,2.46
57,Metz,Open de Moselle,07/10/05,International,Indoor,Hard,Quarterfinals,3,Monfils G.,Gasquet R.,45,12,814,1610,7,6,6,2,,,,,,,2,0,Completed,4,1.22,3.65,1.28,3.46,1.28,2.9,1.3,3.64,1.34
57,Metz,Open de Moselle,07/10/05,International,Indoor,Hard,Quarterfinals,3,Hrbaty D.,Philippoussis M.,20,203,1276,188,6,4,4,6,6,1,,,,,2,1,Completed,1.33,3.25,1.35,3.1,1.45,2.6,1.4,2.5,1.418,3.19
57,Metz,Open de Moselle,08/10/05,International,Indoor,Hard,Semifinals,3,Ljubicic I.,Davydenko N.,16,7,1430,2175,6,1,6,4,,,,,,,2,0,Completed,1.72,2,1.77,2,1.95,1.8,1.9,1.7,2.06,1.862
57,Metz,Open de Moselle,08/10/05,International,Indoor,Hard,Semifinals,3,Monfils G.,Hrbaty D.,45,20,814,1276,7,6,1,6,6,2,,,,,2,1,Completed,2.1,1.66,2.15,1.7,2.12,1.67,1.95,1.65,2.2,1.769
57,Metz,Open de Moselle,09/10/05,International,Indoor,Hard,The Final,3,Ljubicic I.,Monfils G.,16,45,1430,814,7,6,6,0,,,,,,,2,0,Completed,1.44,2.62,1.48,2.65,1.5,2.45,1.45,2.35,1.488,2.85
