ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,CBW,CBL,EXW,EXL,IWW,IWL,PSW,PSL
21,Casablanca,Grand Prix Hassan II,04/04/05,International Series,Outdoor,Clay,1st Round,3,Muller G.,Lisnard J.R.,64,93,7,5,6,2,,,,,,,2,0,Completed,1.83,1.83,1.93,1.83,1.85,1.9,1.55,2.1,1.99,1.84
21,Casablanca,Grand Prix Hassan II,04/04/05,International Series,Outdoor,Clay,1st Round,3,Nieminen J.,Hanescu V.,123,97,6,3,7,6,,,,,,,2,0,Completed,,,1.5,2.55,1.48,2.53,1.55,2.1,1.662,2.31
21,Casablanca,Grand Prix Hassan II,04/04/05,International Series,Outdoor,Clay,1st Round,3,Rochus C.,Tahiri M.,65,563,6,3,6,2,,,,,,,2,0,Completed,1.06,7.5,,,1.1,6.75,1.1,5,1.098,8.5
21,Casablanca,Grand Prix Hassan II,04/04/05,International Series,Outdoor,Clay,1st Round,3,Zib T.,Schuettler R.,77,35,6,2,6,2,,,,,,,2,0,Completed,2.37,1.53,2.2,1.65,2.28,1.58,2.35,1.45,2.29,1.671
21,Casablanca,Grand Prix Hassan II,04/04/05,International Series,Outdoor,Clay,1st Round,3,Almagro N.,Burgsmuller L.,98,87,6,2,6,2,,,,,,,2,0,Completed,1.22,3.75,1.2,4.4,1.2,4.25,1.35,2.7,1.25,4.35
21,Casablanca,Grand Prix Hassan II,05/04/05,International Series,Outdoor,Clay,1st Round,3,Mayer F.,Ulihrach B.,46,106,6,2,6,1,,,,,,,2,0,Completed,1.3,3.25,1.33,3.2,1.25,3.75,1.35,2.7,1.327,3.61
21,Casablanca,Grand Prix Hassan II,05/04/05,International Series,Outdoor,Clay,1st Round,3,Vanek J.,Santoro F.,84,48,6,4,3,6,6,3,,,,,2,1,Completed,2.1,1.66,1.93,1.83,2.05,1.75,2,1.6,2.08,1.781
21,Casablanca,Grand Prix Hassan II,05/04/05,International Series,Outdoor,Clay,1st Round,3,Puerta M.,Behrend T.,59,112,6,4,6,1,,,,,,,2,0,Completed,1.44,2.62,1.48,2.6,1.45,2.6,1.5,2.2,1.526,2.7
21,Casablanca,Grand Prix Hassan II,05/04/05,International Series,Outdoor,Clay,1st Round,3,Tipsarevic J.,Mutis O.,94,125,7,5,6,3,,,,,,,2,0,Completed,1.72,2,1.77,2,1.7,2.1,1.7,1.9,1.714,2.2
21,Casablanca,Grand Prix Hassan II,05/04/05,International Series,Outdoor,Clay,1st Round,3,Gicquel M.,Mertinak M.,150,166,1,6,7,5,6,4,,,,,2,1,Completed,1.9,1.8,,,,,1.95,1.65,,
21,Casablanca,Grand Prix Hassan II,05/04/05,International Series,Outdoor,Clay,1st Round,3,Volandri F.,El Aynaoui Y.,42,655,6,3,7,6,,,,,,,2,0,Completed,,,,,1.15,5.2,1.15,4,1.16,5.75
21,Casablanca,Grand Prix Hassan II,05/04/05,International Series,Outdoor,Clay,1st Round,3,Monaco J.,Sanguinetti D.,100,78,7,6,6,4,,,,,,,2,0,Completed,1.28,3.25,1.25,3.85,1.28,3.46,1.4,2.5,1.27,4.15
21,Casablanca,Grand Prix Hassan II,05/04/05,International Series,Outdoor,Clay,1st Round,3,Sanchez D.,Ascione T.,104,134,7,5,6,4,,,,,,,2,0,Completed,1.57,2.25,1.75,2,,,1.6,2,1.769,2.1
21,Casablanca,Grand Prix Hassan II,05/04/05,International Series,Outdoor,Clay,1st Round,3,Simon G.,Acasuso J.,119,66,6,3,3,6,6,3,,,,,2,1,Completed,3.5,1.25,3.2,1.33,3.75,1.25,2.7,1.35,3.71,1.312
21,Casablanca,Grand Prix Hassan II,05/04/05,International Series,Outdoor,Clay,1st Round,3,Ventura S.,Arazi H.,71,138,7,5,6,3,,,,,,,2,0,Completed,,,,,1.5,2.45,1.55,2.1,1.538,2.66
21,Casablanca,Grand Prix Hassan II,05/04/05,International Series,Outdoor,Clay,1st Round,3,Clement A.,Horna L.,111,44,7,5,6,2,,,,,,,2,0,Completed,2.1,1.66,2.1,1.7,2.3,1.6,1.85,1.75,2.32,1.658
21,Casablanca,Grand Prix Hassan II,06/04/05,International Series,Outdoor,Clay,2nd Round,3,Rochus C.,Sanchez D.,65,104,7,5,4,6,6,3,,,,,2,1,Completed,1.8,1.9,1.95,1.83,1.9,1.85,1.95,1.65,2.04,1.806
21,Casablanca,Grand Prix Hassan II,06/04/05,International Series,Outdoor,Clay,2nd Round,3,Muller G.,Tipsarevic J.,64,94,6,3,6,4,,,,,,,2,0,Completed,1.72,2,1.77,2,1.75,2,1.75,1.85,1.87,1.952
