ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,B&WW,B&WL,IWW,IWL,SBW,SBL
2,Chennai,TATA Open,31/12/02,International,Outdoor,Hard,1st Round,3,Behrend T.,Pavel A.,155,26,6,3,6,3,,,,,,,2,0,Completed,3.25,1.286,3.7,1.17,2.7,1.3,,
2,Chennai,TATA Open,31/12/02,International,Outdoor,Hard,1st Round,3,Canas G.,Norman D.,15,107,4,6,6,2,6,3,,,,,2,1,Completed,1.143,5,1.13,4.25,1.2,3.3,,
2,Chennai,TATA Open,30/12/02,International,Outdoor,Hard,1st Round,3,Chela J.I.,Paes L.,23,998,7,6,7,5,,,,,,,2,0,Completed,1.125,5.5,1.18,3.5,1.2,3.3,,
2,Chennai,TATA Open,30/12/02,International,Outdoor,Hard,1st Round,3,Krajan Z.,Bopanna R.,108,405,6,4,7,6,,,,,,,2,0,Completed,,,,,,,,
2,Chennai,TATA Open,31/12/02,International,Outdoor,Hard,1st Round,3,Kucera K.,Gimelstob J.,83,106,3,6,7,6,6,3,,,,,2,1,Completed,1.4,2.75,1.36,2.5,1.45,2.2,,
2,Chennai,TATA Open,30/12/02,International,Outdoor,Hard,1st Round,3,Lisnard J.R..,Pless K.,105,82,6,2,7,5,,,,,,,2,0,Completed,2.5,1.5,2.9,1.28,2.3,1.4,,
2,Chennai,TATA Open,31/12/02,International,Outdoor,Hard,1st Round,3,Mamiit C.,Burgsmuller L.,111,76,6,0,6,3,,,,,,,2,0,Completed,2.2,1.615,2.9,1.28,2,1.55,,
2,Chennai,TATA Open,31/12/02,International,Outdoor,Hard,1st Round,3,Montanes A.,Llodra M.,78,104,7,6,1,6,6,3,,,,,2,1,Completed,2.5,1.5,2.6,1.35,2.2,1.45,,
2,Chennai,TATA Open,31/12/02,International,Outdoor,Hard,1st Round,3,Okun N.,Balcells J.,128,109,7,5,6,4,,,,,,,2,0,Completed,,,1.8,1.7,1.85,1.65,,
2,Chennai,TATA Open,31/12/02,International,Outdoor,Hard,1st Round,3,Philippoussis M.,Kohlmann M.,80,165,7,6,6,3,,,,,,,2,0,Completed,1.333,3,1.29,2.86,1.4,2.3,,
2,Chennai,TATA Open,30/12/02,International,Outdoor,Hard,1st Round,3,Portas A.,Golmard J.,88,99,1,1,,,,,,,,,0,0,Retired,2.5,1.5,2.85,1.3,2.2,1.45,,
2,Chennai,TATA Open,30/12/02,International,Outdoor,Hard,1st Round,3,Sargsian S.,Varlet J.,103,162,6,1,7,5,,,,,,,2,0,Completed,,,1.5,2.15,1.55,2,,
2,Chennai,TATA Open,30/12/02,International,Outdoor,Hard,1st Round,3,Schuettler R.,Knowle J.,33,121,6,4,6,1,,,,,,,2,0,Completed,1.222,3.75,1.13,4.25,1.25,3,,
2,Chennai,TATA Open,31/12/02,International,Outdoor,Hard,1st Round,3,Srichaphan P.,Vacek J.,16,110,7,5,6,2,,,,,,,2,0,Completed,1.143,5,1.1,4.75,1.15,3.8,,
2,Chennai,TATA Open,31/12/02,International,Outdoor,Hard,1st Round,3,Van Lottum J.,Patience O.,115,222,6,2,7,6,,,,,,,2,0,Completed,1.615,2.2,1.48,2.17,1.55,2,,
2,Chennai,TATA Open,30/12/02,International,Outdoor,Hard,1st Round,3,Vanek J.,Amritraj P.,199,714,6,2,6,2,,,,,,,2,0,Completed,,,,,,
2,Chennai,TATA Open,01/01/03,International,Outdoor,Hard,2nd Round,3,Behrend T.,Portas A.,155,88,7,6,6,1,,,,,,,2,0,Completed,1.833,1.833,1.75,1.75,1.7,1.8
2,Chennai,TATA Open,02/01/03,International,Outdoor,Hard,2nd Round,3,Canas G.,Vanek J.,15,199,6,4,6,2,,,,,,,2,0,Completed,1.222,4,1.11,4.5,1.2,3.3
2,Chennai,TATA Open,01/01/03,International,Outdoor,Hard,2nd Round,3,Chela J.I.,Krajan Z.,23,108,3,6,6,2,2,0,,,,,1,1,Retired,1.333,3.25,1.16,3.85,1.2,3.3
2,Chennai,TATA Open,02/01/03,International,Outdoor,Hard,2nd Round,3,Kucera K.,Mamiit C.,83,111,7,6,3,6,6,3,,,,,2,1,Completed,1.571,2.25,1.54,2.06,1.6,1.9
2,Chennai,TATA Open,02/01/03,International,Outdoor,Hard,2nd Round,3,Lisnard J.R..,Okun N.,105,128,6,0,2,6,6,2,,,,,2,1,Completed,1.8,1.909,1.83,1.68,1.75,1.75
2,Chennai,TATA Open,01/01/03,International,Outdoor,Hard,2nd Round,3,Sargsian S.,Montanes A.,103,78,6,3,6,3,,,,,,,2,0,Completed,1.667,2.1,1.52,2.07,1.5,2.1
2,Chennai,TATA Open,02/01/03,International,Outdoor,Hard,2nd Round,3,Schuettler R.,Philippoussis M.,33,80,6,2,6,1,,,,,,,2,0,Completed,1.833,1.833,1.67,1.85,1.75,1.75
2,Chennai,TATA Open,01/01/03,International,Outdoor,Hard,2nd Round,3,Srichaphan P.,Van Lottum J.,16,115,6,2,6,4,,,,,,,2,0,Completed,1.143,5,1.09,4.7,1.2,3.3
2,Chennai,TATA Open,03/01/03,International,Outdoor,Hard,Quarterfinals,3,Chela J.I.,Behrend T.,23,155,6,4,6,3,,,,,,,2,0,Completed,1.333,3.25,1.27,3,1.35,2.5
2,Chennai,TATA Open,03/01/03,International,Outdoor,Hard,Quarterfinals,3,Kucera K.,Canas G.,83,15,6,1,7,5,,,,,,,2,0,Completed,3.25,1.333,2.9,1.28,2.5,1.35
2,Chennai,TATA Open,03/01/03,International,Outdoor,Hard,Quarterfinals,3,Lisnard J.R..,Schuettler R.,105,33,6,2,7,5,,,,,,,2,0,Completed,3.5,1.286,3.5,1.18,3,1.25
2,Chennai,TATA Open,03/01/03,International,Outdoor,Hard,Quarterfinals,3,Srichaphan P.,Sargsian S.,16,103,6,4,6,4,,,,,,,2,0,Completed,1.167,4.5,1.11,4.5,1.2,3.3
2,Chennai,TATA Open,04/01/03,International,Outdoor,Hard,Semifinals,3,Kucera K.,Chela J.I.,83,23,6,3,7,5,,,,,,,2,0,Completed,2.25,1.571,2.15,1.5,2.1,1.5
2,Chennai,TATA Open,04/01/03,International,Outdoor,Hard,Semifinals,3,Srichaphan P.,Lisnard J.R..,16,105,6,2,6,1,,,,,,,2,0,Completed,1.167,4.5,1.12,4.35,1.25,3
