ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,EXW,EXL,LBW,LBL,SJW,SJL,UBW,UBL
2,Chennai,Chennai Open,05/01/09,ATP250,Outdoor,Hard,1st Round,3,Greul S.,Gimeno-Traver D.,125,88,778,976,6,3,6,4,,,,,,,2,0,Completed,1.44,2.62,1.5,2.55,1.533,2.375,,,1.5,2.52
2,Chennai,Chennai Open,05/01/09,ATP250,Outdoor,Hard,1st Round,3,Phau B.,Ventura S.,118,121,850,814,6,2,7,5,,,,,,,2,0,Completed,1.28,3.5,1.32,3.4,1.364,3,1.286,3.25,1.3,3.4
2,Chennai,Chennai Open,05/01/09,ATP250,Outdoor,Hard,1st Round,3,Cilic M.,Martin A.,27,99,2250,940,6,4,6,4,,,,,,,2,0,Completed,1.14,5,1.15,5.6,1.1,6.5,1.14,5.5,1.12,6
2,Chennai,Chennai Open,05/01/09,ATP250,Outdoor,Hard,1st Round,3,Sela D.,Ramirez-Hidalgo R.,107,119,906,826,4,6,7,6,6,1,,,,,2,1,Completed,1.25,3.75,1.3,3.55,1.3,3.4,1.286,3.5,1.25,3.8
2,Chennai,Chennai Open,05/01/09,ATP250,Outdoor,Hard,1st Round,3,Dlouhy L.,Soeda G.,180,112,452,870,3,6,6,2,6,4,,,,,2,1,Completed,2.1,1.66,2.05,1.75,2,1.72,2,1.727,2.1,1.7
2,Chennai,Chennai Open,05/01/09,ATP250,Outdoor,Hard,1st Round,3,Schuettler R.,Amritraj P.,33,206,1864,392,6,2,4,6,6,1,,,,,2,1,Completed,1.25,3.75,1.3,3.55,1.25,3.75,1.25,3.75,1.32,3.25
2,Chennai,Chennai Open,05/01/09,ATP250,Outdoor,Hard,1st Round,3,Granollers M.,Lee H.T.,55,115,1384,864,6,4,7,5,,,,,,,2,0,Completed,2.1,1.66,2.15,1.7,1.909,1.8,2.2,1.667,2.1,1.7
2,Chennai,Chennai Open,06/01/09,ATP250,Outdoor,Hard,1st Round,3,Beck A.,Karanusic R.,104,89,908,974,6,1,6,0,,,,,,,2,0,Completed,1.66,2.1,1.7,2.15,1.833,1.833,1.727,2.1,1.67,2.15
2,Chennai,Chennai Open,06/01/09,ATP250,Outdoor,Hard,1st Round,3,Istomin D.,Bopanna R.,109,332,902,208,6,4,7,6,,,,,,,2,0,Completed,1.53,2.37,1.55,2.45,,,1.615,2.2,1.62,2.25
2,Chennai,Chennai Open,06/01/09,ATP250,Outdoor,Hard,1st Round,3,Davydenko N.,Koellerer D.,5,28,5330,2160,6,2,6,3,,,,,,,2,0,Completed,1.02,12,1.05,9.5,1.05,8.5,1.04,10,1.03,12
2,Chennai,Chennai Open,06/01/09,ATP250,Outdoor,Hard,1st Round,3,Devvarman S.,Kim K.,202,114,412,866,6,3,6,3,,,,,,,2,0,Completed,1.83,1.83,1.92,1.92,1.909,1.8,1.909,1.8,1.9,1.86
2,Chennai,Chennai Open,06/01/09,ATP250,Outdoor,Hard,1st Round,3,Karlovic I.,Ram R.,25,204,2280,404,6,4,6,3,,,,,,,2,0,Completed,1.2,4.33,1.25,3.95,1.25,3.75,1.222,3.75,1.2,4.3
2,Chennai,Chennai Open,06/01/09,ATP250,Outdoor,Hard,1st Round,3,Minar I.,Odesnik W.,97,117,950,862,6,3,6,0,,,,,,,2,0,Completed,1.72,2,1.8,2.05,1.833,1.833,1.8,1.909,1.77,2
2,Chennai,Chennai Open,06/01/09,ATP250,Outdoor,Hard,1st Round,3,Moya C.,Udomchoke D.,42,152,1580,566,6,3,7,6,,,,,,,2,0,Completed,1.22,4,1.25,3.95,1.25,3.75,1.2,4,1.26,3.7
2,Chennai,Chennai Open,06/01/09,ATP250,Outdoor,Hard,1st Round,3,Tipsarevic J.,Andujar P.,47,98,1500,942,6,3,6,2,,,,,,,2,0,Completed,1.12,5.5,1.2,4.55,1.2,4.333,1.2,4.333,1.14,5.5
2,Chennai,Chennai Open,06/01/09,ATP250,Outdoor,Hard,1st Round,3,Cipolla F.,Wawrinka S.,138,16,632,2670,6,4,6,1,,,,,,,2,0,Completed,6.5,1.1,5.6,1.15,5,1.143,6,1.1,6.2,1.11
2,Chennai,Chennai Open,07/01/09,ATP250,Outdoor,Hard,2nd Round,3,Dlouhy L.,Davydenko N.,180,5,452,5330,,,,,,,,,,,,,Walkover,11,1.03,9.5,1.05,8.5,1.05,9,1.05,10,1.05
2,Chennai,Chennai Open,08/01/09,ATP250,Outdoor,Hard,2nd Round,3,Karlovic I.,Minar I.,25,97,2280,950,6,1,6,4,,,,,,,2,0,Completed,1.33,3.25,1.35,3.2,1.286,3.5,1.286,3.5,1.37,3
2,Chennai,Chennai Open,08/01/09,ATP250,Outdoor,Hard,2nd Round,3,Devvarman S.,Moya C.,202,42,412,1580,4,6,7,5,6,4,,,,,2,1,Completed,3.4,1.3,3.66,1.29,3.4,1.3,3.5,1.286,3.6,1.27
2,Chennai,Chennai Open,08/01/09,ATP250,Outdoor,Hard,2nd Round,3,Granollers M.,Beck A.,55,104,1384,908,6,4,6,1,,,,,,,2,0,Completed,1.9,1.8,1.95,1.85,1.909,1.8,2,1.8,1.97,1.8
2,Chennai,Chennai Open,08/01/09,ATP250,Outdoor,Hard,2nd Round,3,Tipsarevic J.,Sela D.,47,107,1500,906,7,6,6,4,,,,,,,2,0,Completed,1.44,2.62,1.45,2.7,1.4,2.75,1.444,2.75,1.45,2.68
2,Chennai,Chennai Open,08/01/09,ATP250,Outdoor,Hard,2nd Round,3,Phau B.,Cipolla F.,118,138,850,632,6,1,6,2,,,,,,,2,0,Completed,1.83,1.83,1.8,2.05,1.8,1.909,1.8,2,1.75,2.02
2,Chennai,Chennai Open,08/01/09,ATP250,Outdoor,Hard,2nd Round,3,Schuettler R.,Greul S.,33,125,1864,778,6,4,6,2,,,,,,,2,0,Completed,1.44,2.62,1.49,2.65,1.4,2.75,1.444,2.625,1.42,2.78
2,Chennai,Chennai Open,08/01/09,ATP250,Outdoor,Hard,2nd Round,3,Cilic M.,Istomin D.,27,109,2250,902,6,0,6,4,,,,,,,2,0,Completed,1.12,5.5,1.15,5.6,1.143,5,1.167,5,1.14,5.5
2,Chennai,Chennai Open,09/01/09,ATP250,Outdoor,Hard,Quarterfinals,3,Granollers M.,Dlouhy L.,55,180,1384,452,7,5,2,6,6,4,,,,,2,1,Completed,1.4,2.75,1.42,2.89,1.444,2.625,1.444,2.75,1.36,3.05
2,Chennai,Chennai Open,09/01/09,ATP250,Outdoor,Hard,Quarterfinals,3,Schuettler R.,Phau B.,33,118,1864,850,6,2,7,5,,,,,,,2,0,Completed,1.5,2.5,1.5,2.55,1.533,2.375,1.5,2.625,1.48,2.56
2,Chennai,Chennai Open,09/01/09,ATP250,Outdoor,Hard,Quarterfinals,3,Cilic M.,Tipsarevic J.,27,47,2250,1500,6,4,0,6,6,4,,,,,2,1,Completed,1.44,2.62,1.5,2.55,1.444,2.625,1.444,2.75,1.5,2.52
2,Chennai,Chennai Open,09/01/09,ATP250,Outdoor,Hard,Quarterfinals,3,Devvarman S.,Karlovic I.,202,25,412,2280,7,6,6,4,,,,,,,2,0,Completed,3.5,1.28,3.55,1.3,3.75,1.25,3.5,1.286,3.5,1.29
2,Chennai,Chennai Open,10/01/09,ATP250,Outdoor,Hard,Semifinals,3,Cilic M.,Granollers M.,27,55,2250,1384,6,4,6,3,,,,,,,2,0,Completed,1.25,3.75,1.3,3.55,1.3,3.4,1.333,3.25,1.3,3.4
2,Chennai,Chennai Open,10/01/09,ATP250,Outdoor,Hard,Semifinals,3,Schuettler R.,Devvarman S.,33,202,1864,412,,,,,,,,,,,,,Walkover,1.61,2.2,1.65,2.2,1.615,2.2,1.667,2.2,1.67,2.15
2,Chennai,Chennai Open,11/01/09,ATP250,Outdoor,Hard,The Final,3,Cilic M.,Schuettler R.,27,33,2250,1864,6,4,7,6,,,,,,,2,0,Completed,1.25,4,1.25,3.95,1.2,4.33,1.2,4.33,1.2,4.4
