ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,EXW,EXL,LBW,LBL,PSW,PSL,UBW,UBL
2,Chennai,Chennai Open,31/12/07,International,Outdoor,Hard,1st Round,3,Malisse X.,Muller G.,112,117,390,380,6,4,6,3,,,,,,,2,0,Completed,1.5,2.5,1.5,2.45,1.444,2.625,1.571,2.65,1.52,2.45
2,Chennai,Chennai Open,31/12/07,International,Outdoor,Hard,1st Round,3,Melzer J.,Capdeville P.,60,102,590,428,6,2,6,4,,,,,,,2,0,Completed,1.39,2.75,1.44,2.67,1.444,2.625,1.429,3.13,1.5,2.5
2,Chennai,Chennai Open,31/12/07,International,Outdoor,Hard,1st Round,3,Serra F.,Navarro-Pastor I.,92,124,461,360,6,4,7,6,,,,,,,2,0,Completed,1.39,2.75,1.5,2.45,1.444,2.625,1.465,2.95,1.45,2.68
2,Chennai,Chennai Open,31/12/07,International,Outdoor,Hard,1st Round,3,Roger-Vasselin E.,Vardhan V.,97,944,438,10,6,1,6,2,,,,,,,2,0,Completed,,,,,,,,,,
2,Chennai,Chennai Open,31/12/07,International,Outdoor,Hard,1st Round,3,Youzhny M.,Vanek J.,19,101,1570,431,6,3,6,2,,,,,,,2,0,Completed,1.11,6,1.13,5.5,1.125,5.5,1.154,6.88,1.13,5.6
2,Chennai,Chennai Open,01/01/08,International,Outdoor,Hard,1st Round,3,Eschauer W.,Salva B.,66,326,565,110,7,6,5,7,6,4,,,,,2,1,Completed,1.39,2.75,1.5,2.45,1.444,2.625,1.513,2.8,1.45,2.68
2,Chennai,Chennai Open,01/01/08,International,Outdoor,Hard,1st Round,3,Vliegen K.,Gicquel M.,98,70,437,535,7,6,6,4,,,,,,,2,0,Completed,2.2,1.61,1.95,1.8,2,1.727,2.19,1.775,2.15,1.67
2,Chennai,Chennai Open,01/01/08,International,Outdoor,Hard,1st Round,3,Haase R.,Baghdatis M.,114,16,388,1600,6,3,6,4,,,,,,,2,0,Completed,4.5,1.16,3.9,1.25,3.75,1.25,4.75,1.241,3.8,1.25
2,Chennai,Chennai Open,01/01/08,International,Outdoor,Hard,1st Round,3,Garcia-Lopez G.,Peya A.,90,187,462,230,6,4,6,4,,,,,,,2,0,Completed,1.53,2.37,,,,,1.69,2.35,1.57,2.34
2,Chennai,Chennai Open,01/01/08,International,Outdoor,Hard,1st Round,3,Zovko L.,Ascione T.,759,94,19,449,6,4,6,0,,,,,,,2,0,Completed,2.62,1.44,,,,,3.7,1.333,3.1,1.35
2,Chennai,Chennai Open,01/01/08,International,Outdoor,Hard,1st Round,3,Nadal R.,Montcourt M.,2,123,5735,361,6,2,6,4,,,,,,,2,0,Completed,1.01,15,1.04,9.25,1.02,12,1.036,23,1.03,12
2,Chennai,Chennai Open,01/01/08,International,Outdoor,Hard,1st Round,3,Ram R.,Schukin Y.,253,122,160,363,7,6,7,6,,,,,,,2,0,Completed,1.53,2.37,,,,,1.641,2.46,,
2,Chennai,Chennai Open,01/01/08,International,Outdoor,Hard,1st Round,3,Mahut N.,Haase R.,45,114,683,388,6,3,6,3,,,,,,,2,0,Completed,,,,,,,,,,
2,Chennai,Chennai Open,01/01/08,International,Outdoor,Hard,1st Round,3,Moya C.,Gabashvili T.,17,125,1585,357,6,4,6,1,,,,,,,2,0,Completed,1.05,9,1.04,9.25,1.063,8,1.061,14,1.06,8.7
2,Chennai,Chennai Open,01/01/08,International,Outdoor,Hard,1st Round,3,Cilic M.,Troicki V.,71,127,533,357,3,6,7,6,6,1,,,,,2,1,Completed,1.44,2.62,1.45,2.6,1.444,2.625,1.581,2.62,1.52,2.45
2,Chennai,Chennai Open,01/01/08,International,Outdoor,Hard,1st Round,3,Kudryavtsev A.,Amritraj P.,255,278,159,137,6,3,4,6,7,6,,,,,2,1,Completed,1.53,2.37,,,,,,,,
2,Chennai,Chennai Open,02/01/08,International,Outdoor,Hard,2nd Round,3,Youzhny M.,Roger-Vasselin E.,19,97,1570,438,7,5,1,6,6,2,,,,,2,1,Completed,1.12,5.5,1.1,6.25,,,1.137,7.58,1.12,5.85
2,Chennai,Chennai Open,02/01/08,International,Outdoor,Hard,2nd Round,3,Serra F.,Vliegen K.,92,98,461,437,7,5,4,6,7,6,,,,,2,1,Completed,2,1.72,2.05,1.7,1.833,1.833,2.18,1.781,2.1,1.75
2,Chennai,Chennai Open,02/01/08,International,Outdoor,Hard,2nd Round,3,Malisse X.,Melzer J.,112,60,390,590,7,6,6,2,,,,,,,2,0,Completed,1.57,2.25,1.65,2.15,1.571,2.25,1.719,2.29,1.62,2.24
2,Chennai,Chennai Open,02/01/08,International,Outdoor,Hard,2nd Round,3,Moya C.,Kudryavtsev A.,17,255,1585,159,6,3,6,7,6,2,,,,,2,1,Completed,1.05,9,1.04,9.25,,,1.061,14,1.06,8.7
2,Chennai,Chennai Open,03/01/08,International,Outdoor,Hard,2nd Round,3,Garcia-Lopez G.,Eschauer W.,90,66,462,565,4,6,7,5,7,6,,,,,2,1,Completed,1.39,2.75,1.37,2.92,1.444,2.625,1.38,3.43,1.45,2.68
2,Chennai,Chennai Open,03/01/08,International,Outdoor,Hard,2nd Round,3,Cilic M.,Mahut N.,71,45,533,683,6,2,6,4,,,,,,,2,0,Completed,2.62,1.44,2.15,1.65,2.1,1.667,2.3,1.714,2.1,1.7
2,Chennai,Chennai Open,03/01/08,International,Outdoor,Hard,2nd Round,3,Nadal R.,Ram R.,2,253,5735,160,6,2,6,1,,,,,,,2,0,Completed,1,17,1.01,13.5,1.015,13,1.025,28.5,1.01,25
2,Chennai,Chennai Open,03/01/08,International,Outdoor,Hard,2nd Round,3,Haase R.,Zovko L.,114,759,388,19,6,1,7,5,,,,,,,2,0,Completed,1.28,3.5,1.3,3.35,1.286,3.5,1.324,3.79,1.25,3.8
2,Chennai,Chennai Open,04/01/08,International,Outdoor,Hard,Quarterfinals,3,Moya C.,Serra F.,17,92,1585,461,6,3,6,4,,,,,,,2,0,Completed,1.3,3.39,1.35,3.1,1.3,3.4,1.351,3.65,1.33,3.2
2,Chennai,Chennai Open,04/01/08,International,Outdoor,Hard,Quarterfinals,3,Nadal R.,Garcia-Lopez G.,2,90,5735,462,6,3,6,2,,,,,,,2,0,Completed,1.01,15,1.04,9.25,1.03,10,1.04,21,1.02,18
2,Chennai,Chennai Open,04/01/08,International,Outdoor,Hard,Quarterfinals,3,Cilic M.,Haase R.,71,114,533,388,4,6,6,2,6,3,,,,,2,1,Completed,1.61,2.2,1.53,2.4,1.615,2.2,1.637,2.47,1.63,2.22
2,Chennai,Chennai Open,04/01/08,International,Outdoor,Hard,Quarterfinals,3,Youzhny M.,Malisse X.,19,112,1570,390,6,4,6,4,,,,,,,2,0,Completed,1.72,2,1.87,1.87,1.833,1.833,1.87,2.05,1.94,1.82
2,Chennai,Chennai Open,05/01/08,International,Outdoor,Hard,Semifinals,3,Youzhny M.,Cilic M.,19,71,1570,533,6,2,6,3,,,,,,,2,0,Completed,1.3,3.39,1.33,3.17,1.286,3.5,1.299,4.05,1.3,3.4
2,Chennai,Chennai Open,05/01/08,International,Outdoor,Hard,Semifinals,3,Nadal R.,Moya C.,2,17,5735,1585,6,7,7,6,7,6,,,,,2,1,Completed,1.14,5,1.2,4.35,1.143,5,1.247,4.65,1.19,4.5
2,Chennai,Chennai Open,06/01/08,International,Outdoor,Hard,The Final,3,Youzhny M.,Nadal R.,19,2,1570,5735,6,0,6,1,,,,,,,2,0,Completed,2.87,1.4,2.92,1.37,2.75,1.4,2.85,1.488,2.7,1.45
