ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,CBW,CBL,EXW,EXL,IWW,IWL,PSW,PSL
2,Chennai,TATA Open,03/01/05,International,Outdoor,Hard,1st Round,3,Patience O.,Schuettler R.,119,42,6,2,6,2,,,,,,,2,0,Completed,3.25,1.286,3.1,1.33,3.1,1.35,3,1.25,3.4,1.357
2,Chennai,TATA Open,03/01/05,International,Outdoor,Hard,1st Round,3,Gimelstob J.,Gambill J.M.,162,95,6,3,6,4,,,,,,,2,0,Completed,2.1,1.667,2.3,1.57,2.1,1.7,2.1,1.5,2.26,1.685
2,Chennai,TATA Open,03/01/05,International,Outdoor,Hard,1st Round,3,Mathieu P.H.,Tipsarevic J.,123,117,6,3,6,4,,,,,,,2,0,Completed,1.533,2.375,1.65,2.15,1.53,2.4,1.45,2.2,1.629,2.39
2,Chennai,TATA Open,03/01/05,International,Outdoor,Hard,1st Round,3,Vliegen K.,Ventura S.,116,104,7,6,5,7,6,4,,,,,2,1,Completed,1.364,2.875,1.33,3.1,1.32,3.22,1.4,2.3,1.37,3.3
2,Chennai,TATA Open,03/01/05,International,Outdoor,Hard,1st Round,3,Tabara M.,Vanek J.,98,115,6,2,4,6,7,6,,,,,2,1,Completed,1.533,2.375,1.55,2.35,1.6,2.25,1.55,2,1.503,2.76
2,Chennai,TATA Open,03/01/05,International,Outdoor,Hard,1st Round,3,Heuberger I.,Amritraj P.,124,340,6,4,6,4,,,,,,,2,0,Completed,1.444,2.625,,,1.4,2.85,1.45,2.2,1.417,3.05
2,Chennai,TATA Open,03/01/05,International,Outdoor,Hard,1st Round,3,Garcia A.,Carraz G.,118,90,6,4,6,3,,,,,,,2,0,Completed,2.87,1.36,2.45,1.5,2.6,1.45,2.7,1.3,2.82,1.476
2,Chennai,TATA Open,03/01/05,International,Outdoor,Hard,1st Round,3,Garcia-Lopez G.,van Scheppingen D.,129,112,3,6,6,3,6,2,,,,,2,1,Completed,2,1.727,1.93,1.8,1.95,1.8,1.85,1.65,2.01,1.826
2,Chennai,TATA Open,03/01/05,International,Outdoor,Hard,1st Round,3,Lu Y.H.,Paes L.,87,N/A,6,2,7,6,,,,,,,2,0,Completed,1.3,3.2,,,1.25,3.75,1.3,2.7,,
2,Chennai,TATA Open,04/01/05,International,Outdoor,Hard,1st Round,3,Kim K.,Mankad H.,94,360,6,4,4,6,6,4,,,,,2,1,Completed,1.4,2.75,,,,,,,1.391,3.21
2,Chennai,TATA Open,04/01/05,International,Outdoor,Hard,1st Round,3,Zib T.,Burgsmuller L.,121,100,6,1,6,4,,,,,,,2,0,Completed,2,1.727,2,1.75,1.83,1.91,1.9,1.6,2.1,1.769
2,Chennai,TATA Open,04/01/05,International,Outdoor,Hard,1st Round,3,Bjorkman J.,Rastogi K.,70,1005,6,4,6,0,,,,,,,2,0,Completed,1.063,7.5,,,,,1.05,5,1.091,9
2,Chennai,TATA Open,04/01/05,International,Outdoor,Hard,1st Round,3,Devilder N.,Baghdatis M.,198,159,6,4,6,7,7,6,,,,,2,1,Completed,3.25,1.286,3.45,1.28,3.75,1.25,2.7,1.3,3.75,1.308
2,Chennai,TATA Open,04/01/05,International,Outdoor,Hard,1st Round,3,Carlsen K.,Okun N.,84,141,7,6,6,4,,,,,,,2,0,Completed,1.533,2.375,1.57,2.3,1.6,2.25,1.5,2.1,1.629,2.39
2,Chennai,TATA Open,04/01/05,International,Outdoor,Hard,1st Round,3,Moya C.,Knowle J.,5,257,6,4,7,6,,,,,,,2,0,Completed,1.1,6.5,1.08,7,1.05,8.5,1.1,4.5,1.092,9.07
2,Chennai,TATA Open,04/01/05,International,Outdoor,Hard,1st Round,3,Srichaphan P.,Rochus C.,27,113,4,6,7,6,6,1,,,,,2,1,Completed,1.14,5,1.15,5,1.15,5.2,1.2,3.3,1.196,5.09
2,Chennai,TATA Open,05/01/05,International,Outdoor,Hard,2nd Round,3,Tabara M.,Patience O.,98,119,7,6,6,4,,,,,,,2,0,Completed,1.66,2.1,1.65,2.15,1.7,2.1,1.6,1.9,1.735,2.16
2,Chennai,TATA Open,05/01/05,International,Outdoor,Hard,2nd Round,3,Zib T.,Kim K.,121,94,6,3,7,5,,,,,,,2,0,Completed,1.53,2.37,1.48,2.55,1.53,2.4,1.55,2,1.595,2.48
2,Chennai,TATA Open,05/01/05,International,Outdoor,Hard,2nd Round,3,Gimelstob J.,Bjorkman J.,162,70,6,0,4,6,6,3,,,,,2,1,Completed,2.1,1.66,2.25,1.6,2.1,1.7,2,1.55,2.49,1.592
2,Chennai,TATA Open,05/01/05,International,Outdoor,Hard,2nd Round,3,Garcia-Lopez G.,Garcia A.,129,118,6,3,6,3,,,,,,,2,0,Completed,1.8,1.9,1.87,1.87,1.95,1.8,1.75,1.75,1.847,1.98
2,Chennai,TATA Open,06/01/05,International,Outdoor,Hard,2nd Round,3,Moya C.,Heuberger I.,5,124,,,,,,,,,,,,,Walkover,1.1,6.5,,,,,,,,
