ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,CBW,CBL,GBW,GBL,IWW,IWL,SBW,SBL
1,Adelaide,AAPT Championships,01/01/01,International,Outdoor,Hard,1st Round,3,Clement A.,Gaudenzi A.,18,101,6,7,6,0,6,3,,,,,2,1,Completed,,,,,,,,
1,Adelaide,AAPT Championships,01/01/01,International,Outdoor,Hard,1st Round,3,Goldstein P.,Jones A.,81,442,6,4,6,2,,,,,,,2,0,Completed,,,,,,,,
1,Adelaide,AAPT Championships,01/01/01,International,Outdoor,Hard,1st Round,3,Haas T.,Smith L.,23,485,6,3,6,3,,,,,,,2,0,Completed,,,1.12,4,1.1,3.5,,
1,Adelaide,AAPT Championships,01/01/01,International,Outdoor,Hard,1st Round,3,Henman T.,Rusedski G.,10,69,6,2,7,6,,,,,,,2,0,Completed,,,,,,,,
1,Adelaide,AAPT Championships,01/01/01,International,Outdoor,Hard,1st Round,3,Hewitt L.,Arthurs W.,7,83,6,4,6,3,,,,,,,2,0,Completed,1.28,3.3,1.12,3.8,,,,
1,Adelaide,AAPT Championships,01/01/01,International,Outdoor,Hard,1st Round,3,Johansson T.,Mantilla F.,39,99,7,6,6,2,,,,,,,2,0,Completed,,,,,,,,
1,Adelaide,AAPT Championships,01/01/01,International,Outdoor,Hard,1st Round,3,Ljubicic I.,Sargsian S.,91,94,6,2,7,5,,,,,,,2,0,Completed,,,,,,,,
1,Adelaide,AAPT Championships,01/01/01,International,Outdoor,Hard,1st Round,3,Malisse X.,Woodruff C.,127,67,2,6,6,3,6,2,,,,,2,1,Completed,,,,,,,,
1,Adelaide,AAPT Championships,01/01/01,International,Outdoor,Hard,1st Round,3,Martin A.,Puentes G.,79,92,6,2,6,3,,,,,,,2,0,Completed,,,,,,,,
1,Adelaide,AAPT Championships,01/01/01,International,Outdoor,Hard,1st Round,3,Massu N.,Sluiter R.,87,95,6,2,6,4,,,,,,,2,0,Completed,,,,,,,,
1,Adelaide,AAPT Championships,01/01/01,International,Outdoor,Hard,1st Round,3,Pavel A.,Gimelstob J.,27,97,6,2,6,2,,,,,,,2,0,Completed,,,,,,,,
1,Adelaide,AAPT Championships,01/01/01,International,Outdoor,Hard,1st Round,3,Phau B.,Woodbridge T.,208,187,7,5,6,1,,,,,,,2,0,Completed,,,,,,,,
1,Adelaide,AAPT Championships,01/01/01,International,Outdoor,Hard,1st Round,3,Rochus C.,Ilie A.,74,50,1,6,7,6,7,5,,,,,2,1,Completed,,,,,,,,
1,Adelaide,AAPT Championships,01/01/01,International,Outdoor,Hard,1st Round,3,Stoltenberg J.,Grosjean S.,66,19,6,3,6,2,,,,,,,2,0,Completed,,,,,,,,
1,Adelaide,AAPT Championships,01/01/01,International,Outdoor,Hard,1st Round,3,Tarango J.,Kohlmann M.,112,217,6,3,7,6,,,,,,,2,0,Completed,,,,,,,,
1,Adelaide,AAPT Championships,01/01/01,International,Outdoor,Hard,1st Round,3,Vinck C.,Popp A.,102,86,7,6,6,4,,,,,,,2,0,Completed,,,,,,,,
1,Adelaide,AAPT Championships,01/01/01,International,Outdoor,Hard,2nd Round,3,Haas T.,Malisse X.,23,127,7,5,6,3,,,,,,,2,0,Completed,1.35,2.9,1.2,3.2,1.25,2.6,1.33,3
1,Adelaide,AAPT Championships,01/01/01,International,Outdoor,Hard,2nd Round,3,Henman T.,Tarango J.,10,112,6,1,6,4,,,,,,,2,0,Completed,,,,,,,,
1,Adelaide,AAPT Championships,01/01/01,International,Outdoor,Hard,2nd Round,3,Hewitt L.,Phau B.,7,208,6,7,6,4,6,0,,,,,2,1,Completed,,,,,,,1.13,5.5
1,Adelaide,AAPT Championships,01/01/01,International,Outdoor,Hard,2nd Round,3,Johansson T.,Vinck C.,39,102,7,5,6,3,,,,,,,2,0,Completed,,,,,,,,
