ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,CBW,CBL,EXW,EXL,IWW,IWL,PSW,PSL
32,Halle,Gerry Weber Open,06/06/05,International,Outdoor,Grass,1st Round,3,Canas G.,Verdasco F.,8,57,6,4,6,4,,,,,,,2,0,Completed,1.72,2,1.75,2,1.67,2.12,1.7,1.9,1.735,2.26
32,Halle,Gerry Weber Open,06/06/05,International,Outdoor,Grass,1st Round,3,Melzer J.,Martin A.,37,52,7,5,6,7,7,6,,,,,2,1,Completed,1.22,3.75,1.3,3.4,1.21,4.06,1.2,3.6,1.345,3.6
32,Halle,Gerry Weber Open,06/06/05,International,Outdoor,Grass,1st Round,3,Mayer F.,Youzhny M.,60,33,6,4,7,6,,,,,,,2,0,Completed,2.2,1.61,2.4,1.55,2.45,1.5,2,1.6,2.54,1.61
32,Halle,Gerry Weber Open,06/06/05,International,Outdoor,Grass,1st Round,3,Lopez F.,Carlsen K.,32,53,7,6,7,6,,,,,,,2,0,Completed,1.44,2.62,1.5,2.55,1.53,2.4,1.4,2.5,1.578,2.63
32,Halle,Gerry Weber Open,06/06/05,International,Outdoor,Grass,1st Round,3,Rochus O.,Saulnier C.,39,50,6,4,6,4,,,,,,,2,0,Completed,1.83,1.83,1.88,1.88,1.95,1.8,1.8,1.8,2.07,1.855
32,Halle,Gerry Weber Open,06/06/05,International,Outdoor,Grass,1st Round,3,Safin M.,Popp A.,5,132,6,3,6,2,,,,,,,2,0,Completed,1.44,2.62,1.53,2.45,1.46,2.6,1.45,2.35,1.568,2.64
32,Halle,Gerry Weber Open,06/06/05,International,Outdoor,Grass,1st Round,3,Haas T.,Novak J.,23,27,6,4,6,1,,,,,,,2,0,Completed,1.53,2.37,1.55,2.4,1.55,2.35,1.45,2.35,1.495,2.82
32,Halle,Gerry Weber Open,07/06/05,International,Outdoor,Grass,1st Round,3,Ferrero J.C.,Voltchkov V.,34,182,6,7,6,4,6,4,,,,,2,1,Completed,1.36,2.87,1.45,2.7,1.4,2.85,1.45,2.35,1.5,2.8
32,Halle,Gerry Weber Open,07/06/05,International,Outdoor,Grass,1st Round,3,Norman D.,Rochus C.,118,48,6,4,3,6,6,1,,,,,2,1,Completed,1.53,2.37,1.5,2.55,1.55,2.35,1.45,2.35,1.585,2.61
32,Halle,Gerry Weber Open,07/06/05,International,Outdoor,Grass,1st Round,3,Wang Y.T.,Llodra M.,156,66,7,6,6,7,6,2,,,,,2,1,Completed,3,1.33,2.85,1.4,2.85,1.4,2.7,1.35,3.25,1.408
32,Halle,Gerry Weber Open,07/06/05,International,Outdoor,Grass,1st Round,3,Santoro F.,Pavel A.,55,45,7,5,6,2,,,,,,,2,0,Completed,2,1.72,1.93,1.83,2.1,1.7,2.35,1.45,1.893,2.02
32,Halle,Gerry Weber Open,07/06/05,International,Outdoor,Grass,1st Round,3,Federer R.,Soderling R.,1,35,6,7,7,6,6,4,,,,,2,1,Completed,1.05,8,1.05,9,1.05,8.5,1.05,6,1.044,18.25
32,Halle,Gerry Weber Open,07/06/05,International,Outdoor,Grass,1st Round,3,Kohlschreiber P.,Johansson J.,71,10,7,6,6,1,,,,,,,2,0,Completed,7,1.07,9,1.05,10.5,1.03,6,1.05,8.7,1.101
32,Halle,Gerry Weber Open,07/06/05,International,Outdoor,Grass,1st Round,3,Schuettler R.,Nalbandian D.,64,18,6,3,6,3,,,,,,,2,0,Completed,3.25,1.28,3.4,1.3,3.45,1.3,3.2,1.25,3.75,1.333
