ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,CBW,CBL,GBW,GBL,IWW,IWL,SBW,SBL
34,Halle,Gerry Weber Open,11/06/01,International,Outdoor,Grass,1st Round,3,Bjorkman J.,Schalken S.,42,29,6,1,6,4,,,,,,,2,0,Completed,1.85,1.85,1.87,1.7,1.9,1.6,,
34,Halle,Gerry Weber Open,11/06/01,International,Outdoor,Grass,1st Round,3,Burgsmuller L.,Saulnier C.,79,145,7,6,6,2,,,,,,,2,0,Completed,2.05,1.67,1.85,1.7,1.9,1.6,,
34,Halle,Gerry Weber Open,11/06/01,International,Outdoor,Grass,1st Round,3,Escude N.,Nestor D.,32,150,6,1,6,2,,,,,,,2,0,Completed,1.57,2.25,1.51,2.2,1.6,1.9,,
34,Halle,Gerry Weber Open,11/06/01,International,Outdoor,Grass,1st Round,3,Federer R.,Portas A.,14,23,6,7,6,4,6,2,,,,,2,1,Completed,1.2,4,1.25,3.09,1.2,3.2,,
34,Halle,Gerry Weber Open,11/06/01,International,Outdoor,Grass,1st Round,3,Golmard J.,Corretja A.,52,9,6,0,6,2,,,,,,,2,0,Completed,1.45,2.5,1.4,2.4,1.4,2.3,,
34,Halle,Gerry Weber Open,11/06/01,International,Outdoor,Grass,1st Round,3,Grosjean S.,Black W.,8,155,5,7,6,3,6,1,,,,,2,1,Completed,1.42,2.6,1.35,2.7,1.4,2.3,,
34,Halle,Gerry Weber Open,11/06/01,International,Outdoor,Grass,1st Round,3,Haas T.,Mirnyi M.,21,51,6,4,6,4,,,,,,,2,0,Completed,1.53,2.3,1.45,2.3,1.45,2.2,,
34,Halle,Gerry Weber Open,11/06/01,International,Outdoor,Grass,1st Round,3,Johansson T.,Chang M.,19,37,6,2,7,5,,,,,,,2,0,Completed,1.7,2,1.6,2,1.65,1.85,,
34,Halle,Gerry Weber Open,11/06/01,International,Outdoor,Grass,1st Round,3,Kafelnikov Y.,Ketola T.,7,213,6,2,4,6,6,2,,,,,2,1,Completed,,,1.2,3.45,1.2,3.2,,
34,Halle,Gerry Weber Open,11/06/01,International,Outdoor,Grass,1st Round,3,Kiefer N.,Clement A.,27,12,6,3,6,4,,,,,,,2,0,Completed,1.48,2.45,1.5,2.2,1.45,2.2,,
