WTA,Location,Tournament,Date,Tier,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,Wsets,Lsets,Comment,B365W,B365L,PSW,PSL,MaxW,MaxL,AvgW,AvgL
39,Toronto,Canadian Open,08/08/2022,WTA1000,Outdoor,Hard,1st Round,3,Rybakina E.,Bouzkova M.,27,47,1735,1153,7,5,6,7,6,1,2,1,Completed,1.8,2,2,1.87,2,2.1,1.84,1.94
39,Toronto,Canadian Open,08/08/2022,WTA1000,Outdoor,Hard,1st Round,3,Halep S.,Vekic D.,15,82,2415,755,6,0,6,2,,,2,0,Completed,1.2,4.5,1.18,5.29,1.26,5.29,1.2,4.41
39,Toronto,Canadian Open,08/08/2022,WTA1000,Outdoor,Hard,1st Round,3,Haddad Maia B.,Trevisan M.,24,26,1782,1775,6,2,2,6,6,2,2,1,Completed,1.2,4.5,1.27,4.09,1.27,4.5,1.23,4.02
39,Toronto,Canadian Open,08/08/2022,WTA1000,Outdoor,Hard,1st Round,3,Williams S.,Parrizas Diaz N.,N/A,57,N/A,1032,6,3,6,4,,,2,0,Completed,1.33,3.4,1.35,3.38,1.36,3.76,1.32,3.32
39,Toronto,Canadian Open,08/08/2022,WTA1000,Outdoor,Hard,1st Round,3,Ostapenko J.,Kalinina A.,16,52,2302,1091,6,4,6,2,,,2,0,Completed,1.44,2.75,1.46,2.9,1.5,3.1,1.43,2.78
39,Toronto,Canadian Open,08/08/2022,WTA1000,Outdoor,Hard,1st Round,3,Pliskova Ka.,Krejcikova B.,14,19,2532,2163,6,3,6,4,,,2,0,Completed,1.9,1.9,2.02,1.87,2.02,1.92,1.94,1.83
39,Toronto,Canadian Open,08/08/2022,WTA1000,Outdoor,Hard,1st Round,3,Stephens S.,Kenin S.,59,416,1007,124,6,2,6,7,7,5,2,1,Completed,1.53,2.5,1.56,2.59,1.66,2.59,1.55,2.41
39,Toronto,Canadian Open,08/08/2022,WTA1000,Outdoor,Hard,1st Round,3,Muhammad A.,Keys M.,187,25,350,1779,7,6,6,4,,,2,0,Completed,4,1.25,4.13,1.26,4.57,1.26,3.97,1.24
39,Toronto,Canadian Open,08/08/2022,WTA1000,Outdoor,Hard,1st Round,3,Cornet A.,Garcia C.,40,34,1271,1380,3,6,6,3,6,3,2,1,Completed,2.5,1.53,2.48,1.6,2.61,1.69,2.4,1.56
39,Toronto,Canadian Open,09/08/2022,WTA1000,Outdoor,Hard,1st Round,3,Putintseva Y.,Sebov K.,46,299,1165,210,3,6,6,2,7,5,2,1,Completed,1.16,5,1.19,5.34,1.2,5.5,1.17,4.95
39,Toronto,Canadian Open,09/08/2022,WTA1000,Outdoor,Hard,1st Round,3,Fernandez L.A.,Sanders S.,13,273,2534,235,6,4,6,7,6,3,2,1,Completed,1.28,3.75,1.29,3.89,1.33,3.89,1.29,3.5
39,Toronto,Canadian Open,09/08/2022,WTA1000,Outdoor,Hard,1st Round,3,Riske A.,Kvitova P.,35,23,1376,1786,6,2,4,6,6,3,2,1,Completed,2.62,1.5,2.63,1.54,2.75,1.57,2.52,1.5
39,Toronto,Canadian Open,09/08/2022,WTA1000,Outdoor,Hard,1st Round,3,Teichmann J.,Williams V.,21,1556,1997,2,6,2,6,3,,,2,0,Completed,1.16,5,1.2,5.19,1.2,5.19,1.18,4.73
39,Toronto,Canadian Open,09/08/2022,WTA1000,Outdoor,Hard,1st Round,3,Zheng Q.,Marino R.,51,96,1103,662,3,6,7,6,6,4,2,1,Completed,1.53,2.5,1.53,2.66,1.56,2.88,1.49,2.6
39,Toronto,Canadian Open,09/08/2022,WTA1000,Outdoor,Hard,1st Round,3,Sorribes Tormo S.,Liu C.,41,81,1266,757,7,6,2,6,7,6,2,1,Completed,1.72,2.1,1.64,2.38,1.75,2.38,1.68,2.16
39,Toronto,Canadian Open,09/08/2022,WTA1000,Outdoor,Hard,1st Round,3,Gauff C.,Brengle M.,11,64,2746,905,6,1,6,3,,,2,0,Completed,1.12,6,1.13,7.11,1.14,7.3,1.12,6.25
39,Toronto,Canadian Open,09/08/2022,WTA1000,Outdoor,Hard,1st Round,3,Mertens E.,Bondar A.,37,54,1331,1079,7,6,6,1,,,2,0,Completed,1.3,3.5,1.3,3.85,1.32,3.95,1.28,3.58
39,Toronto,Canadian Open,09/08/2022,WTA1000,Outdoor,Hard,1st Round,3,Tomljanovic A.,Kudermetova V.,72,18,821,2220,6,4,2,6,7,6,2,1,Completed,2.5,1.53,2.73,1.51,2.75,1.57,2.58,1.49
