ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,CBW,CBL,EXW,EXL,IWW,IWL,PSW,PSL
67,Shanghai,Masters Cup,13/11/05,Masters Cup,Indoor,Hard,Round Robin,3,Federer R.,Nalbandian D.,1,12,6225,1720,6,3,2,6,6,4,,,,,2,1,Completed,1.1,6.5,1.14,5.35,1.15,5.2,1.15,4,1.198,5.54
67,Shanghai,Masters Cup,13/11/05,Masters Cup,Indoor,Hard,Round Robin,3,Ljubicic I.,Coria G.,8,6,2080,2190,6,2,6,3,,,,,,,2,0,Completed,1.16,4.5,1.2,4.4,1.15,5.2,1.15,4,1.192,5.7
67,Shanghai,Masters Cup,14/11/05,Masters Cup,Indoor,Hard,Round Robin,3,Davydenko N.,Agassi A.,7,5,2090,2275,6,4,6,2,,,,,,,2,0,Completed,3,1.36,3.05,1.36,3.1,1.35,2.7,1.35,3.43,1.38
67,Shanghai,Masters Cup,14/11/05,Masters Cup,Indoor,Hard,Round Robin,3,Gaudio G.,Puerta M.,9,10,1850,1799,6,3,7,5,,,,,,,2,0,Completed,,,,,,,,,,
67,Shanghai,Masters Cup,15/11/05,Masters Cup,Indoor,Hard,Round Robin,3,Federer R.,Ljubicic I.,1,8,6225,2080,6,3,2,6,7,6,,,,,2,1,Completed,1.33,3.25,1.38,2.9,1.4,2.98,1.35,2.7,1.439,3.08
67,Shanghai,Masters Cup,15/11/05,Masters Cup,Indoor,Hard,Round Robin,3,Nalbandian D.,Coria G.,12,6,1720,2190,7,5,6,4,,,,,,,2,0,Completed,1.25,3.75,1.22,4.1,1.27,3.81,1.25,3.2,1.285,4.21
67,Shanghai,Masters Cup,16/11/05,Masters Cup,Indoor,Hard,Round Robin,3,Davydenko N.,Gaudio G.,7,9,2090,1850,6,3,6,4,,,,,,,2,0,Completed,1.39,2.75,1.45,2.7,1.51,2.57,1.5,2.2,1.538,2.76
67,Shanghai,Masters Cup,16/11/05,Masters Cup,Indoor,Hard,Round Robin,3,Gonzalez F.,Puerta M.,13,10,1690,1799,6,3,4,6,6,0,,,,,2,1,Completed,1.16,4.5,1.25,3.85,1.27,3.81,1.2,3.6,1.247,4.65
67,Shanghai,Masters Cup,17/11/05,Masters Cup,Indoor,Hard,Round Robin,3,Nalbandian D.,Ljubicic I.,12,8,1720,2080,6,2,6,2,,,,,,,2,0,Completed,3.5,1.28,3.05,1.36,3.28,1.34,2.7,1.35,3.36,1.391
67,Shanghai,Masters Cup,17/11/05,Masters Cup,Indoor,Hard,Round Robin,3,Federer R.,Coria G.,1,6,6225,2190,6,0,1,6,6,2,,,,,2,1,Completed,1.02,11,1.02,12,1.05,10.58,1.05,6,1.04,21
67,Shanghai,Masters Cup,18/11/05,Masters Cup,Indoor,Hard,Round Robin,3,Gaudio G.,Gonzalez F.,9,13,1850,1690,1,6,7,5,7,5,,,,,2,1,Completed,2.75,1.39,2.75,1.42,3.07,1.38,2.5,1.4,2.85,1.488
67,Shanghai,Masters Cup,18/11/05,Masters Cup,Indoor,Hard,Round Robin,3,Davydenko N.,Puerta M.,7,10,2090,1799,6,3,6,2,,,,,,,2,0,Completed,1.25,3.75,1.2,4.25,1.42,2.89,3.2,1.25,1.282,4.25
67,Shanghai,Masters Cup,19/11/05,Masters Cup,Indoor,Hard,Semifinals,3,Federer R.,Gaudio G.,1,9,6225,1850,6,0,6,0,,,,,,,2,0,Completed,1.03,10,1.04,10,1.05,10.5,1.03,7,1.05,16.5
67,Shanghai,Masters Cup,19/11/05,Masters Cup,Indoor,Hard,Semifinals,3,Nalbandian D.,Davydenko N.,12,7,1720,2090,6,0,7,5,,,,,,,2,0,Completed,1.61,2.2,1.67,2.15,1.63,2.29,1.6,2,1.685,2.36
67,Shanghai,Masters Cup,20/11/05,Masters Cup,Indoor,Hard,The Final,5,Nalbandian D.,Federer R.,12,1,1720,6225,6,7,6,7,6,2,6,1,7,6,3,2,Completed,6.5,1.1,5.35,1.14,5.66,1.16,3.8,1.17,7.37,1.143
