ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,CBW,CBL,GBW,GBL,IWW,IWL,SBW,SBL
66,Shanghai,Masters Cup,11/11/02,Masters Cup,Indoor,Hard,Round Robin,3,Costa A.,Safin M.,11,3,3,6,6,4,6,3,,,,,2,1,Completed,,,,,,,,,,
66,Shanghai,Masters Cup,11/11/02,Masters Cup,Indoor,Hard,Round Robin,3,Federer R.,Ferrero J.C.,6,4,6,3,6,4,,,,,,,2,0,Completed,1.533,2.375,1.5,2.55,1.5,2.37,1.4,2.3,,
66,Shanghai,Masters Cup,11/11/02,Masters Cup,Indoor,Hard,Round Robin,3,Federer R.,Johansson T.,6,14,6,3,7,5,,,,,,,2,0,Completed,1.364,3,1.35,3,1.36,2.91,1.35,2.5,,
66,Shanghai,Masters Cup,11/11/02,Masters Cup,Indoor,Hard,Round Robin,3,Federer R.,Novak J.,6,7,6,0,4,6,6,2,,,,,2,1,Completed,1.571,2.25,1.53,2.45,1.62,2.18,1.55,2,,
66,Shanghai,Masters Cup,11/11/02,Masters Cup,Indoor,Hard,Round Robin,3,Ferrero J.C.,Agassi A.,4,2,7,5,2,6,7,6,,,,,2,1,Completed,2.75,1.4,2.85,1.4,3.02,1.45,3,1.25,,
66,Shanghai,Masters Cup,11/11/02,Masters Cup,Indoor,Hard,Round Robin,3,Ferrero J.C.,Novak J.,4,7,7,5,6,3,,,,,,,2,0,Completed,1.615,2.2,1.7,2.1,1.77,2,1.75,1.75,,
66,Shanghai,Masters Cup,11/11/02,Masters Cup,Indoor,Hard,Round Robin,3,Hewitt L.,Costa A.,1,11,6,2,4,6,6,3,,,,,2,1,Completed,1.1,6,1.1,6.5,1.14,5,1.1,4.5,,
66,Shanghai,Masters Cup,11/11/02,Masters Cup,Indoor,Hard,Round Robin,3,Hewitt L.,Safin M.,1,3,6,4,2,6,6,4,,,,,2,1,Completed,1.571,2.25,1.52,2.45,1.56,2.5,1.45,2.2,,
66,Shanghai,Masters Cup,11/11/02,Masters Cup,Indoor,Hard,Round Robin,3,Moya C.,Costa A.,5,11,7,6,3,6,6,4,,,,,2,1,Completed,,,,,,,,,,
66,Shanghai,Masters Cup,11/11/02,Masters Cup,Indoor,Hard,Round Robin,3,Moya C.,Hewitt L.,5,1,6,4,7,5,,,,,,,2,0,Completed,2.25,1.571,2.25,1.62,2.01,1.67,2,1.55,,
66,Shanghai,Masters Cup,11/11/02,Masters Cup,Indoor,Hard,Round Robin,3,Moya C.,Safin M.,5,3,6,4,7,5,,,,,,,2,0,Completed,2.625,1.444,2.55,1.5,2.66,1.52,2.2,1.45,,
66,Shanghai,Masters Cup,11/11/02,Masters Cup,Indoor,Hard,Round Robin,3,Novak J.,Agassi A.,7,2,7,5,6,1,,,,,,,2,0,Completed,4.333,1.2,4.7,1.18,4.25,1.21,3.8,1.15,,
66,Shanghai,Masters Cup,11/11/02,Masters Cup,Indoor,Hard,Semifinals,3,Ferrero J.C.,Moya C.,4,5,6,7,6,4,6,4,,,,,2,1,Completed,,,,,,,,,,
66,Shanghai,Masters Cup,11/11/02,Masters Cup,Indoor,Hard,Semifinals,3,Hewitt L.,Federer R.,1,6,7,5,5,7,7,5,,,,,2,1,Completed,1.615,2.2,1.75,2,1.6,2.05,1.7,1.8,,
66,Shanghai,Masters Cup,11/11/02,Masters Cup,Indoor,Hard,The Final,5,Hewitt L.,Ferrero J.C.,1,4,7,5,7,5,2,6,2,6,6,4,3,2,Completed,,,,,,,,,,
