iter	Accuracy	MultiClass
291	1	0.09149422278
292	1	0.09117431782
293	1	0.09070192469
294	1	0.09041084432
295	1	0.09005766279
296	1	0.0897124149
297	1	0.08945751532
298	1	0.08908154364
299	1	0.08868177792
300	1	0.08851406983
301	1	0.08811425011
302	1	0.08763700629
303	1	0.08736237812
304	1	0.08692745184
305	1	0.08656038828
306	1	0.08623071136
307	1	0.08588207054
308	1	0.08569110551
309	1	0.08543175755
310	1	0.08509509678
311	1	0.08493947159
312	1	0.08454239112
313	1	0.08414589212
314	1	0.08375906554
315	1	0.0835121353
316	1	0.08322155124
317	1	0.08290149877
318	1	0.08260228522
319	1	0.08236529391
320	1	0.08199767316
321	1	0.08170409035
322	1	0.08136392564
323	1	0.08103684846
324	1	0.08068817712
325	1	0.08049589724
326	1	0.08015913263
327	1	0.07999521708
328	1	0.07981047574
329	1	0.07948588816
330	1	0.07915992182
331	1	0.07883937061
332	1	0.07848634569
333	1	0.07818004089
334	1	0.07783806094
335	1	0.07755825172
336	1	0.07726145138
337	1	0.07704477474
338	1	0.07683118414
339	1	0.07655585394
340	1	0.07634798067
341	1	0.07611515364
342	1	0.07591096268
343	1	0.07566105937
344	1	0.07536557544
345	1	0.07510552975
346	1	0.07494084381
347	1	0.07464804861
348	1	0.07442158288
349	1	0.07413554901
350	1	0.07383362045
351	1	0.07360049917
352	1	0.07336821884
353	1	0.073101309
354	1	0.07283535414
355	1	0.07264855201
356	1	0.07238439679
357	1	0.07220333293
358	1	0.07190598772
359	1	0.07172578255
360	1	0.07154837382
361	1	0.07126880628
362	1	0.0710180397
363	1	0.07078450951
364	1	0.07053605898
365	1	0.07039086474
366	1	0.0701377399
367	1	0.06994931937
368	1	0.06976555904
369	1	0.0695578861
370	1	0.06941763224
371	1	0.06927979878
372	1	0.06911532927
373	1	0.06888030082
374	1	0.06874639173
375	1	0.06847753717
376	1	0.06823337127
377	1	0.06800596849
378	1	0.06783391638
379	1	0.06770509851
380	1	0.06752529164
381	1	0.06731915669
382	1	0.06714245222
383	1	0.06689776109
384	1	0.06665519129
385	1	0.0664220467
386	1	0.06622377417
387	1	0.06598973131
388	1	0.06575664901
389	1	0.06557673959
390	1	0.06535132077
391	1	0.06523244681
392	1	0.06504296483
393	1	0.06484464905
394	1	0.06474438809
395	1	0.06460369337
396	1	0.06438682695
397	1	0.06421673946
398	1	0.06410384618
399	1	0.06400730966
400	1	0.06382141737
401	1	0.06361933882
402	1	0.06337641384
403	1	0.06317170997
404	1	0.0630053856
405	1	0.06284148521
406	1	0.06266734781
407	1	0.06251899167
408	1	0.06237130961
409	1	0.06226568564
410	1	0.06207858623
411	1	0.06197497517
412	1	0.06187282547
413	1	0.06177209511
414	1	0.06158392923
415	1	0.06141550771
416	1	0.0612265052
417	1	0.06106373921
418	1	0.06088519564
419	1	0.06070913601
420	1	0.06052918859
421	1	0.06032984681
422	1	0.06015499118
423	1	0.05997593596
424	1	0.0598171845
425	1	0.05966397548
426	1	0.05949734592
427	1	0.05934858514
428	1	0.05926780896
429	1	0.05912253442
430	1	0.0589405105
431	1	0.05879702444
432	1	0.05861855999
433	1	0.05848476535
434	1	0.05830603041
435	1	0.05814575951
436	1	0.05800780691
437	1	0.05788978361
438	1	0.05768175039
439	1	0.05754492091
440	1	0.05739020128
441	1	0.05731405602
442	1	0.05718129884
443	1	0.05704833316
444	1	0.0569187747
445	1	0.05678807555
446	1	0.05663825354
447	1	0.05648765973
448	1	0.05633907791
449	1	0.0561931232
450	1	0.05605276196
451	1	0.0558894654
452	1	0.05576523623
453	1	0.05560876579
454	1	0.05548628573
455	1	0.05536901177
456	1	0.05522948705
457	1	0.05511037104
458	1	0.05495963846
459	1	0.0548435785
460	1	0.05470123073
461	1	0.05458339995
462	1	0.05451255046
463	1	0.05439964652
464	1	0.05428819421
465	1	0.05417776302
466	1	0.0540337659
467	1	0.05390672372
468	1	0.05377696637
469	1	0.05365373529
470	1	0.05354196387
471	1	0.05343500695
472	1	0.05331550192
473	1	0.05323691951
474	1	0.05303947788
475	1	0.0529082041
476	1	0.05279284088
477	1	0.05261017656
478	1	0.05254289339
479	1	0.05247670199
480	1	0.05232325488
481	1	0.05219030653
482	1	0.05208491194
483	1	0.05194213286
484	1	0.05183106686
485	1	0.05176708236
486	1	0.05164647588
487	1	0.05151167028
488	1	0.05138924831
489	1	0.05126110486
490	1	0.05111902843
491	1	0.05105729919
492	1	0.05099649075
493	1	0.05085800751
494	1	0.05079845714
495	1	0.05061970583
496	1	0.05053207886
497	1	0.05041750231
498	1	0.05025309756
499	1	0.0501948596
500	1	0.05005354525
501	1	0.04999639398
502	1	0.04987228054
503	1	0.04975490185
504	1	0.04964076936
505	1	0.04952968155
506	1	0.04941976777
507	1	0.04929009366
508	1	0.04918223115
509	1	0.04906958579
510	1	0.048976762
511	1	0.04885074157
512	1	0.04873678281
513	1	0.04863115568
514	1	0.04852443497
515	1	0.04842815879
516	1	0.04831943327
517	1	0.04820575671
518	1	0.04815268433
519	1	0.04804289229
520	1	0.04796500139
521	1	0.0478568078
522	1	0.04780462386
523	1	0.04771171303
524	1	0.04760897005
525	1	0.04755803343
526	1	0.04747118403
527	1	0.04738151331
528	1	0.04727769452
529	1	0.04718701939
530	1	0.04713702301
531	1	0.0470876399
532	1	0.04698554726
533	1	0.04690127716
534	1	0.04679284007
535	1	0.04674441975
536	1	0.04664506783
537	1	0.04659724239
538	1	0.04649101087
539	1	0.04639360766
540	1	0.04634643418
541	1	0.0462464454
542	1	0.04610731127
543	1	0.04600424671
544	1	0.04595790206
545	1	0.04591207853
546	1	0.04581531625
547	1	0.045743367
548	1	0.04560864374
549	1	0.04551454955
550	1	0.04542238494
551	1	0.04535144855
552	1	0.045266337
553	1	0.0451750345
554	1	0.04510547012
555	1	0.04501546172
556	1	0.04492297022
557	1	0.04484060646
558	1	0.04475925547
559	1	0.0446317382
560	1	0.04458776137
561	1	0.04449805389
562	1	0.04445463776
563	1	0.04436730529
564	1	0.04432474538
565	1	0.04422867992
566	1	0.04414417
567	1	0.04404864572
568	1	0.04395996262
569	1	0.04387221787
570	1	0.04378736807
571	1	0.04370963497
572	1	0.04361737997
573	1	0.04354094284
574	1	0.04344837084
575	1	0.04336331492
576	1	0.0432441615
577	1	0.04314707156
578	1	0.0430477684
579	1	0.04296510015
580	1	0.04289433029
581	1	0.04280782749
582	1	0.04272561043
583	1	0.04263764015
584	1	0.04252373403
585	1	0.04243927869
586	1	0.04234680345
587	1	0.04225269666
588	1	0.04214072889
589	1	0.04206278308
590	1	0.04199091187
591	1	0.0419133695
592	1	0.04180412287
593	1	0.04172026031
594	1	0.04165011754
595	1	0.04157618582
596	1	0.0415109525
597	1	0.04142966331
598	1	0.04135785145
599	1	0.04126767315
