ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,CBW,CBL,GBW,GBL,IWW,IWL,SBW,SBL
25,Houston,U.S. Men's Clay Court Championships,22/04/02,International,Outdoor,Clay,1st Round,3,Agassi A.,Youzhny M.,10,75,6,4,3,6,6,4,,,,,2,1,Completed,,,1.18,4.25,1.13,4.6,1.1,4.5,,
25,Houston,U.S. Men's Clay Court Championships,22/04/02,International,Outdoor,Clay,1st Round,3,Arthurs W.,Dent T.,94,104,6,4,6,2,,,,,,,2,0,Completed,,,1.8,1.9,1.72,1.92,1.75,1.75,,
25,Houston,U.S. Men's Clay Court Championships,22/04/02,International,Outdoor,Clay,1st Round,3,Blake J.,Delgado R.,42,81,6,2,6,1,,,,,,,2,0,Completed,,,1.72,2,1.66,2,1.55,2,,
25,Houston,U.S. Men's Clay Court Championships,22/04/02,International,Outdoor,Clay,1st Round,3,Calatrava A.,Capalik K.,112,298,6,2,3,6,6,3,,,,,2,1,Completed,,,1.4,2.7,1.4,2.5,1.45,2.2,,
25,Houston,U.S. Men's Clay Court Championships,22/04/02,International,Outdoor,Clay,1st Round,3,Chang M.,Knowle J.,87,102,6,1,6,2,,,,,,,2,0,Completed,,,1.48,2.45,1.42,2.5,1.35,2.5,,
25,Houston,U.S. Men's Clay Court Championships,22/04/02,International,Outdoor,Clay,1st Round,3,Coria G.,Marin L.,198,409,6,0,6,3,,,,,,,2,0,Completed,,,,,,,,,,
25,Houston,U.S. Men's Clay Court Championships,22/04/02,International,Outdoor,Clay,1st Round,3,Davydenko N.,Burgsmuller L.,83,78,6,1,6,2,,,,,,,2,0,Completed,,,1.85,1.85,1.75,1.85,1.8,1.7,,
25,Houston,U.S. Men's Clay Court Championships,22/04/02,International,Outdoor,Clay,1st Round,3,Haas T.,Kim A.,7,152,6,2,6,4,,,,,,,2,0,Completed,,,1.14,4.75,1.13,4.6,1.1,4.5,,
25,Houston,U.S. Men's Clay Court Championships,22/04/02,International,Outdoor,Clay,1st Round,3,Lee H.T.,Bryan B.,85,195,6,2,6,3,,,,,,,2,0,Completed,,,1.33,3,1.35,2.65,1.4,2.3,,
25,Houston,U.S. Men's Clay Court Championships,22/04/02,International,Outdoor,Clay,1st Round,3,Martin T.,Hirigoyen I.,46,322,6,0,6,4,,,,,,,2,0,Completed,,,,,1.18,3.9,1.15,3.8,,
25,Houston,U.S. Men's Clay Court Championships,22/04/02,International,Outdoor,Clay,1st Round,3,Okun N.,Ilie A.,95,113,6,1,6,4,,,,,,,2,0,Completed,,,1.8,1.9,1.75,1.88,1.75,1.75,,
25,Houston,U.S. Men's Clay Court Championships,22/04/02,International,Outdoor,Clay,1st Round,3,Pless K.,Gambill J.M.,72,47,2,6,6,2,7,5,,,,,2,1,Completed,,,2.1,1.65,2.2,1.55,2.1,1.5,,
25,Houston,U.S. Men's Clay Court Championships,22/04/02,International,Outdoor,Clay,1st Round,3,Puerta M.,Lee M.,210,100,6,1,6,2,,,,,,,2,0,Completed,,,1.25,3.5,1.25,3.3,1.3,2.7,,
25,Houston,U.S. Men's Clay Court Championships,22/04/02,International,Outdoor,Clay,1st Round,3,Roddick A.,Russell M.,13,97,6,1,6,2,,,,,,,2,0,Completed,,,1.18,4.25,1.13,4.6,1.15,3.8,,
25,Houston,U.S. Men's Clay Court Championships,22/04/02,International,Outdoor,Clay,1st Round,3,Sampras P.,Vacek J.,14,79,4,6,6,1,7,5,,,,,2,1,Completed,,,1.33,3,1.3,2.85,1.3,2.7,,
25,Houston,U.S. Men's Clay Court Championships,22/04/02,International,Outdoor,Clay,1st Round,3,Saretta F.,Ferreira W.,80,45,6,4,7,5,,,,,,,2,0,Completed,,,1.75,1.95,1.92,1.72,1.85,1.65
