ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,CBW,CBL,GBW,GBL,IWW,IWL,SBW,SBL
5,Sydney,adidas International,08/01/01,International,Outdoor,Hard,1st Round,3,Bastl G.,Moya C.,118,40,6,1,7,6,,,,,,,2,0,Completed,2.6,1.45,2.25,1.47,2,1.45,,
5,Sydney,adidas International,08/01/01,International,Outdoor,Hard,1st Round,3,Bjorkman J.,Pioline C.,44,16,7,6,6,2,,,,,,,2,0,Completed,1.95,1.75,1.9,1.6,1.8,1.6,1.83,1.83
5,Sydney,adidas International,08/01/01,International,Outdoor,Hard,1st Round,3,Clement A.,Ulihrach B.,18,57,6,1,3,0,,,,,,,1,0,Retired,1.45,2.5,1.55,2,1.4,2.1,1.53,2.38
5,Sydney,adidas International,08/01/01,International,Outdoor,Hard,1st Round,3,Federer R.,Ferreira W.,30,13,6,3,6,4,,,,,,,2,0,Completed,1.6,2.2,1.65,1.8,1.6,1.8,1.73,2
5,Sydney,adidas International,08/01/01,International,Outdoor,Hard,1st Round,3,Grosjean S.,Fromberg R.,19,88,7,6,6,2,,,,,,,2,0,Completed,,,,,,,,
5,Sydney,adidas International,08/01/01,International,Outdoor,Hard,1st Round,3,Haas T.,Martin T.,20,54,6,3,6,2,,,,,,,2,0,Completed,1.45,2.5,1.45,2.2,1.5,1.9,1.53,2.38
5,Sydney,adidas International,08/01/01,International,Outdoor,Hard,1st Round,3,Hewitt L.,Arthurs W.,7,84,6,7,7,6,6,2,,,,,2,1,Completed,1.28,3.25,1.21,3.5,1.2,2.8,1.2,4
5,Sydney,adidas International,08/01/01,International,Outdoor,Hard,1st Round,3,Ilie A.,Chang M.,48,32,6,4,6,3,,,,,,,2,0,Completed,,,,,,,,
5,Sydney,adidas International,08/01/01,International,Outdoor,Hard,1st Round,3,Norman M.,Pavel A.,4,27,6,3,7,5,,,,,,,2,0,Completed,1.45,2.55,1.41,2.4,1.4,2.1,1.44,2.63
5,Sydney,adidas International,08/01/01,International,Outdoor,Hard,1st Round,3,Pozzi G.,El Aynaoui Y.,41,31,7,5,6,4,,,,,,,2,0,Completed,,,,,,,,
5,Sydney,adidas International,08/01/01,International,Outdoor,Hard,1st Round,3,Rochus C.,Mirnyi M.,76,43,6,3,6,1,,,,,,,2,0,Completed,2.4,1.5,2.1,1.52,1.9,1.5,,
5,Sydney,adidas International,08/01/01,International,Outdoor,Hard,1st Round,3,Rosset M.,Voltchkov V.,29,39,4,6,7,6,6,2,,,,,2,1,Completed,1.8,1.9,1.65,1.9,1.6,1.8,1.83,1.83
5,Sydney,adidas International,08/01/01,International,Outdoor,Hard,1st Round,3,Santoro F.,Prinosil D.,46,38,6,3,6,3,,,,,,,2,0,Completed,,,,,,,,
5,Sydney,adidas International,08/01/01,International,Outdoor,Hard,1st Round,3,Schuettler R.,Dosedel S.,60,66,6,3,3,6,6,3,,,,,2,1,Completed,,,,,,,,
5,Sydney,adidas International,08/01/01,International,Outdoor,Hard,1st Round,3,Stoltenberg J.,Draper S.,63,263,7,5,4,6,6,4,,,,,2,1,Completed,1.42,2.6,1.3,2.75,1.25,2.6,,
5,Sydney,adidas International,08/01/01,International,Outdoor,Hard,1st Round,3,Woodbridge T.,Tarango J.,188,112,7,6,6,2,,,,,,,2,0,Completed,2.15,1.65,1.9,1.65,1.75,1.65,,
5,Sydney,adidas International,08/01/01,International,Outdoor,Hard,2nd Round,3,Bastl G.,Clement A.,118,18,5,7,6,2,6,2,,,,,2,1,Completed,,,,,,,,
5,Sydney,adidas International,08/01/01,International,Outdoor,Hard,2nd Round,3,Bjorkman J.,Stoltenberg J.,44,63,6,4,3,6,7,6,,,,,2,1,Completed,1.75,2,1.73,1.85,1.7,1.7,1.73,2
5,Sydney,adidas International,08/01/01,International,Outdoor,Hard,2nd Round,3,Federer R.,Rosset M.,30,29,6,1,6,2,,,,,,,2,0,Completed,1.5,2.45,1.7,1.8,1.6,1.8,1.62,2.2
5,Sydney,adidas International,08/01/01,International,Outdoor,Hard,2nd Round,3,Grosjean S.,Rochus C.,19,76,3,6,6,4,6,1,,,,,2,1,Completed,1.42,2.7,1.51,2.1,1.5,1.9,1.36,2.88
5,Sydney,adidas International,08/01/01,International,Outdoor,Hard,2nd Round,3,Hewitt L.,Ilie A.,7,48,6,4,6,1,,,,,,,2,0,Completed,1.22,4,1.22,3.1,1.2,2.8,1.22,3.75
5,Sydney,adidas International,08/01/01,International,Outdoor,Hard,2nd Round,3,Norman M.,Woodbridge T.,4,188,6,3,6,1,,,,,,,2,0,Completed,1.2,4.2,1.13,3.6,1.1,3.5,1.29,3.25
