ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,CBW,CBL,EXW,EXL,IWW,IWL,PSW,PSL
5,Sydney,Medibank International,10/01/05,International,Outdoor,Hard,1st Round,3,Verdasco F.,Berdych T.,36,44,3,6,6,4,7,5,,,,,2,1,Completed,2.1,1.66,2.1,1.7,2.12,1.67,1.85,1.65,2.27,1.68
5,Sydney,Medibank International,10/01/05,International,Outdoor,Hard,1st Round,3,Mirnyi M.,Ferrer D.,48,51,6,1,7,5,,,,,,,2,0,Completed,1.33,3,1.33,3.2,1.43,2.71,1.3,2.7,1.442,2.96
5,Sydney,Medibank International,10/01/05,International,Outdoor,Hard,1st Round,3,Arthurs W.,Volandri F.,103,42,7,6,6,7,6,3,,,,,2,1,Completed,1.57,2.25,1.55,2.4,1.6,2.3,1.55,2,1.649,2.34
5,Sydney,Medibank International,10/01/05,International,Outdoor,Hard,1st Round,3,Johansson T.,Mayer F.,31,38,6,2,7,6,,,,,,,2,0,Completed,1.57,2.25,1.67,2.15,1.65,2.2,1.6,1.9,1.625,2.4
5,Sydney,Medibank International,10/01/05,International,Outdoor,Hard,1st Round,3,Nieminen J.,Melzer J.,87,33,6,3,7,5,,,,,,,2,0,Completed,2.62,1.44,2.65,1.45,2.83,1.39,2.2,1.45,2.66,1.538
5,Sydney,Medibank International,10/01/05,International,Outdoor,Hard,1st Round,3,Lopez F.,Reid T.,24,159,6,4,6,4,,,,,,,2,0,Completed,1.28,3.25,1.28,3.55,1.35,3.1,1.25,3,1.355,3.42
5,Sydney,Medibank International,10/01/05,International,Outdoor,Hard,1st Round,3,Fish M.,Soderling R.,37,35,6,4,6,4,,,,,,,2,0,Completed,2,1.72,1.95,1.8,2.05,1.75,1.75,1.75,2.31,1.662
5,Sydney,Medibank International,11/01/05,International,Outdoor,Hard,1st Round,3,Clement A.,Zib T.,106,101,6,1,6,3,,,,,,,2,0,Completed,1.44,2.62,1.45,2.7,1.45,2.6,1.45,2.2,1.402,3.14
5,Sydney,Medibank International,11/01/05,International,Outdoor,Hard,1st Round,3,Pavel A.,Bourgeois L.,17,532,7,6,7,5,,,,,,,2,0,Completed,1.14,5,1.12,5.5,1.15,5.5,1.15,3.8,1.143,6.3
5,Sydney,Medibank International,11/01/05,International,Outdoor,Hard,1st Round,3,Llodra M.,Malisse X.,52,47,4,6,6,0,6,3,,,,,2,1,Completed,2.25,1.57,2.25,1.62,2.45,1.5,2.2,1.45,2.49,1.592
5,Sydney,Medibank International,11/01/05,International,Outdoor,Hard,1st Round,3,Dent T.,Ventura S.,30,102,7,5,7,6,,,,,,,2,0,Completed,1.12,5.5,1.14,5.2,1.15,5.5,1.15,3.8,1.185,5.32
5,Sydney,Medibank International,11/01/05,International,Outdoor,Hard,1st Round,3,Hewitt L.,Beck K.,3,43,6,1,6,2,,,,,,,2,0,Completed,1.1,6.5,1.08,7.4,1.1,6.25,1.1,4.5,1.101,8.3
5,Sydney,Medibank International,11/01/05,International,Outdoor,Hard,1st Round,3,Johansson J.,Rusedski G.,11,45,6,4,6,3,,,,,,,2,0,Completed,1.44,2.62,1.5,2.55,1.5,2.45,1.45,2.2,1.565,2.57
5,Sydney,Medibank International,11/01/05,International,Outdoor,Hard,1st Round,3,Andreev I.,Costa A.,53,46,6,1,6,4,,,,,,,2,0,Completed,1.8,1.9,1.85,1.92,0,1.87,1.8,1.7,1.885,1.935
5,Sydney,Medibank International,11/01/05,International,Outdoor,Hard,1st Round,3,Minar I.,Davydenko N.,158,27,6,2,3,6,6,2,,,,,2,1,Completed,3.5,1.25,3.55,1.28,3.98,1.22,3.3,1.2,4.05,1.278
5,Sydney,Medibank International,11/01/05,International,Outdoor,Hard,1st Round,3,Stepanek R.,Moya C.,34,5,2,6,6,4,6,2,,,,,2,1,Completed,3.2,1.3,2.85,1.4,2.8,1.4,2.7,1.3,2.92,1.461
