ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,CBW,CBL,EXW,EXL,IWW,IWL,PSW,PSL
5,Sydney,adidas International,12/01/04,International,Outdoor,Hard,1st Round,3,Rusedski G.,Chela J.I.,112,40,7,6,7,6,,,,,,,2,0,Completed,,,,,,,,,,
5,Sydney,adidas International,12/01/04,International,Outdoor,Hard,1st Round,3,Hewitt L.,Sargsian S.,15,38,6,4,6,2,,,,,,,2,0,Completed,,,,,,,,,,
5,Sydney,adidas International,12/01/04,International,Outdoor,Hard,1st Round,3,Reid T.,Massu N.,172,12,7,6,2,6,6,4,,,,,2,1,Completed,,,,,,,,,,
5,Sydney,adidas International,12/01/04,International,Outdoor,Hard,1st Round,3,Johansson J.,Schuettler R.,95,6,6,4,6,4,,,,,,,2,0,Completed,,,3.4,1.3,,,,,,
5,Sydney,adidas International,13/01/04,International,Outdoor,Hard,1st Round,3,Ferreira W.,Blake J.,32,39,6,2,6,4,,,,,,,2,0,Completed,2.625,1.444,2.85,1.4,2.85,1.4,2.3,1.4,3.05,1.426
5,Sydney,adidas International,13/01/04,International,Outdoor,Hard,1st Round,3,Mirnyi M.,Calleri A.,24,22,7,5,6,3,,,,,,,2,0,Completed,1.615,2.2,1.75,2,1.65,2.15,1.55,2,1.735,2.2
5,Sydney,adidas International,13/01/04,International,Outdoor,Hard,1st Round,3,Verkerk M.,Arthurs W.,17,114,6,4,6,4,,,,,,,2,0,Completed,1.727,2,1.77,2,1.65,2.15,1.55,2,1.775,2.13
5,Sydney,adidas International,13/01/04,International,Outdoor,Hard,1st Round,3,Mantilla F.,Gasquet R.,23,100,3,0,,,,,,,,,0,0,Retired,1.571,2.25,1.55,2.4,,,1.45,2.2,1.617,2.46
5,Sydney,adidas International,13/01/04,International,Outdoor,Hard,1st Round,3,Kucera V.,Lopez F.,19,28,6,7,7,6,6,3,,,,,2,1,Completed,1.615,2.2,1.7,2.1,1.65,2.15,1.75,1.75,1.685,2.28
5,Sydney,adidas International,13/01/04,International,Outdoor,Hard,1st Round,3,Philippoussis M.,Ramirez-Hidalgo R.,10,79,6,4,5,7,6,2,,,,,2,1,Completed,1.125,5.5,1.16,5,,,1.15,3.8,1.167,5.65
5,Sydney,adidas International,13/01/04,International,Outdoor,Hard,1st Round,3,Clement A.,Fish M.,31,21,6,3,6,3,,,,,,,2,0,Completed,2.25,1.571,2,1.77,2.05,1.75,2,1.55,2.22,1.725
5,Sydney,adidas International,13/01/04,International,Outdoor,Hard,1st Round,3,Llodra M.,Youzhny M.,119,45,6,4,6,2,,,,,,,2,0,Completed,2.1,1.667,2.25,1.6,2.2,1.65,1.9,1.6,2.49,1.606
5,Sydney,adidas International,13/01/04,International,Outdoor,Hard,1st Round,3,Moya C.,Bogomolov A.,7,117,7,5,6,4,,,,,,,2,0,Completed,1.2,4,1.25,3.8,1.28,3.46,1.3,2.7,1.299,3.85
5,Sydney,adidas International,13/01/04,International,Outdoor,Hard,1st Round,3,Guccione C.,Ferrero J.,447,3,6,3,7,6,,,,,,,2,0,Completed,7,1.083,7,1.08,7.25,1.05,5,1.05,10.5,1.075
5,Sydney,adidas International,13/01/04,International,Outdoor,Hard,1st Round,3,Robredo T.,Costa A.,20,26,6,2,6,3,,,,,,,2,0,Completed,1.571,2.25,1.55,2.4,1.45,2.6,1.5,2.1,1.552,2.65
5,Sydney,adidas International,14/01/04,International,Outdoor,Hard,1st Round,3,Srichaphan P.,Bjorkman J.,13,25,7,5,1,6,6,1,,,,,2,1,Completed,1.444,2.625,1.58,2.3,1.42,2.75,1.45,2.2,1.578,2.55
5,Sydney,adidas International,14/01/04,International,Outdoor,Hard,2nd Round,3,Clement A.,Johansson J.,31,95,6,4,7,5,,,,,,,2,0,Completed,1.5,2.5,1.45,2.65,1.45,2.6,,,1.532,2.7
5,Sydney,adidas International,14/01/04,International,Outdoor,Hard,2nd Round,3,Verkerk M.,Mirnyi M.,17,24,6,7,7,6,7,6,,,,,2,1,Completed,2.25,1.571,2.4,1.55,2.15,1.65,,,2.5,1.602
5,Sydney,adidas International,14/01/04,International,Outdoor,Hard,2nd Round,3,Moya C.,Llodra M.,7,119,7,6,6,3,,,,,,,2,0,Completed,1.4,2.75,1.4,2.85,1.4,2.85,,,1.455,2.95
5,Sydney,adidas International,14/01/04,International,Outdoor,Hard,2nd Round,3,Robredo T.,Srichaphan P.,20,13,4,6,6,1,7,6,,,,,2,1,Completed,,,2.25,1.6,,,,,,
5,Sydney,adidas International,14/01/04,International,Outdoor,Hard,2nd Round,3,Hewitt L.,Kucera V.,15,19,6,4,6,1,,,,,,,2,0,Completed,1.167,4.5,1.16,5,1.17,4.67,,,1.208,4.95
5,Sydney,adidas International,14/01/04,International,Outdoor,Hard,2nd Round,3,Reid T.,Mantilla F.,172,23,6,4,6,1,,,,,,,2,0,Completed,2.1,1.667,2.2,1.65,,,,,2.2,1.735
5,Sydney,adidas International,14/01/04,International,Outdoor,Hard,2nd Round,3,Philippoussis M.,Rusedski G.,10,112,6,3,1,6,6,4,,,,,2,1,Completed,1.533,2.375,1.6,2.3,1.65,2.15,,,1.654,2.37
5,Sydney,adidas International,14/01/04,International,Outdoor,Hard,2nd Round,3,Ferreira W.,Guccione C.,32,447,7,6,7,5,,,,,,,2,0,Completed,1.333,3.25,1.33,3.2,1.37,2.92,,,1.373,3.28
5,Sydney,adidas International,15/01/04,International,Outdoor,Hard,Quarterfinals,3,Moya C.,Robredo T.,7,20,6,1,6,2,,,,,,,2,0,Completed,1.533,2.375,1.7,2.1,1.6,2.3,,,1.709,2.25
5,Sydney,adidas International,15/01/04,International,Outdoor,Hard,Quarterfinals,3,Hewitt L.,Clement A.,15,31,6,1,4,6,6,3,,,,,2,1,Completed,1.222,4,1.22,4.1,1.25,3.75,,,1.235,4.65
5,Sydney,adidas International,15/01/04,International,Outdoor,Hard,Quarterfinals,3,Ferreira W.,Reid T.,32,172,6,4,6,4,,,,,,,2,0,Completed,1.615,2.2,1.67,2.15,1.6,2.25,,,1.685,2.3
5,Sydney,adidas International,15/01/04,International,Outdoor,Hard,Quarterfinals,3,Verkerk M.,Philippoussis M.,17,10,6,4,7,6,,,,,,,2,0,Completed,2.625,1.444,2.65,1.45,2.35,1.55,,,2.62,1.549
5,Sydney,adidas International,16/01/04,International,Outdoor,Hard,Semifinals,3,Moya C.,Ferreira W.,7,32,6,2,6,1,,,,,,,2,0,Completed,1.444,2.625,1.5,2.5,1.45,2.6,,,1.513,2.75
5,Sydney,adidas International,16/01/04,International,Outdoor,Hard,Semifinals,3,Hewitt L.,Verkerk M.,15,17,6,2,,,,,,,,,1,0,Retired,1.286,3.5,1.25,3.75,1.35,3.1,,,1.345,3.5
5,Sydney,adidas International,17/01/04,International,Outdoor,Hard,The Final,3,Hewitt L.,Moya C.,15,7,4,3,,,,,,,,,0,0,Retired,1.615,2.2,1.6,2.25,1.67,2.12,,,1.667,2.34
